event_id,team,team_id,score_for,score_against,win,draw,loose,local
11972483,Talleres R.E.,201162,1,3,False,False,True,Home
11972483,SM Tucumán,23950,3,1,True,False,False,Away
11972494,Estudiantes R.C.,266694,0,0,False,True,False,Home
11972494,Racing de Córdoba,273657,0,0,False,True,False,Away
11972491,San Telmo,213361,3,0,True,False,False,Home
11972491,Temperley,112499,0,3,False,False,True,Away
12112177,Atlanta,53799,1,1,False,True,False,Home
12112177,Gimnasia y Tiro,222126,1,1,False,True,False,Away
11972497,San Martín,7772,0,3,False,False,True,Home
11972497,Quilmes,4936,3,0,True,False,False,Away
11972513,Chacarita Jrs.,3214,1,4,False,False,True,Home
11972513,Defensores,52215,4,1,True,False,False,Away
11972501,Tristán Suárez,93513,2,1,True,False,False,Home
11972501,Gimnasia J.,5292,1,2,False,False,True,Away
11972500,All Boys,36834,3,2,True,False,False,Home
11972500,Deportivo Maipú,213042,2,3,False,False,True,Away
11972512,Aldosivi,36836,1,1,False,True,False,Home
11972512,Estudiantes R.C.,266694,1,1,False,True,False,Away
11972506,Temperley,112499,1,1,False,True,False,Home
11972506,Atlético Rafaela,34976,1,1,False,True,False,Away
11972505,Brown de Adrogué,107201,0,0,False,True,False,Home
11972505,San Telmo,213361,0,0,False,True,False,Away
11972496,Arsenal,3221,2,1,True,False,False,Home
11972496,Talleres R.E.,201162,1,2,False,False,True,Away
11972504,Almagro,4938,0,0,False,True,False,Home
11972504,Chaco For Ever,252726,0,0,False,True,False,Away
11972507,Dep. Morón,93109,0,0,False,True,False,Home
11972507,Deportivo Madryn,222120,0,0,False,True,False,Away
11972498,Guillermo Brown,53801,1,1,False,True,False,Home
11972498,San Miguel,264945,1,1,False,True,False,Away
11972503,Racing de Córdoba,273657,2,0,True,False,False,Home
11972503,Alvarado,273715,0,2,False,False,True,Away
11972511,Mitre,255425,2,2,False,True,False,Home
11972511,Colón,3207,2,2,False,True,False,Away
11972495,SM Tucumán,23950,2,0,True,False,False,Home
11972495,Estudiantes B.A.,93107,0,2,False,False,True,Away
11972502,Patronato,43741,0,0,False,True,False,Home
11972502,Güemes,224646,0,0,False,True,False,Away
11972509,Gimnasia Mendoza,188441,2,1,True,False,False,Home
11972509,Atlanta,53799,1,2,False,False,True,Away
12158627,Nueva Chicago,3200,3,0,True,False,False,Home
12158627,Def. Unidos,93515,0,3,False,False,True,Away
12130888,Agropecuario,265787,1,2,False,False,True,Home
12130888,Ferro Carril Oeste,36841,2,1,True,False,False,Away
12131267,Gimnasia y Tiro,222126,0,0,False,True,False,Home
12131267,Almirante Brown,43740,0,0,False,True,False,Away
11972520,Talleres R.E.,201162,0,0,False,True,False,Home
11972520,San Martín,7772,0,0,False,True,False,Away
11972527,Def. Unidos,93515,2,0,True,False,False,Home
11972527,Dep. Morón,93109,0,2,False,False,True,Away
11972521,Estudiantes B.A.,93107,1,0,True,False,False,Home
11972521,Arsenal,3221,0,1,False,False,True,Away
