player,id,jersey,position,substitute,minutes,order,line,lat,pos,local,team,formation,defense,midfield,attack,averageX,averageY,pointsCount,event_id
Ramiro Banchio,1869273,16,M,True,1,13,,,SUS,Home,Alvarado,4-3-3,4,3,3,11.5,14.75,4.0,11972727
Marco Miori,1836878,19,F,True,1,14,,,SUS,Home,Alvarado,4-3-3,4,3,3,69.0,81.0,1.0,11972727
Tomás Fernández,1018452,13,M,True,1,15,,,SUS,Home,Alvarado,4-3-3,4,3,3,,,,11972727
Agustín Aleo,929000,14,D,True,1,16,,,SUS,Home,Alvarado,4-3-3,4,3,3,43.0,89.0,1.0,11972727
Leandro Finochietto,892473,12,G,True,0,17,,,SUS,Home,Alvarado,4-3-3,4,3,3,,,,11972727
Federico Boasso,988615,17,M,True,0,18,,,SUS,Home,Alvarado,4-3-3,4,3,3,,,,11972727
Gonzalo Lamardo,909107,15,M,True,0,19,,,SUS,Home,Alvarado,4-3-3,4,3,3,,,,11972727
Santiago Torres,1095031,18,M,True,0,20,,,SUS,Home,Alvarado,4-3-3,4,3,3,,,,11972727
Facundo Masuero,1086974,1,G,False,90,1,por,1/1,POR,Away,Arsenal,4-1-4-1,4,5,1,7.3958333333333,47.916666666667,48.0,11972727
Facundo Masuero,1086974,1,G,False,90,1,por,1/1,POR,Away,Arsenal,4-1-4-1,4,5,1,7.3958333333333,47.916666666667,48.0,11972727
Facundo Masuero,1086974,1,G,False,90,1,por,1/1,POR,Away,Arsenal,4-1-4-1,4,5,1,7.3958333333333,47.916666666667,48.0,11972727
Facundo Masuero,1086974,1,G,False,90,1,por,1/1,POR,Away,Arsenal,4-1-4-1,4,5,1,7.3958333333333,47.916666666667,48.0,11972727
Facundo Masuero,1086974,1,G,False,90,1,por,1/1,POR,Away,Arsenal,4-1-4-1,4,5,1,7.3958333333333,47.916666666667,48.0,11972727
Abel Amaya,1114485,4,D,False,90,2,def,1/4,DEF,Away,Arsenal,4-1-4-1,4,5,1,46.833333333333,21.527777777778,72.0,11972727
Balthazar Bernardi,1131023,2,D,False,90,3,def,2/4,DEF,Away,Arsenal,4-1-4-1,4,5,1,31.035087719298,34.491228070175,57.0,11972727
Alexis Sosa,850892,6,D,False,90,4,def,3/4,DEF,Away,Arsenal,4-1-4-1,4,5,1,24.7,65.75,60.0,11972727
Iván Cabrera,1182248,3,D,False,83,5,def,4/4,DEF,Away,Arsenal,4-1-4-1,4,5,1,37.5,85.638888888889,72.0,11972727
Nicolás Domingo,34116,5,M,False,90,6,mid_0,1/1,MED,Away,Arsenal,4-1-4-1,4,5,1,39.850746268657,52.686567164179,67.0,11972727
Ignacio Sabatini,1653801,9,M,False,83,7,mid_2,1/4,MED,Away,Arsenal,4-1-4-1,4,5,1,58.318181818182,23.181818181818,44.0,11972727
Matías Lucero,1799657,8,M,False,73,8,mid_2,2/4,MED,Away,Arsenal,4-1-4-1,4,5,1,58.388888888889,31.277777777778,36.0,11972727
Matteo Trombini,1185974,7,M,False,64,9,mid_2,3/4,MED,Away,Arsenal,4-1-4-1,4,5,1,47.255319148936,63.340425531915,47.0,11972727
Valentín Serrano,1613988,11,M,False,73,10,mid_2,4/4,MED,Away,Arsenal,4-1-4-1,4,5,1,53.865384615385,78.615384615385,52.0,11972727
Tomás Ortiz,966177,10,F,False,90,11,ata,1/1,ATA,Away,Arsenal,4-1-4-1,4,5,1,68.683333333333,52.833333333333,60.0,11972727
Agustin Alvarez,1086907,13,D,True,26,12,,,SUS,Away,Arsenal,4-1-4-1,4,5,1,45.529411764706,62.294117647059,17.0,11972727
Kevin Axel Pavía,1597542,19,M,True,17,13,,,SUS,Away,Arsenal,4-1-4-1,4,5,1,58.45,40.85,20.0,11972727
Nahuel Frascone,1426170,16,M,True,17,14,,,SUS,Away,Arsenal,4-1-4-1,4,5,1,56.227272727273,78.227272727273,22.0,11972727
Facundo Román Brestt,1799917,18,M,True,7,15,,,SUS,Away,Arsenal,4-1-4-1,4,5,1,53.285714285714,40.571428571429,7.0,11972727
Dylan Alexandro Cabral,1836768,20,M,True,7,16,,,SUS,Away,Arsenal,4-1-4-1,4,5,1,73.666666666667,77.166666666667,6.0,11972727
Nicolás  Rosa,1832399,12,G,True,0,17,,,SUS,Away,Arsenal,4-1-4-1,4,5,1,,,,11972727
Andrés Ayala,976228,15,M,True,0,18,,,SUS,Away,Arsenal,4-1-4-1,4,5,1,,,,11972727
Juan Pablo Krilanovich,1003022,17,M,True,0,19,,,SUS,Away,Arsenal,4-1-4-1,4,5,1,,,,11972727
Nazareno Roselli,1858462,14,,True,0,20,,,SUS,Away,Arsenal,4-1-4-1,4,5,1,,,,11972727
Fabricio Henricot,895225,1,G,False,90,1,por,1/1,POR,Home,Def. Unidos,4-4-1-1,4,5,1,9.4722222222222,49.277777777778,36.0,11972733
Juan Cruz Ponce De León,1597625,4,D,False,90,2,def,1/4,DEF,Home,Def. Unidos,4-4-1-1,4,5,1,49.175438596491,15.842105263158,57.0,11972733
Matias Gabriel Contreras,789359,2,D,False,90,3,def,2/4,DEF,Home,Def. Unidos,4-4-1-1,4,5,1,29.090909090909,38.590909090909,44.0,11972733
Matias Gabriel Contreras,789359,2,D,False,90,3,def,2/4,DEF,Home,Def. Unidos,4-4-1-1,4,5,1,29.090909090909,38.590909090909,44.0,11972733
Matias Gabriel Contreras,789359,2,D,False,90,3,def,2/4,DEF,Home,Def. Unidos,4-4-1-1,4,5,1,29.090909090909,38.590909090909,44.0,11972733
Matias Gabriel Contreras,789359,2,D,False,90,3,def,2/4,DEF,Home,Def. Unidos,4-4-1-1,4,5,1,29.090909090909,38.590909090909,44.0,11972733
Matias Gabriel Contreras,789359,2,D,False,90,3,def,2/4,DEF,Home,Def. Unidos,4-4-1-1,4,5,1,29.090909090909,38.590909090909,44.0,11972733
Damián Zadel,1465277,6,D,False,79,4,def,3/4,DEF,Home,Def. Unidos,4-4-1-1,4,5,1,36.1,67.525,40.0,11972733
Luis Olivera,822592,3,D,False,90,5,def,4/4,DEF,Home,Def. Unidos,4-4-1-1,4,5,1,55.159420289855,85.289855072464,69.0,11972733
Maximiliano Ortigoza,1465291,7,M,False,57,6,mid_0,1/4,MED,Home,Def. Unidos,4-4-1-1,4,5,1,65.41935483871,22.451612903226,31.0,11972733
Brian Guerra,883930,10,M,False,90,7,mid_0,2/4,MED,Home,Def. Unidos,4-4-1-1,4,5,1,50.925373134328,45.89552238806,67.0,11972733
Matías Nizzo,896954,5,M,False,64,8,mid_0,3/4,MED,Home,Def. Unidos,4-4-1-1,4,5,1,45.344827586207,49.344827586207,29.0,11972733
Jonathan Suárez,938553,11,M,False,64,9,mid_0,4/4,MED,Home,Def. Unidos,4-4-1-1,4,5,1,71.846153846154,81.461538461538,39.0,11972733
Rodrigo Alejandro Juárez,1819575,8,M,False,57,10,mid_2,1/1,MED,Home,Def. Unidos,4-4-1-1,4,5,1,63.735294117647,53.941176470588,34.0,11972733
Javier Velázquez,897010,9,F,False,90,11,ata,1/1,ATA,Home,Def. Unidos,4-4-1-1,4,5,1,66.8,45.571428571429,35.0,11972733
Franco Caballero,788039,20,F,True,33,12,,,SUS,Home,Def. Unidos,4-4-1-1,4,5,1,62.888888888889,44.777777777778,9.0,11972733
Martin Peralta,882655,15,M,True,33,13,,,SUS,Home,Def. Unidos,4-4-1-1,4,5,1,69.095238095238,15.47619047619,21.0,11972733
Franco Sivetti,940609,17,M,True,26,14,,,SUS,Home,Def. Unidos,4-4-1-1,4,5,1,44.45,51.65,20.0,11972733
José Nicolás González,1065970,19,M,True,26,15,,,SUS,Home,Def. Unidos,4-4-1-1,4,5,1,68.0,84.3,10.0,11972733
Matias Mariatti,1020524,14,D,True,11,16,,,SUS,Home,Def. Unidos,4-4-1-1,4,5,1,37.5625,68.5,16.0,11972733
Mauricio Aquino,755106,12,G,True,0,17,,,SUS,Home,Def. Unidos,4-4-1-1,4,5,1,,,,11972733
Ariel Morales,932871,13,D,True,0,18,,,SUS,Home,Def. Unidos,4-4-1-1,4,5,1,,,,11972733
Nicolás Cavagnero,1114507,16,M,True,0,19,,,SUS,Home,Def. Unidos,4-4-1-1,4,5,1,,,,11972733
Kevin Fernandez,989520,18,M,True,0,20,,,SUS,Home,Def. Unidos,4-4-1-1,4,5,1,,,,11972733
Ramiro Martinez,830709,1,G,False,90,1,por,1/1,POR,Away,Almirante Brown,4-4-2,4,4,2,8.5945945945946,47.189189189189,37.0,11972733
Ramiro Martinez,830709,1,G,False,90,1,por,1/1,POR,Away,Almirante Brown,4-4-2,4,4,2,8.5945945945946,47.189189189189,37.0,11972733
Ramiro Martinez,830709,1,G,False,90,1,por,1/1,POR,Away,Almirante Brown,4-4-2,4,4,2,8.5945945945946,47.189189189189,37.0,11972733
Ramiro Martinez,830709,1,G,False,90,1,por,1/1,POR,Away,Almirante Brown,4-4-2,4,4,2,8.5945945945946,47.189189189189,37.0,11972733
Ramiro Martinez,830709,1,G,False,90,1,por,1/1,POR,Away,Almirante Brown,4-4-2,4,4,2,8.5945945945946,47.189189189189,37.0,11972733
Facundo Miño,1110285,4,D,False,90,2,def,1/4,DEF,Away,Almirante Brown,4-4-2,4,4,2,28.31884057971,24.333333333333,69.0,11972733
Gonzalo Errecalde,1067805,2,D,False,90,3,def,2/4,DEF,Away,Almirante Brown,4-4-2,4,4,2,27.09756097561,52.170731707317,41.0,11972733
Leandro Fabián Quiroz,1808300,6,D,False,90,4,def,3/4,DEF,Away,Almirante Brown,4-4-2,4,4,2,33.742857142857,79.742857142857,70.0,11972733
Tomás Díaz,1131036,11,D,False,90,5,def,4/4,DEF,Away,Almirante Brown,4-4-2,4,4,2,59.666666666667,72.395833333333,48.0,11972733
Leandro Guzmán,895202,7,M,False,65,6,mid_1,1/4,MED,Away,Almirante Brown,4-4-2,4,4,2,49.117647058824,17.882352941176,34.0,11972733
Bruno Carlos Cenci,1654533,5,M,False,74,7,mid_1,2/4,MED,Away,Almirante Brown,4-4-2,4,4,2,44.470588235294,52.352941176471,34.0,11972733
Leandro Iglesias,1819311,10,M,False,90,8,mid_1,3/4,MED,Away,Almirante Brown,4-4-2,4,4,2,52.194444444444,45.597222222222,72.0,11972733
Tomás Almada,1649338,8,M,False,46,9,mid_1,4/4,MED,Away,Almirante Brown,4-4-2,4,4,2,52.0,58.685714285714,35.0,11972733
José Luis Escurra,1400483,3,F,False,57,10,ata,1/2,ATA,Away,Almirante Brown,4-4-2,4,4,2,64.897435897436,34.717948717949,39.0,11972733
Lautaro Leguizamon,1392536,9,F,False,57,11,ata,2/2,ATA,Away,Almirante Brown,4-4-2,4,4,2,59.783783783784,50.27027027027,37.0,11972733
Natan Acosta,1537829,16,M,True,44,12,,,SUS,Away,Almirante Brown,4-4-2,4,4,2,54.621621621622,19.27027027027,37.0,11972733
Brian Fernández,581794,18,F,True,33,13,,,SUS,Away,Almirante Brown,4-4-2,4,4,2,69.454545454545,53.454545454545,22.0,11972733
Germán Rivero,925013,20,F,True,33,14,,,SUS,Away,Almirante Brown,4-4-2,4,4,2,61.65625,46.125,32.0,11972733
Enzo Cardozo,1627950,15,D,True,25,15,,,SUS,Away,Almirante Brown,4-4-2,4,4,2,44.666666666667,16.888888888889,9.0,11972733
Matías Piteo,1125854,17,M,True,16,16,,,SUS,Away,Almirante Brown,4-4-2,4,4,2,52.789473684211,62.157894736842,19.0,11972733
Nazareno Ferreyra,1201092,12,G,True,0,17,,,SUS,Away,Almirante Brown,4-4-2,4,4,2,,,,11972733
Cristian Varela,248153,14,D,True,0,18,,,SUS,Away,Almirante Brown,4-4-2,4,4,2,,,,11972733
Mauro Román Villar,1654534,13,D,True,0,19,,,SUS,Away,Almirante Brown,4-4-2,4,4,2,,,,11972733
Pio Bonacci,1465721,19,F,True,0,20,,,SUS,Away,Almirante Brown,4-4-2,4,4,2,,,,11972733
Juan Pablo Noce,860070,1,G,False,90,1,por,1/1,POR,Home,Deportivo Maipú,4-4-2,4,4,2,9.7833333333333,49.816666666667,60.0,11972730
Luciano Paredes,1201019,4,D,False,90,2,def,1/4,DEF,Home,Deportivo Maipú,4-4-2,4,4,2,45.507462686567,12.835820895522,67.0,11972730
Luciano Paredes,1201019,4,D,False,90,2,def,1/4,DEF,Home,Deportivo Maipú,4-4-2,4,4,2,45.507462686567,12.835820895522,67.0,11972730
Luciano Paredes,1201019,4,D,False,90,2,def,1/4,DEF,Home,Deportivo Maipú,4-4-2,4,4,2,45.507462686567,12.835820895522,67.0,11972730
Luciano Paredes,1201019,4,D,False,90,2,def,1/4,DEF,Home,Deportivo Maipú,4-4-2,4,4,2,45.507462686567,12.835820895522,67.0,11972730
Luciano Paredes,1201019,4,D,False,90,2,def,1/4,DEF,Home,Deportivo Maipú,4-4-2,4,4,2,45.507462686567,12.835820895522,67.0,11972730
Luciano Paredes,1201019,4,D,False,90,2,def,1/4,DEF,Home,Deportivo Maipú,4-4-2,4,4,2,45.507462686567,12.835820895522,67.0,11972730
Santiago Paulini,1650470,2,D,False,90,3,def,2/4,DEF,Home,Deportivo Maipú,4-4-2,4,4,2,26.074074074074,33.833333333333,54.0,11972730
Patricio Ostachuk,1093193,6,D,False,90,4,def,3/4,DEF,Home,Deportivo Maipú,4-4-2,4,4,2,31.605633802817,57.450704225352,71.0,11972730
Emiliano Osuna,800242,3,D,False,90,5,def,4/4,DEF,Home,Deportivo Maipú,4-4-2,4,4,2,43.701492537313,83.074626865672,67.0,11972730
Matías Viguet,989395,11,M,False,90,6,mid_1,1/4,MED,Home,Deportivo Maipú,4-4-2,4,4,2,55.988095238095,35.761904761905,84.0,11972730
Nicolás Del Priore,941471,8,M,False,85,7,mid_1,2/4,MED,Home,Deportivo Maipú,4-4-2,4,4,2,43.433333333333,39.25,60.0,11972730
Fausto Montero,249331,5,M,False,90,8,mid_1,3/4,MED,Home,Deportivo Maipú,4-4-2,4,4,2,42.380952380952,51.428571428571,63.0,11972730
Juan Cruz Arno,1657209,10,M,False,76,9,mid_1,4/4,MED,Home,Deportivo Maipú,4-4-2,4,4,2,51.62962962963,70.333333333333,27.0,11972730
Misael Sosa,1650465,7,F,False,85,10,ata,1/2,ATA,Home,Deportivo Maipú,4-4-2,4,4,2,69.541666666667,52.104166666667,48.0,11972730
Federico Rasic,1392678,9,F,False,62,11,ata,2/2,ATA,Home,Deportivo Maipú,4-4-2,4,4,2,60.0,54.816326530612,49.0,11972730
Ezequiel Almirón,1131025,20,F,True,28,12,,,SUS,Home,Deportivo Maipú,4-4-2,4,4,2,63.111111111111,37.666666666667,18.0,11972730
Felipe Coronel,1117027,14,M,True,14,13,,,SUS,Home,Deportivo Maipú,4-4-2,4,4,2,14.888888888889,34.444444444444,9.0,11972730
Gastón Mansilla,1128477,17,F,True,5,14,,,SUS,Home,Deportivo Maipú,4-4-2,4,4,2,60.928571428571,46.357142857143,14.0,11972730
Rodrigo Rámirez,1087336,16,M,True,5,15,,,SUS,Home,Deportivo Maipú,4-4-2,4,4,2,43.615384615385,42.384615384615,13.0,11972730
Tomás Clavijo,1169605,12,G,True,0,16,,,SUS,Home,Deportivo Maipú,4-4-2,4,4,2,,,,11972730
Andrés Lioi,922452,19,M,True,0,17,,,SUS,Home,Deportivo Maipú,4-4-2,4,4,2,,,,11972730
Diego Yavante Gaitán,1846927,18,M,True,0,18,,,SUS,Home,Deportivo Maipú,4-4-2,4,4,2,,,,11972730
Facundo Giaccone,1471235,15,M,True,0,19,,,SUS,Home,Deportivo Maipú,4-4-2,4,4,2,,,,11972730
Álvaro Paez,1872975,13,,True,0,20,,,SUS,Home,Deportivo Maipú,4-4-2,4,4,2,,,,11972730
Matias Budino,1108944,1,G,False,90,1,por,1/1,POR,Away,Estudiantes B.A.,4-1-3-2,4,4,2,7.9117647058824,48.294117647059,34.0,11972730
Mariano Del Col,918238,4,D,False,84,2,def,1/4,DEF,Away,Estudiantes B.A.,4-1-3-2,4,4,2,49.728571428571,15.185714285714,70.0,11972730
Valentin Perales,789382,2,D,False,90,3,def,2/4,DEF,Away,Estudiantes B.A.,4-1-3-2,4,4,2,30.240740740741,34.62962962963,54.0,11972730
Jorge Adrián Benítez,1597469,6,D,False,90,4,def,3/4,DEF,Away,Estudiantes B.A.,4-1-3-2,4,4,2,31.8,62.8,65.0,11972730
Nicolás Fernández,974678,3,D,False,67,5,def,4/4,DEF,Away,Estudiantes B.A.,4-1-3-2,4,4,2,49.472972972973,87.324324324324,74.0,11972730
Elias Contreras,1001815,11,M,False,67,6,mid_0,1/1,MED,Away,Estudiantes B.A.,4-1-3-2,4,4,2,53.590909090909,29.727272727273,44.0,11972730
Matias Gonzalo Lugo,1382065,5,M,False,90,7,mid_2,1/3,MED,Away,Estudiantes B.A.,4-1-3-2,4,4,2,43.048780487805,47.512195121951,82.0,11972730
Fernando Miranda,1020528,8,M,False,46,8,mid_2,2/3,MED,Away,Estudiantes B.A.,4-1-3-2,4,4,2,46.542857142857,58.8,35.0,11972730
Enzo Acosta,830685,10,M,False,73,9,mid_2,3/3,MED,Away,Estudiantes B.A.,4-1-3-2,4,4,2,57.12,72.16,75.0,11972730
Franco Fagúndez Acosta,1605139,7,F,False,90,10,ata,1/2,ATA,Away,Estudiantes B.A.,4-1-3-2,4,4,2,69.673469387755,44.061224489796,49.0,11972730
Jonathan Berón,1388907,9,F,False,90,11,ata,2/2,ATA,Away,Estudiantes B.A.,4-1-3-2,4,4,2,65.216216216216,59.878378378378,74.0,11972730
Ignacio Vallejos,1164852,18,M,True,44,12,,,SUS,Away,Estudiantes B.A.,4-1-3-2,4,4,2,50.891304347826,53.434782608696,46.0,11972730
Ignacio Vallejos,1164852,18,M,True,44,12,,,SUS,Away,Estudiantes B.A.,4-1-3-2,4,4,2,50.891304347826,53.434782608696,46.0,11972730
Ignacio Vallejos,1164852,18,M,True,44,12,,,SUS,Away,Estudiantes B.A.,4-1-3-2,4,4,2,50.891304347826,53.434782608696,46.0,11972730
Ignacio Vallejos,1164852,18,M,True,44,12,,,SUS,Away,Estudiantes B.A.,4-1-3-2,4,4,2,50.891304347826,53.434782608696,46.0,11972730
Ignacio Vallejos,1164852,18,M,True,44,12,,,SUS,Away,Estudiantes B.A.,4-1-3-2,4,4,2,50.891304347826,53.434782608696,46.0,11972730
Lautaro Lusnig,1119713,14,D,True,23,13,,,SUS,Away,Estudiantes B.A.,4-1-3-2,4,4,2,50.433333333333,79.833333333333,30.0,11972730
Enzo Luna,1385677,19,M,True,23,14,,,SUS,Away,Estudiantes B.A.,4-1-3-2,4,4,2,76.1,36.0,10.0,11972730
Felipe Gorla,1654088,20,M,True,17,15,,,SUS,Away,Estudiantes B.A.,4-1-3-2,4,4,2,80.571428571429,61.285714285714,7.0,11972730
David Ledesma Sacarías,1597457,13,D,True,6,16,,,SUS,Away,Estudiantes B.A.,4-1-3-2,4,4,2,26.375,23.875,8.0,11972730
Iván Casco,1858441,12,G,True,0,17,,,SUS,Away,Estudiantes B.A.,4-1-3-2,4,4,2,,,,11972730
Sebastián Mayorga,1095678,15,M,True,0,18,,,SUS,Away,Estudiantes B.A.,4-1-3-2,4,4,2,,,,11972730
Santiago Briñone,944659,16,M,True,0,19,,,SUS,Away,Estudiantes B.A.,4-1-3-2,4,4,2,,,,11972730
Matías Valdivia,898894,17,M,True,0,20,,,SUS,Away,Estudiantes B.A.,4-1-3-2,4,4,2,,,,11972730
Juan Mendonca,789454,1,G,False,90,1,por,1/1,POR,Home,Güemes,3-4-3,3,4,3,7.2068965517241,47.689655172414,29.0,11972728
Walter Juárez,1654489,5,D,False,90,2,def,1/3,DEF,Home,Güemes,3-4-3,3,4,3,31.62962962963,29.222222222222,27.0,11972728
Emir Faccioli,33236,2,D,False,90,3,def,2/3,DEF,Home,Güemes,3-4-3,3,4,3,28.322580645161,47.774193548387,31.0,11972728
Ramiro Rios,798838,3,D,False,90,4,def,3/3,DEF,Home,Güemes,3-4-3,3,4,3,37.774193548387,80.435483870968,62.0,11972728
Ramiro Rios,798838,3,D,False,90,4,def,3/3,DEF,Home,Güemes,3-4-3,3,4,3,37.774193548387,80.435483870968,62.0,11972728
Ramiro Rios,798838,3,D,False,90,4,def,3/3,DEF,Home,Güemes,3-4-3,3,4,3,37.774193548387,80.435483870968,62.0,11972728
Ramiro Rios,798838,3,D,False,90,4,def,3/3,DEF,Home,Güemes,3-4-3,3,4,3,37.774193548387,80.435483870968,62.0,11972728
Ramiro Rios,798838,3,D,False,90,4,def,3/3,DEF,Home,Güemes,3-4-3,3,4,3,37.774193548387,80.435483870968,62.0,11972728
Ramiro Rios,798838,3,D,False,90,4,def,3/3,DEF,Home,Güemes,3-4-3,3,4,3,37.774193548387,80.435483870968,62.0,11972728
Cristian Broggi,895213,4,M,False,90,5,mid_1,1/4,MED,Home,Güemes,3-4-3,3,4,3,45.473684210526,15.228070175439,57.0,11972728
Gonzalo Papa,166045,8,M,False,74,6,mid_1,2/4,MED,Home,Güemes,3-4-3,3,4,3,51.023255813953,38.325581395349,43.0,11972728
Emiliano Griffa,1389869,7,M,False,62,7,mid_1,3/4,MED,Home,Güemes,3-4-3,3,4,3,51.46511627907,51.255813953488,43.0,11972728
Federico López,951082,6,M,False,90,8,mid_1,4/4,MED,Home,Güemes,3-4-3,3,4,3,48.0,85.051724137931,58.0,11972728
Ignacio Carruega,1001923,10,F,False,74,9,ata,1/3,ATA,Home,Güemes,3-4-3,3,4,3,71.0625,50.90625,64.0,11972728
Claudio Vega,1111802,9,F,False,90,10,ata,2/3,ATA,Home,Güemes,3-4-3,3,4,3,64.968253968254,50.507936507937,63.0,11972728
David Véliz,1134870,11,F,False,62,11,ata,3/3,ATA,Home,Güemes,3-4-3,3,4,3,72.604166666667,60.229166666667,48.0,11972728
Luciano Pizarro,875141,16,M,True,28,12,,,SUS,Home,Güemes,3-4-3,3,4,3,59.666666666667,64.428571428571,21.0,11972728
Franco Torres,1098306,17,F,True,28,13,,,SUS,Home,Güemes,3-4-3,3,4,3,54.5,39.0625,16.0,11972728
Tomas Berra,358500,13,D,True,16,14,,,SUS,Home,Güemes,3-4-3,3,4,3,27.833333333333,21.416666666667,12.0,11972728
Milton  Gerez,1654488,18,F,True,16,15,,,SUS,Home,Güemes,3-4-3,3,4,3,70.75,45.916666666667,12.0,11972728
Nahuel Pezzini,932868,12,G,True,0,16,,,SUS,Home,Güemes,3-4-3,3,4,3,,,,11972728
Matias Escudero,790026,14,D,True,0,17,,,SUS,Home,Güemes,3-4-3,3,4,3,,,,11972728
Julián Gauna,1196555,15,D,True,0,18,,,SUS,Home,Güemes,3-4-3,3,4,3,,,,11972728
Hernan Brylko,1654395,19,F,True,0,19,,,SUS,Home,Güemes,3-4-3,3,4,3,,,,11972728
Iván Santa Cruz,1597480,20,F,True,0,20,,,SUS,Home,Güemes,3-4-3,3,4,3,,,,11972728
Darío Sand,932935,1,G,False,90,1,por,1/1,POR,Away,SM Tucumán,4-2-3-1,4,5,1,9.8679245283019,47.849056603774,53.0,11972728
Tiago Penalba,1654129,4,D,False,90,2,def,1/4,DEF,Away,SM Tucumán,4-2-3-1,4,5,1,38.79012345679,30.901234567901,81.0,11972728
Juan Orellana,939949,2,D,False,90,3,def,2/4,DEF,Away,SM Tucumán,4-2-3-1,4,5,1,25.670731707317,42.536585365854,82.0,11972728
Guillermo Ferracutti,249999,6,D,False,46,4,def,3/4,DEF,Away,SM Tucumán,4-2-3-1,4,5,1,25.216216216216,67.513513513514,37.0,11972728
Nahuel Banegas,992112,3,D,False,90,5,def,4/4,DEF,Away,SM Tucumán,4-2-3-1,4,5,1,49.5625,83.294642857143,112.0,11972728
Gustavo Abregú,939950,5,M,False,90,6,mid_0,1/2,MED,Away,SM Tucumán,4-2-3-1,4,5,1,43.257575757576,43.030303030303,66.0,11972728
Pablo Hernández,120965,8,M,False,74,7,mid_0,2/2,MED,Away,SM Tucumán,4-2-3-1,4,5,1,47.234375,51.5,64.0,11972728
Lautaro Fedele,1120461,11,M,False,67,8,mid_2,1/3,MED,Away,SM Tucumán,4-2-3-1,4,5,1,62.705882352941,21.235294117647,34.0,11972728
Ivan Molinas,823983,10,M,False,46,9,mid_2,2/3,MED,Away,SM Tucumán,4-2-3-1,4,5,1,54.352941176471,31.117647058824,17.0,11972728
Gonzalo Rodríguez,932899,7,M,False,77,10,mid_2,3/3,MED,Away,SM Tucumán,4-2-3-1,4,5,1,74.805555555556,78.611111111111,36.0,11972728
Junior Arias,846158,9,F,False,90,11,ata,1/1,ATA,Away,SM Tucumán,4-2-3-1,4,5,1,62.263157894737,67.289473684211,38.0,11972728
Matias Garcia,830586,15,M,True,44,12,,,SUS,Away,SM Tucumán,4-2-3-1,4,5,1,31.12,59.32,25.0,11972728
Ulises  Vera,1597953,14,D,True,44,13,,,SUS,Away,SM Tucumán,4-2-3-1,4,5,1,46.442307692308,25.538461538462,52.0,11972728
Ulises  Vera,1597953,14,D,True,44,13,,,SUS,Away,SM Tucumán,4-2-3-1,4,5,1,46.442307692308,25.538461538462,52.0,11972728
Ulises  Vera,1597953,14,D,True,44,13,,,SUS,Away,SM Tucumán,4-2-3-1,4,5,1,46.442307692308,25.538461538462,52.0,11972728
Ulises  Vera,1597953,14,D,True,44,13,,,SUS,Away,SM Tucumán,4-2-3-1,4,5,1,46.442307692308,25.538461538462,52.0,11972728
Ulises  Vera,1597953,14,D,True,44,13,,,SUS,Away,SM Tucumán,4-2-3-1,4,5,1,46.442307692308,25.538461538462,52.0,11972728
Exequiel Nicolás Moreno,1597954,18,M,True,23,14,,,SUS,Away,SM Tucumán,4-2-3-1,4,5,1,69.466666666667,16.533333333333,15.0,11972728
Agustin Prokop,1097750,17,M,True,16,15,,,SUS,Away,SM Tucumán,4-2-3-1,4,5,1,47.818181818182,65.090909090909,11.0,11972728
Gonzalo Klusener,88945,20,F,True,13,16,,,SUS,Away,SM Tucumán,4-2-3-1,4,5,1,64.5,47.125,8.0,11972728
Nicolás Carrizo,992977,12,G,True,0,17,,,SUS,Away,SM Tucumán,4-2-3-1,4,5,1,,,,11972728
Diego Gonzalo Mastrángelo,1803226,13,D,True,0,18,,,SUS,Away,SM Tucumán,4-2-3-1,4,5,1,,,,11972728
Leonardo Monje,1095005,16,M,True,0,19,,,SUS,Away,SM Tucumán,4-2-3-1,4,5,1,,,,11972728
Mauro Véron,1182500,19,F,True,0,20,,,SUS,Away,SM Tucumán,4-2-3-1,4,5,1,,,,11972728
Joaquín Mattalia,971215,1,G,False,90,1,por,1/1,POR,Home,Racing de Córdoba,4-1-4-1,4,5,1,9.6,52.68,25.0,11972726
Juan Arguello,1018421,4,D,False,90,2,def,1/4,DEF,Home,Racing de Córdoba,4-1-4-1,4,5,1,52.271186440678,16.237288135593,59.0,11972726
Wilfredo Olivera,249889,6,D,False,90,3,def,2/4,DEF,Home,Racing de Córdoba,4-1-4-1,4,5,1,33.131578947368,31.026315789474,38.0,11972726
Facundo Rivero,1210374,2,D,False,90,4,def,3/4,DEF,Home,Racing de Córdoba,4-1-4-1,4,5,1,33.160714285714,66.017857142857,56.0,11972726
Fernando Gonzalez,789368,3,D,False,90,5,def,4/4,DEF,Home,Racing de Córdoba,4-1-4-1,4,5,1,37.146341463415,83.414634146341,41.0,11972726
Gonzalo Martin Rostagno,1836801,5,M,False,90,6,mid_0,1/1,MED,Home,Racing de Córdoba,4-1-4-1,4,5,1,43.061224489796,42.122448979592,49.0,11972726
Julián  Vignolo,1657168,7,M,False,57,7,mid_2,1/4,MED,Home,Racing de Córdoba,4-1-4-1,4,5,1,66.548387096774,26.774193548387,31.0,11972726
Nicolás Sánchez,1478389,8,M,False,85,8,mid_2,2/4,MED,Home,Racing de Córdoba,4-1-4-1,4,5,1,53.0,42.125,56.0,11972726
