player_id,team,nationality,birth_date,age,height,preferred_foot,position,shirt_number,market_value,pos,positions
974746,San Telmo,ARG,22 feb 2000,24 años,184 cm,Derecho,M,19,240K €,[],[]
1183942,San Telmo,ARG,3 mar 2000,24 años,168 cm,Izquierdo,M,15,24K €,[],[]
849139,San Telmo,ARG,29 jul 1995,29 años,177 cm,Derecho,M,5,190K €,[],[]
1109292,San Telmo,ARG,18 jul 2000,24 años,168 cm,Derecho,M,10,105K €,[],[]
1133394,San Telmo,ARG,14 ene 2004,20 años,176 cm,Derecho,M,7,160K €,[],[]
830888,San Telmo,ESP,21 oct 1994,30 años,182 cm,Derecho,M,8,135K €,[],[]
796764,San Telmo,ARG,4 sept 1995,29 años,180 cm,Derecho,M,15,27K €,[],[]
927422,San Telmo,ARG,5 jul 1993,31 años,165 cm,Derecho,M,17,24K €,[],[]
971191,San Telmo,ARG,8 sept 1998,26 años,178 cm,Derecho,M,11,24K €,[],[]
1109313,San Telmo,ARG,4 nov 1995,29 años,187 cm,Derecho,M,16,96K €,[],[]
1214054,San Telmo,ARG,1 oct 1998,26 años,M,19,ARG,26 años,,[],[]
1106602,San Telmo,ARG,17 oct 2001,23 años,182 cm,Derecho,D,6,180K €,[],[]
790190,San Telmo,ARG,11 ago 1994,30 años,179 cm,Izquierdo,D,3,155K €,[],[]
1605142,San Telmo,ARG,17 oct 2001,23 años,182 cm,Derecho,D,6,,[],[]
1160049,San Telmo,ARG,Posición,D,11,ARG,D,11,,[],[]
1514482,San Telmo,ARG,Posición,D,4,ARG,D,4,,[],[]
991108,San Telmo,ARG,29 ago 1992,32 años,180 cm,Ambos,D,2,71K €,[],[]
1490981,San Telmo,ARG,1 ene 2000,24 años,188 cm,Derecho,D,14,26K €,[],[]
1500246,San Telmo,,Número de Camiseta,14,D,14,,,,[],[]
1653787,San Telmo,ARG,2 jun 1999,25 años,189 cm,Derecho,D,13,24K €,[],[]
885513,San Telmo,ARG,22 ago 1996,28 años,185 cm,Derecho,G,1,145K €,[],[]
1199311,San Telmo,,Posición,G,12,23 años,G,12,,[],[]
1653786,San Telmo,,Número de Camiseta,12,,,,,,[],[]
874567,Club Atletico Colón,URU,13 mar 2000,24 años,180 cm,Derecho,F,16,390K €,[],[]
1117035,Club Atletico Colón,ARG,2 jul 2002,22 años,181 cm,Derecho,F,9,130K €,[],[]
33776,Club Atletico Colón,ARG,24 abr 1986,38 años,190 cm,Derecho,F,14,52K €,[],[]
873642,Club Atletico Colón,ARG,31 jul 1997,27 años,170 cm,Izquierdo,F,11,110K €,[],[]
814225,Club Atletico Colón,ARG,25 mar 1997,27 años,179 cm,Izquierdo,F,17,315K €,[],[]
1199308,Club Atletico Colón,ARG,16 ene 2001,23 años,F,19,ARG,23 años,,[],[]
1102818,Club Atletico Colón,,Posición,F,44,23 años,F,44,,[],[]
1523681,Club Atletico Colón,,Número de Camiseta,13,F,13,,,,[],[]
795980,Club Atletico Colón,USA,15 sept 1996,28 años,176 cm,Derecho,M,18,345K €,[],[]
1132948,Club Atletico Colón,ARG,5 ago 2002,22 años,172 cm,Derecho,M,11,340K €,[],[]
1018383,Club Atletico Colón,ARG,20 jun 2001,23 años,181 cm,Derecho,M,10,315K €,[],[]
78851,Club Atletico Colón,ARG,4 sept 1986,38 años,184 cm,Derecho,M,20,110K €,[],[]
989990,Club Atletico Colón,ARG,19 feb 1998,26 años,180 cm,Izquierdo,M,19,460K €,[],[]
992978,Club Atletico Colón,ARG,20 ago 1997,27 años,182 cm,Derecho,M,15,270K €,[],[]
794761,Club Atletico Colón,ARG,2 oct 1997,27 años,177 cm,Izquierdo,M,16,275K €,[],[]
842861,Club Atletico Colón,ARG,10 abr 1990,34 años,179 cm,Derecho,M,10,535K €,[],[]
1868531,Club Atletico Colón,ARG,28 ene 2005,19 años,188 cm,Derecho,M,5,,[],[]
249899,Club Atletico Colón,ARG,13 ene 1991,33 años,175 cm,Derecho,M,8,160K €,[],[]
838402,Club Atletico Colón,ARG,9 abr 1996,28 años,165 cm,Derecho,M,7,300K €,[],[]
974740,Club Atletico Colón,ARG,4 mar 1999,25 años,187 cm,Derecho,M,17,69K €,[],[]
1941678,Club Atletico Colón,,Número de Camiseta,13,M,13,,,,[],[]
1900664,Club Atletico Colón,ARG,19 may 2003,21 años,180 cm,Derecho,M,ARG,,[],[]
879875,Club Atletico Colón,ARG,5 sept 1999,25 años,188 cm,Derecho,D,33,3.3M €,[],[]
924766,Club Atletico Colón,URU,20 jul 1998,26 años,173 cm,Izquierdo,D,15,420K €,[],[]
174825,Club Atletico Colón,ARG,12 may 1985,39 años,184 cm,Derecho,D,2,77K €,[],[]
1185976,Club Atletico Colón,ARG,11 feb 2002,22 años,179 cm,Izquierdo,D,13,215K €,[],[]
1144981,Club Atletico Colón,URU,9 feb 2000,24 años,176 cm,Izquierdo,D,13,310K €,[],[]
1199307,Club Atletico Colón,ARG,22 ene 2003,21 años,180 cm,D,4,ARG,52K €,[],[]
874792,Club Atletico Colón,ARG,28 mar 1991,33 años,180 cm,Derecho,D,6,205K €,[],[]
974659,Club Atletico Colón,ARG,11 sept 1998,26 años,177 cm,Izquierdo,D,3,230K €,[],[]
816609,Club Atletico Colón,ARG,8 jun 1995,29 años,185 cm,Izquierdo,D,3,97K €,[],[]
933157,Club Atletico Colón,ARG,30 nov 1993,30 años,180 cm,Derecho,D,15,90K €,[],[]
1508169,Club Atletico Colón,ARG,8 oct 2003,21 años,D,47,ARG,21 años,,[],[]
1086941,Club Atletico Colón,ARG,27 oct 2003,21 años,175 cm,Izquierdo,D,15,49K €,[],[]
1508167,Club Atletico Colón,ARG,Posición,D,4,ARG,D,4,,[],[]
1654477,Club Atletico Colón,ARG,16 may 2003,21 años,D,14,ARG,21 años,,[],[]
256935,Club Atletico Colón,ARG,19 abr 1990,34 años,187 cm,Derecho,G,1,240K €,[],[]
974649,Club Atletico Colón,ARG,29 oct 1998,26 años,185 cm,Derecho,G,1,485K €,[],[]
1985752,Club Atletico Colón,ARG,Posición,G,ARG,G,,,,[],[]
1654134,Club Atletico Colón,,Número de Camiseta,17,,,,,,[],[]
1654135,Club Atletico Colón,,,,,,,,,[],[]
1654136,Club Atletico Colón,,,,,,,,,[],[]
1868384,Club Atletico Colón,,Número de Camiseta,13,,,,,,[],[]
1093117,Defensores de Belgrano,ARG,15 may 2000,24 años,183 cm,Derecho,F,19,26K €,[],[]
896922,Defensores de Belgrano,ARG,10 ene 1992,32 años,162 cm,Derecho,F,7,290K €,[],[]
1654474,Defensores de Belgrano,ARG,20 sept 2005,19 años,F,19,ARG,19 años,,[],[]
941474,Defensores de Belgrano,ARG,20 feb 2000,24 años,184 cm,Derecho,F,20,160K €,[],[]
976487,Villa Española,URU,16 feb 1998,26 años,175 cm,Derecho,F,14,23K €,[],[]
577578,Defensores de Belgrano,ARG,3 sept 1987,37 años,170 cm,Izquierdo,M,19,81K €,[],[]
926232,Defensores de Belgrano,ARG,17 ene 2001,23 años,170 cm,Derecho,M,18,155K €,[],[]
824589,Defensores de Belgrano,ARG,4 ene 1995,29 años,183 cm,Derecho,M,10,480K €,[],[]
1109997,Defensores de Belgrano,ARG,13 nov 2003,21 años,173 cm,Derecho,M,15,24K €,[],[]
146950,Defensores de Belgrano,ARG,11 dic 1991,32 años,176 cm,Derecho,M,8,71K €,[],[]
1654479,Defensores de Belgrano,ARG,30 oct 2005,19 años,M,16,ARG,19 años,26K €,[],[]
1469419,Defensores de Belgrano,ARG,23 may 2002,22 años,165 cm,Derecho,M,5,230K €,[],[]
1506776,Defensores de Belgrano,ARG,4 jul 2003,21 años,178 cm,Izquierdo,M,11,180K €,[],[]
1021878,Defensores de Belgrano,ARG,15 feb 1994,30 años,173 cm,Izquierdo,M,10,130K €,[],[]
1830732,Defensores de Belgrano,ARG,15 feb 2004,20 años,M,15,ARG,20 años,,[],[]
992953,Defensores de Belgrano,ARG,2 oct 1991,33 años,177 cm,Izquierdo,M,17,54K €,[],[]
1182905,Defensores de Belgrano,ARG,11 oct 1999,25 años,175 cm,Derecho,M,8,345K €,[],[]
1444669,Defensores de Belgrano,ARG,13 ene 2003,21 años,M,14,ARG,21 años,,[],[]
1465695,Defensores de Belgrano,ARG,26 mar 1995,29 años,180 cm,Izquierdo,M,16,24K €,[],[]
1066572,Defensores de Belgrano,ARG,17 ago 2001,23 años,170 cm,Izquierdo,D,3,190K €,[],[]
1650441,Defensores de Belgrano,ARG,17 sept 2002,22 años,D,2,ARG,22 años,,[],[]
933172,Defensores de Belgrano,ARG,30 jun 1993,31 años,185 cm,Derecho,D,6,49K €,[],[]
1468116,Defensores de Belgrano,ARG,24 abr 1995,29 años,175 cm,Derecho,D,4,48K €,[],[]
340755,Defensores de Belgrano,SUI,14 mar 1990,34 años,190 cm,Derecho,D,13,53K €,[],[]
1467897,Defensores de Belgrano,,Posición,D,13,21 años,D,13,,[],[]
1650461,Defensores de Belgrano,ARG,14 jul 1997,27 años,187 cm,Ambos,D,14,48K €,[],[]
1092476,Defensores de Belgrano,ARG,29 jun 1991,33 años,176 cm,Derecho,G,1,195K €,[],[]
986428,Defensores de Belgrano,ARG,18 ago 2000,24 años,190 cm,Derecho,G,12,,[],[]
1887188,Defensores de Belgrano,ARG,25 sept 2000,24 años,9,ARG,24 años,9,,[],[]
1845561,Defensores de Belgrano,,Número de Camiseta,3,,,,,,[],[]
1894578,Defensores de Belgrano,ARG,Nacionalidad,ARG,,,,,,[],[]
1964734,Defensores de Belgrano,,Número de Camiseta,18,,,,,,[],[]
1182428,Gimnasia y Tiro de Salta,ARG,6 abr 1999,25 años,183 cm,Derecho,F,9,170K €,[],[]
1627952,Gimnasia y Tiro de Salta,,Posición,F,15,24 años,F,15,,[],[]
864074,Gimnasia y Tiro de Salta,ARG,2 oct 1999,25 años,183 cm,Derecho,F,19,48K €,[],[]
974638,Gimnasia y Tiro de Salta,ARG,15 jun 1999,25 años,183 cm,Derecho,F,20,24K €,[],[]
1182423,Gimnasia y Tiro de Salta,ARG,14 abr 2000,24 años,168 cm,Derecho,F,18,,[],[]
1466111,Gimnasia y Tiro de Salta,ARG,1 ene 2001,23 años,183 cm,Derecho,F,ARG,135K €,[],[]
1482593,Gimnasia y Tiro de Salta,ARG,15 jun 1999,25 años,183 cm,Derecho,F,20,24K €,[],[]
1638681,Gimnasia y Tiro de Salta,ARG,4 may 2000,24 años,180 cm,Derecho,F,20,,[],[]
1891467,Gimnasia y Tiro de Salta,,Posición,F,19,20 años,F,19,,[],[]
859971,Gimnasia y Tiro de Salta,ARG,7 jun 1999,25 años,160 cm,Derecho,M,7,24K €,[],[]
1638680,Gimnasia y Tiro de Salta,ARG,10 abr 1995,29 años,178 cm,Izquierdo,M,17,23K €,[],[]
122613,Gimnasia y Tiro de Salta,ARG,3 mar 1987,37 años,170 cm,Izquierdo,M,14,,[],[]
885005,Gimnasia y Tiro de Salta,ARG,20 feb 1992,32 años,178 cm,Derecho,M,10,54K €,[],[]
1197976,Gimnasia y Tiro de Salta,ARG,15 ene 1989,35 años,173 cm,Derecho,M,5,,[],[]
1197979,Gimnasia y Tiro de Salta,ARG,23 feb 1991,33 años,176 cm,Izquierdo,M,16,,[],[]
1466109,Gimnasia y Tiro de Salta,ARG,21 may 1993,31 años,175 cm,Ambos,M,8,26K €,[],[]
1956697,Gimnasia y Tiro de Salta,ARG,7 jun 1999,25 años,160 cm,Izquierdo,M,7,,[],[]
940695,Gimnasia y Tiro de Salta,ARG,5 sept 1996,28 años,170 cm,D,8,ARG,73K €,[],[]
1110009,Gimnasia y Tiro de Salta,ARG,6 abr 1999,25 años,170 cm,Izquierdo,D,11,93K €,[],[]
849028,Gimnasia y Tiro de Salta,ARG,30 jun 1993,31 años,174 cm,Derecho,D,4,49K €,[],[]
897148,Gimnasia y Tiro de Salta,ARG,29 sept 1989,35 años,174 cm,Izquierdo,D,3,23K €,[],[]
941528,Gimnasia y Tiro de Salta,ARG,8 ago 1994,30 años,173 cm,Derecho,D,6,68K €,[],[]
992970,Gimnasia y Tiro de Salta,ARG,30 ene 1998,26 años,186 cm,D,3,ARG,140K €,[],[]
1117452,Gimnasia y Tiro de Salta,ARG,10 abr 1987,37 años,180 cm,Derecho,D,6,,[],[]
1654511,Gimnasia y Tiro de Salta,ARG,2 mar 2001,23 años,188 cm,Derecho,D,2,,[],[]
940700,Gimnasia y Tiro de Salta,ARG,12 jun 1998,26 años,187 cm,Izquierdo,G,1,165K €,[],[]
896983,Gimnasia y Tiro de Salta,ARG,1 sept 1987,37 años,186 cm,Derecho,G,12,,[],[]
1638698,Gimnasia y Tiro de Salta,ARG,8 ene 1996,28 años,12,ARG,28 años,12,,[],[]
980541,Mitre,ARG,18 abr 2001,23 años,180 cm,Ambos,F,7,160K €,[],[]
1650446,Mitre,URU,21 sept 2000,24 años,185 cm,Derecho,F,9,130K €,[],[]
980926,Mitre,ARG,2 may 2000,24 años,164 cm,Derecho,F,42,52K €,[],[]
1154127,Mitre,ARG,Posición,F,20,ARG,F,20,,[],[]
933179,Mitre,ARG,21 may 1987,37 años,186 cm,Derecho,F,20,79K €,[],[]
1092608,Mitre,ARG,9 feb 1998,26 años,170 cm,Derecho,F,17,23K €,[],[]
1650443,Mitre,ARG,11 jun 2001,23 años,180 cm,Izquierdo,F,19,,[],[]
922436,Mitre,ARG,20 jul 1998,26 años,170 cm,Izquierdo,M,17,315K €,[],[]
789276,Mitre,ARG,22 mar 1995,29 años,179 cm,Derecho,M,10,285K €,[],[]
979724,Mitre,URU,11 nov 1991,33 años,178 cm,Izquierdo,M,15,265K €,[],[]
1468139,Mitre,ARG,12 may 2000,24 años,176 cm,M,16,ARG,105K €,[],[]
971190,Mitre,ARG,26 oct 1998,26 años,177 cm,Derecho,M,8,105K €,[],[]
358960,Matienzo MSD,ARG,23 feb 1996,28 años,176 cm,Derecho,M,ARG,,[],[]
1094083,Mitre,ARG,21 abr 1996,28 años,185 cm,Derecho,M,15,68K €,[],[]
1201175,Mitre,ARG,5 ago 1996,28 años,171 cm,M,14,ARG,68K €,[],[]
933174,Mitre,ARG,26 dic 1988,35 años,170 cm,Derecho,M,5,73K €,[],[]
951056,Mitre,ARG,17 jul 1995,29 años,173 cm,Derecho,M,20,27K €,[],[]
1118567,Mitre,ARG,6 ene 1995,29 años,167 cm,Derecho,M,18,130K €,[],[]
933167,Mitre,ARG,6 jun 1989,35 años,181 cm,Derecho,D,2,105K €,[],[]
1650444,Mitre,ARG,27 ago 2002,22 años,184 cm,Derecho,D,13,,[],[]
830656,Mitre,ARG,28 jul 1995,29 años,182 cm,Derecho,D,4,240K €,[],[]
249979,Mitre,ARG,26 may 1989,35 años,167 cm,Derecho,D,11,27K €,[],[]
941428,Mitre,ARG,14 mar 1990,34 años,182 cm,Izquierdo,D,3,78K €,[],[]
974662,Mitre,ARG,23 abr 1997,27 años,183 cm,Izquierdo,D,6,45K €,[],[]
1214049,Mitre,ARG,30 oct 1989,35 años,183 cm,Derecho,D,14,23K €,[],[]
1020522,Mitre,ARG,18 jul 2001,23 años,185 cm,Izquierdo,G,1,235K €,[],[]
1112851,Mitre,ARG,7 jun 1989,35 años,187 cm,Izquierdo,G,12,,[],[]
1650442,Mitre,ARG,8 jun 2003,21 años,G,12,ARG,21 años,,[],[]
1931296,Mitre,,Número de Camiseta,15,,,,,,[],[]
1406311,Temperley,ARG,5 may 2002,22 años,178 cm,Izquierdo,F,19,48K €,[],[]
1018405,Temperley,ARG,29 nov 2002,21 años,179 cm,Derecho,F,9,185K €,[],[]
871813,Temperley,ARG,8 feb 1998,26 años,187 cm,Derecho,F,11,185K €,[],[]
600602,Temperley,ARG,6 may 1997,27 años,180 cm,Derecho,F,16,80K €,[],[]
789398,Temperley,ARG,23 jun 1987,37 años,188 cm,Derecho,F,18,73K €,[],[]
1807812,Temperley,ARG,24 mar 2003,21 años,163 cm,Ambos,F,19,,[],[]
1833629,Temperley,ARG,11 ago 2003,21 años,F,18,ARG,21 años,,[],[]
1983217,Temperley,,Número de Camiseta,17,F,17,,,,[],[]
1471245,Temperley,ARG,13 mar 2002,22 años,175 cm,Derecho,M,10,27K €,[],[]
1018388,Temperley,ARG,7 oct 1993,31 años,175 cm,Derecho,M,14,285K €,[],[]
1650569,Temperley,ARG,27 abr 2000,24 años,179 cm,Izquierdo,M,20,,[],[]
777249,Temperley,ARG,6 ago 1994,30 años,178 cm,Derecho,M,5,170K €,[],[]
1845671,Temperley,ARG,Altura,175 cm,Derecho,M,8,ARG,,[],[]
789949,Temperley,ARG,22 mar 1992,32 años,167 cm,Derecho,M,7,145K €,[],[]
1650570,Temperley,ARG,25 ene 2003,21 años,187 cm,Derecho,M,15,,[],[]
1654121,Temperley,ARG,5 mar 2001,23 años,M,7,ARG,23 años,,[],[]
263649,Temperley,ARG,31 mar 1990,34 años,165 cm,Ambos,M,17,26K €,[],[]
1183039,Temperley,ARG,5 mar 2001,23 años,170 cm,Derecho,M,11,,[],[]
1983216,Temperley,,Número de Camiseta,16,M,16,,,,[],[]
1983471,Temperley,ARG,Posición,M,ARG,M,,,,[],[]
1109640,Temperley,ARG,5 may 2000,24 años,178 cm,Izquierdo,D,3,270K €,[],[]
875564,Temperley,ARG,2 ago 1999,25 años,184 cm,Derecho,D,4,165K €,[],[]
867534,Temperley,ARG,21 mar 1989,35 años,185 cm,Izquierdo,D,6,95K €,[],[]
1023103,Temperley,ARG,16 sept 1999,25 años,179 cm,Derecho,D,2,120K €,[],[]
922443,Temperley,ARG,28 ago 2000,24 años,172 cm,Derecho,D,4,260K €,[],[]
897110,Temperley,ARG,3 ene 1992,32 años,175 cm,Izquierdo,D,3,145K €,[],[]
989204,Temperley,ARG,19 sept 1989,35 años,181 cm,Derecho,D,2,24K €,[],[]
1514550,Temperley,ARG,25 abr 2001,23 años,184 cm,Izquierdo,D,6,,[],[]
992089,Temperley,ARG,31 oct 1988,36 años,185 cm,Derecho,G,1,105K €,[],[]
1654119,Temperley,ARG,Posición,G,12,ARG,G,12,,[],[]
1983188,Temperley,,Número de Camiseta,12,G,12,,,,[],[]
1868857,Temperley,,Número de Camiseta,13,19 años,13,,,,[],[]
947212,Estudiantes de Río Cuarto,ARG,22 nov 1995,28 años,195 cm,Derecho,F,9,515K €,[],[]
912789,Estudiantes de Río Cuarto,ARG,2 jun 1999,25 años,184 cm,Derecho,F,20,170K €,[],[]
1021608,Estudiantes de Río Cuarto,ARG,16 ene 1996,28 años,182 cm,Derecho,F,19,130K €,[],[]
1086982,Estudiantes de Río Cuarto,ARG,16 jul 1999,25 años,190 cm,Derecho,F,9,115K €,[],[]
1654472,Estudiantes de Río Cuarto,ARG,22 dic 2000,23 años,185 cm,Izquierdo,F,9,,[],[]
1865973,Estudiantes de Río Cuarto,ARG,18 mar 2002,22 años,F,7,ARG,22 años,,[],[]
1979225,Estudiantes de Río Cuarto,ARG,29 mar 2004,20 años,F,17,ARG,20 años,,[],[]
22980,Estudiantes de Río Cuarto,ARG,10 sept 1983,41 años,173 cm,Derecho,M,7,,[],[]
1065363,Estudiantes de Río Cuarto,ARG,9 ene 1999,25 años,174 cm,Izquierdo,M,17,70K €,[],[]
1126011,Estudiantes de Río Cuarto,URU,31 may 1994,30 años,173 cm,Derecho,M,5,130K €,[],[]
951719,Estudiantes de Río Cuarto,ARG,26 ene 2000,24 años,179 cm,Derecho,M,20,145K €,[],[]
1201022,Estudiantes de Río Cuarto,ARG,8 ago 2003,21 años,174 cm,M,16,ARG,,[],[]
584064,Estudiantes de Río Cuarto,ARG,31 jul 1996,28 años,180 cm,Derecho,M,10,27K €,[],[]
341091,Estudiantes de Río Cuarto,ARG,4 mar 1992,32 años,177 cm,Derecho,M,20,185K €,[],[]
79286,Estudiantes de Río Cuarto,ARG,29 abr 1987,37 años,184 cm,Derecho,M,15,,[],[]
981460,Estudiantes de Río Cuarto,ARG,18 ago 1994,30 años,178 cm,Derecho,M,8,270K €,[],[]
1018244,Estudiantes de Río Cuarto,ARG,28 ene 1999,25 años,182 cm,Derecho,M,18,54K €,[],[]
871849,Estudiantes de Río Cuarto,ARG,8 mar 1999,25 años,179 cm,Derecho,M,7,170K €,[],[]
981464,Estudiantes de Río Cuarto,ARG,23 dic 1986,37 años,173 cm,Derecho,M,ARG,,[],[]
1486149,Estudiantes de Río Cuarto,,Altura,179 cm,M,8,23 años,179 cm,,[],[]
1650474,Estudiantes de Río Cuarto,ARG,1 nov 1998,26 años,M,10,ARG,26 años,,[],[]
1183794,Estudiantes de Río Cuarto,SYR,12 ene 1998,26 años,174 cm,Izquierdo,D,11,130K €,[],[]
1500069,Estudiantes de Río Cuarto,ARG,26 sept 2003,21 años,170 cm,D,14,ARG,,[],[]
1018432,Estudiantes de Río Cuarto,ARG,28 ene 1995,29 años,185 cm,Izquierdo,D,3,170K €,[],[]
989895,Estudiantes de Río Cuarto,ARG,7 may 2001,23 años,183 cm,Izquierdo,D,13,23K €,[],[]
992968,Estudiantes de Río Cuarto,ARG,17 ene 1993,31 años,191 cm,Derecho,D,2,110K €,[],[]
1018403,Estudiantes de Río Cuarto,ARG,29 oct 1999,25 años,183 cm,Derecho,D,2,315K €,[],[]
981461,Estudiantes de Río Cuarto,ARG,7 oct 1986,38 años,182 cm,Izquierdo,D,2,,[],[]
1210385,Estudiantes de Río Cuarto,ARG,17 may 2000,24 años,183 cm,Derecho,D,6,180K €,[],[]
1086950,Estudiantes de Río Cuarto,ARG,29 jun 1998,26 años,195 cm,Derecho,G,12,210K €,[],[]
1117127,Estudiantes de Río Cuarto,ARG,14 oct 1999,25 años,187 cm,Derecho,G,1,23K €,[],[]
1908093,Estudiantes de Río Cuarto,ARG,Posición,G,ARG,G,,,,[],[]
1894156,Estudiantes de Río Cuarto,,Número de Camiseta,11,,,,,,[],[]
1876773,Estudiantes de Río Cuarto,BAR,4 ene 2001,23 años,4,BAR,23 años,4,,[],[]
1979226,Estudiantes de Río Cuarto,ARG,Número de Camiseta,19,ARG,19,,,,[],[]
1131024,Atlanta,ARG,8 mar 2000,24 años,183 cm,Derecho,F,11,215K €,[],[]
981412,Atlanta,ECU,9 abr 1996,28 años,177 cm,F,17,ECU,135K €,[],[]
1110018,Atlanta,ARG,28 feb 1991,33 años,188 cm,Derecho,F,9,110K €,[],[]
1108122,Atlanta,ARG,6 ene 1999,25 años,193 cm,F,20,ARG,77K €,[],[]
1525748,Atlanta,ARG,3 may 2003,21 años,177 cm,Ambos,F,18,80K €,[],[]
1131028,Atlanta,ARG,18 abr 2002,22 años,186 cm,Derecho,M,7,52K €,[],[]
906807,Atlanta,ARG,7 jul 1995,29 años,184 cm,M,15,ARG,290K €,[],[]
992061,Atlanta,ARG,16 sept 1990,34 años,169 cm,Derecho,M,5,52K €,[],[]
1104321,Atlanta,ARG,28 ago 2001,23 años,181 cm,Izquierdo,M,10,245K €,[],[]
1092324,Atlanta,ARG,19 abr 2000,24 años,178 cm,Izquierdo,M,8,350K €,[],[]
358932,Atlanta,ARG,12 jul 1996,28 años,174 cm,Derecho,M,20,245K €,[],[]
801254,Atlanta,ARG,25 jul 1997,27 años,178 cm,Izquierdo,M,8,110K €,[],[]
581778,Atlanta,ARG,12 mar 1994,30 años,179 cm,Derecho,M,19,180K €,[],[]
965967,Atlanta,ARG,24 ene 1999,25 años,178 cm,Derecho,M,16,210K €,[],[]
843404,Atlanta,ARG,28 feb 1993,31 años,175 cm,Derecho,M,11,240K €,[],[]
971200,Atlanta,ARG,6 mar 1994,30 años,184 cm,Derecho,D,2,130K €,[],[]
1654532,Atlanta,ARG,8 mar 2003,21 años,175 cm,Izquierdo,D,3,240K €,[],[]
128384,Atlanta,SUI,27 abr 1991,33 años,191 cm,Derecho,D,2,105K €,[],[]
257461,Atlanta,ARG,21 oct 1991,33 años,184 cm,Izquierdo,D,13,140K €,[],[]
290003,Atlanta,ARG,10 mar 1992,32 años,180 cm,Derecho,D,4,80K €,[],[]
927671,Atlanta,ARG,1 ene 1999,25 años,169 cm,Derecho,D,14,180K €,[],[]
1475211,Atlanta,ARG,27 jun 2003,21 años,177 cm,Izquierdo,D,16,69K €,[],[]
1891466,Atlanta,,Posición,D,6,22 años,D,6,,[],[]
789919,Atlanta,ARG,25 oct 1986,38 años,189 cm,Derecho,G,1,24K €,[],[]
155696,Atlanta,ARG,8 may 1994,30 años,183 cm,Derecho,G,12,73K €,[],[]
1525747,Atlanta,,Número de Camiseta,18,,,,,,[],[]
1918897,Atlanta,,,,,,,,,[],[]
1972040,Atlanta,,Número de Camiseta,12,,,,,,[],[]
1979804,Atlanta,,Número de Camiseta,14,,,,,,[],[]
590170,Deportivo Morón,ARG,18 dic 1991,32 años,182 cm,Derecho,F,18,47K €,[],[]
1092609,Deportivo Morón,ARG,29 nov 2001,22 años,176 cm,Izquierdo,F,7,69K €,[],[]
1182462,Deportivo Morón,ARG,6 jun 1994,30 años,184 cm,Derecho,F,20,79K €,[],[]
1489060,Deportivo Morón,,Número de Camiseta,17,F,17,,,,[],[]
1467900,Deportivo Morón,,Posición,F,9,22 años,F,9,,[],[]
1597532,Deportivo Morón,ARG,6 jun 1994,30 años,184 cm,Derecho,F,9,,[],[]
1863118,Deportivo Morón,ARG,1 ene 2004,20 años,F,20,ARG,20 años,,[],[]
1983213,Deportivo Morón,ARG,Pié Preferido,Derecho,F,18,ARG,Derecho,,[],[]
1983214,Deportivo Morón,,Número de Camiseta,19,F,19,,,,[],[]
1007942,Deportivo Morón,ARG,6 ene 2000,24 años,167 cm,Derecho,M,16,115K €,[],[]
1465276,Deportivo Morón,ARG,10 dic 2000,23 años,174 cm,Izquierdo,M,20,49K €,[],[]
192414,Deportivo Morón,ARG,23 feb 1988,36 años,175 cm,Derecho,M,8,,[],[]
984928,Deportivo Morón,ARG,11 jul 1996,28 años,166 cm,Derecho,M,7,240K €,[],[]
174909,Deportivo Morón,ARG,17 nov 1991,33 años,174 cm,Derecho,M,20,105K €,[],[]
796601,Deportivo Morón,ARG,21 jun 1995,29 años,182 cm,Derecho,M,5,93K €,[],[]
1114219,P.S. Kalamatas,ARG,19 abr 1999,25 años,178 cm,Derecho,M,20,170K €,[],[]
951068,Deportivo Morón,ARG,24 abr 1999,25 años,177 cm,Derecho,M,11,24K €,[],[]
585954,Deportivo Morón,ARG,14 jul 1988,36 años,178 cm,Derecho,M,10,77K €,[],[]
974744,Deportivo Morón,ARG,30 may 1998,26 años,177 cm,Derecho,M,10,325K €,[],[]
1597491,Deportivo Morón,ARG,10 dic 2000,23 años,174 cm,Derecho,M,15,,[],[]
1519382,Deportivo Morón,ARG,Posición,M,15,ARG,M,15,,[],[]
544188,Deportivo Morón,ARG,12 mar 1993,31 años,179 cm,Derecho,D,4,115K €,[],[]
1537864,Deportivo Morón,ARG,14 mar 2003,21 años,180 cm,Izquierdo,D,3,26K €,[],[]
941498,Deportivo Morón,ARG,28 ago 1998,26 años,183 cm,Izquierdo,D,15,190K €,[],[]
1128910,Deportivo Morón,ARG,2 ago 2001,23 años,175 cm,Derecho,D,4,,[],[]
873645,Deportivo Morón,ARG,28 ago 1996,28 años,187 cm,Ambos,D,2,165K €,[],[]
1001922,Deportivo Morón,ARG,2 mar 1995,29 años,185 cm,Derecho,D,2,145K €,[],[]
1108653,Deportivo Morón,ARG,30 nov 1990,33 años,184 cm,Izquierdo,D,6,73K €,[],[]
1398568,Deportivo Morón,ARG,18 mar 2001,23 años,180 cm,Derecho,D,2,52K €,[],[]
1879573,Deportivo Morón,ARG,9 jul 1994,30 años,189 cm,Izquierdo,D,6,47K €,[],[]
1983212,Deportivo Morón,ARG,Posición,D,14,ARG,D,14,,[],[]
1983215,Deportivo Morón,,Número de Camiseta,13,D,13,,,,[],[]
