player_id,team,nationality,birth_date,age,height,preferred_foot,position,shirt_number,market_value,pos,positions
1187055,Quilmes Atlético Club,ARG,18 may 2003,21 años,168 cm,Derecho,M,20,465K €,[],[]
249667,Quilmes Atlético Club,ARG,10 mar 1987,37 años,170 cm,Derecho,M,8,26K €,[],[]
946161,Quilmes Atlético Club,ARG,22 mar 1994,30 años,178 cm,Derecho,M,7,240K €,[],[]
1084975,Quilmes Atlético Club,ARG,21 jul 1995,29 años,178 cm,Izquierdo,M,10,290K €,[],[]
1653792,Quilmes Atlético Club,ARG,30 jun 2006,18 años,178 cm,Izquierdo,M,15,120K €,[],[]
946179,Quilmes Atlético Club,ARG,23 feb 1990,34 años,170 cm,Izquierdo,M,5,69K €,[],[]
1017458,Quilmes Atlético Club,ARG,30 dic 1999,24 años,178 cm,Derecho,M,13,310K €,[],[]
1418610,Quilmes Atlético Club,ARG,27 nov 2003,20 años,188 cm,Derecho,M,13,69K €,[],[]
1512471,Quilmes Atlético Club,ARG,9 may 2002,22 años,182 cm,Derecho,M,11,335K €,[],[]
1418612,Quilmes Atlético Club,ARG,Posición,M,16,ARG,M,16,,[],[]
1799515,Quilmes Atlético Club,ARG,27 sept 2003,21 años,180 cm,Derecho,M,16,,[],[]
1981620,Quilmes Atlético Club,ARG,27 may 2005,19 años,M,ARG,19 años,M,,[],[]
1981658,Quilmes Atlético Club,ARG,27 may 2005,19 años,M,ARG,19 años,M,,[],[]
1116121,Quilmes Atlético Club,ARG,13 jun 2003,21 años,187 cm,Derecho,D,6,120K €,[],[]
929459,Quilmes Atlético Club,ARG,9 mar 1997,27 años,177 cm,Derecho,D,4,295K €,[],[]
1121486,Quilmes Atlético Club,URU,21 ene 1994,30 años,175 cm,Izquierdo,D,14,165K €,[],[]
1650445,Quilmes Atlético Club,ARG,5 mar 2004,20 años,168 cm,Derecho,D,18,26K €,[],[]
1182432,Quilmes Atlético Club,ARG,16 ago 1996,28 años,170 cm,Izquierdo,D,11,210K €,[],[]
1169599,Quilmes Atlético Club,ARG,12 ago 1999,25 años,180 cm,Derecho,D,2,380K €,[],[]
1908080,Quilmes Atlético Club,ARG,14 may 2004,20 años,D,2,ARG,20 años,,[],[]
1653804,Quilmes Atlético Club,ARG,Posición,D,13,ARG,D,13,,[],[]
1907929,Quilmes Atlético Club,,Número de Camiseta,3,D,3,,,,[],[]
1182406,Quilmes Atlético Club,ARG,6 mar 2000,24 años,173 cm,Izquierdo,D,3,77K €,[],[]
1020507,Quilmes Atlético Club,SYR,8 ene 1999,25 años,185 cm,Derecho,G,1,315K €,[],[]
1186061,Quilmes Atlético Club,ARG,21 abr 1983,41 años,179 cm,Derecho,G,12,,[],[]
1114506,Quilmes Atlético Club,ARG,3 oct 2000,24 años,G,12,ARG,24 años,,[],[]
1907928,Quilmes Atlético Club,,,,,,,,,[],[]
1979868,Quilmes Atlético Club,,Número de Camiseta,14,,,,,,[],[]
1979971,Quilmes Atlético Club,,30 ago 2005,19 años,,,,,,[],[]
1130221,All Boys,ARG,2 feb 1999,25 años,196 cm,F,9,ARG,,[],[]
1020531,All Boys,ARG,9 may 1994,30 años,180 cm,Derecho,F,9,210K €,[],[]
1654081,All Boys,ARG,8 ene 2004,20 años,172 cm,Derecho,F,19,52K €,[],[]
1486752,All Boys,ARG,10 ago 2001,23 años,173 cm,Derecho,F,10,80K €,[],[]
1865926,All Boys,ARG,Posición,F,19,ARG,F,19,,[],[]
990059,All Boys,ARG,7 abr 1999,25 años,183 cm,Derecho,M,8,72K €,[],[]
312032,All Boys,ARG,24 may 1989,35 años,181 cm,Izquierdo,M,11,160K €,[],[]
883924,All Boys,ARG,1 may 1993,31 años,167 cm,Derecho,M,11,120K €,[],[]
906812,All Boys,ARG,19 ene 1993,31 años,169 cm,Derecho,M,20,97K €,[],[]
1215983,All Boys,ARG,8 ene 2002,22 años,177 cm,Derecho,M,16,260K €,[],[]
340453,All Boys,ARG,8 mar 1991,33 años,180 cm,Derecho,M,5,68K €,[],[]
1018466,All Boys,ARG,23 jul 1998,26 años,174 cm,Izquierdo,M,19,135K €,[],[]
1605505,All Boys,ARG,14 jun 2000,24 años,180 cm,Derecho,M,7,,[],[]
1142011,All Boys,ARG,3 may 2002,22 años,176 cm,Derecho,M,20,23K €,[],[]
1549520,All Boys,ARG,17 mar 2003,21 años,M,7,ARG,21 años,,[],[]
1654079,All Boys,ARG,5 may 2002,22 años,174 cm,Izquierdo,M,17,73K €,[],[]
1835882,All Boys,ARG,1 ene 2003,21 años,172 cm,Derecho,M,16,,[],[]
1549513,All Boys,ARG,Posición,M,16,ARG,M,16,,[],[]
1654080,All Boys,ARG,2 jun 2004,20 años,182 cm,Derecho,M,15,,[],[]
1086327,All Boys,ARG,20 jun 2001,23 años,179 cm,Izquierdo,D,3,91K €,[],[]
80540,All Boys,ARG,28 abr 1989,35 años,180 cm,Derecho,D,2,52K €,[],[]
79669,All Boys,ARG,12 abr 1985,39 años,170 cm,Derecho,D,4,,[],[]
248147,All Boys,ARG,8 may 1987,37 años,187 cm,Derecho,D,6,27K €,[],[]
1464537,All Boys,ARG,30 nov 1999,24 años,179 cm,Izquierdo,D,14,93K €,[],[]
1146860,All Boys,ARG,23 ene 1997,27 años,190 cm,Derecho,D,13,24K €,[],[]
1488560,All Boys,ARG,1 ene 2002,22 años,190 cm,Derecho,D,6,49K €,[],[]
1965477,All Boys,ARG,22 nov 2003,20 años,D,13,ARG,20 años,,[],[]
1468117,All Boys,ARG,18 dic 1995,28 años,185 cm,Izquierdo,G,1,140K €,[],[]
1131275,All Boys,ARG,23 ene 2003,21 años,180 cm,Derecho,G,12,,[],[]
1654074,All Boys,ARG,15 dic 1996,27 años,185 cm,Derecho,G,12,,[],[]
1908059,All Boys,,Número de Camiseta,18,,,,,,[],[]
1654078,All Boys,,Número de Camiseta,15,,,,,,[],[]
1116471,Gimnasia Jujuy,PAR,16 feb 2001,23 años,170 cm,Ambos,F,19,,[],[]
47333,Gimnasia Jujuy,ARG,2 abr 1988,36 años,184 cm,Derecho,F,18,55K €,[],[]
988326,Gimnasia Jujuy,ARG,5 ago 1997,27 años,170 cm,Izquierdo,F,20,52K €,[],[]
1891702,Belgrano Reserve,PAR,16 feb 2001,23 años,170 cm,Derecho,F,20,,[],[]
834022,Gimnasia Jujuy,ARG,4 ene 1990,34 años,186 cm,Derecho,F,9,23K €,[],[]
1474909,Gimnasia Jujuy,,Número de Camiseta,17,F,17,,,,[],[]
1131033,Gimnasia Jujuy,ARG,16 abr 1999,25 años,176 cm,Derecho,M,17,105K €,[],[]
1151708,Gimnasia Jujuy,ARG,9 mar 2003,21 años,184 cm,Derecho,M,20,280K €,[],[]
246161,Gimnasia Jujuy,URU,16 feb 1990,34 años,174 cm,Derecho,M,5,120K €,[],[]
1126884,Gimnasia Jujuy,ARG,29 dic 2001,22 años,169 cm,Derecho,M,7,310K €,[],[]
1092314,Gimnasia Jujuy,ARG,6 mar 1996,28 años,170 cm,Derecho,M,8,135K €,[],[]
1597504,Gimnasia Jujuy,ARG,13 mar 1998,26 años,181 cm,Derecho,M,8,73K €,[],[]
943794,Gimnasia Jujuy,ARG,8 oct 1990,34 años,178 cm,Izquierdo,M,10,52K €,[],[]
1097900,Gimnasia Jujuy,ARG,1 feb 2002,22 años,181 cm,Derecho,M,16,210K €,[],[]
1214380,Gimnasia Jujuy,ARG,1 jul 2002,22 años,171 cm,M,11,ARG,,[],[]
41551,,ARG,4 jun 1984,40 años,183 cm,Derecho,D,99,,[],[]
1095779,Gimnasia Jujuy,ARG,18 nov 2000,23 años,184 cm,Derecho,D,4,105K €,[],[]
789631,Gimnasia Jujuy,ARG,19 nov 1987,36 años,177 cm,Izquierdo,D,6,23K €,[],[]
863307,Gimnasia Jujuy,ARG,28 ago 1997,27 años,175 cm,Izquierdo,D,15,155K €,[],[]
295165,Gimnasia Jujuy,ARG,7 mar 1989,35 años,177 cm,Izquierdo,D,2,54K €,[],[]
895230,Gimnasia Jujuy,ARG,7 mar 1994,30 años,183 cm,Izquierdo,D,3,235K €,[],[]
932939,Gimnasia Jujuy,ARG,19 may 1992,32 años,181 cm,Derecho,D,4,73K €,[],[]
1387238,Gimnasia Jujuy,ARG,26 mar 2003,21 años,177 cm,Derecho,D,16,52K €,[],[]
1597936,Gimnasia Jujuy,ARG,23 sept 2000,24 años,177 cm,Derecho,D,14,135K €,[],[]
1138077,Gimnasia Jujuy,ARG,22 abr 1995,29 años,184 cm,Derecho,D,13,140K €,[],[]
776197,Gimnasia Jujuy,ARG,6 ene 1993,31 años,185 cm,Derecho,G,12,79K €,[],[]
992971,Gimnasia Jujuy,ARG,13 jul 1998,26 años,183 cm,Izquierdo,G,1,24K €,[],[]
1021871,,ARG,25 mar 1986,38 años,180 cm,Derecho,G,12,,[],[]
1879955,Gimnasia Jujuy,,Número de Camiseta,20,,,,,,[],[]
1979809,Gimnasia Jujuy,,Número de Camiseta,13,,,,,,[],[]
1117068,Estudiantes de Buenos Aires,ARG,10 feb 2003,21 años,172 cm,Derecho,F,19,170K €,[],[]
1654088,Estudiantes de Buenos Aires,ARG,31 may 2005,19 años,Derecho,F,19,ARG,,[],[]
1388907,Estudiantes de Buenos Aires,ARG,9 jun 2002,22 años,173 cm,Derecho,F,9,235K €,[],[]
1605139,Estudiantes de Buenos Aires,URU,14 dic 1998,25 años,182 cm,Izquierdo,F,19,,[],[]
844534,Estudiantes de Buenos Aires,ARG,22 sept 1992,32 años,190 cm,Izquierdo,F,20,270K €,[],[]
1883371,Talleres de Córdoba Reserve,ARG,10 feb 2003,21 años,172 cm,Derecho,F,10,,[],[]
1485593,Estudiantes de Buenos Aires,ARG,15 sept 2003,21 años,181 cm,Derecho,M,30,,[],[]
1382065,Estudiantes de Buenos Aires,ARG,10 may 2001,23 años,170 cm,M,5,ARG,195K €,[],[]
1385677,Estudiantes de Buenos Aires,ARG,10 jun 2002,22 años,180 cm,Derecho,M,18,52K €,[],[]
1164852,Estudiantes de Buenos Aires,ARG,29 abr 2001,23 años,169 cm,Derecho,M,11,77K €,[],[]
1489693,Estudiantes de Buenos Aires,ARG,7 nov 2002,22 años,175 cm,Izquierdo,M,17,23K €,[],[]
1001815,Estudiantes de Buenos Aires,ARG,7 mar 1997,27 años,183 cm,Derecho,M,7,165K €,[],[]
1887616,Boca Juniors Reserve,ARG,15 sept 2003,21 años,181 cm,Derecho,M,11,,[],[]
944659,Estudiantes de Buenos Aires,ARG,28 dic 1996,27 años,178 cm,Derecho,M,8,81K €,[],[]
1020528,Estudiantes de Buenos Aires,ARG,14 oct 1997,27 años,173 cm,Derecho,M,15,355K €,[],[]
1561727,Estudiantes de Buenos Aires,ARG,17 jun 2003,21 años,M,18,ARG,21 años,,[],[]
1095678,Estudiantes de Buenos Aires,ARG,2 feb 1990,34 años,179 cm,Derecho,M,16,26K €,[],[]
1957556,Estudiantes de Buenos Aires,ARG,6 feb 1990,34 años,179 cm,Derecho,M,8,,[],[]
830700,Estudiantes de Buenos Aires,ARG,4 feb 1992,32 años,176 cm,Derecho,D,4,245K €,[],[]
974678,Estudiantes de Buenos Aires,ARG,20 jun 1995,29 años,178 cm,Izquierdo,D,3,95K €,[],[]
918238,Estudiantes de Buenos Aires,ARG,7 ene 1993,31 años,175 cm,Derecho,D,4,52K €,[],[]
1119713,Estudiantes de Buenos Aires,ARG,14 oct 1998,26 años,178 cm,Derecho,D,3,145K €,[],[]
1597469,Deportivo Riestra,ARG,2 jun 1994,30 años,D,2,ARG,30 años,,[],[]
316166,Estudiantes de Buenos Aires,ARG,27 ene 1993,31 años,180 cm,Izquierdo,D,6,55K €,[],[]
1020509,Estudiantes de Buenos Aires,ARG,8 mar 1999,25 años,183 cm,Derecho,D,13,160K €,[],[]
789382,Estudiantes de Buenos Aires,ARG,2 ago 1995,29 años,185 cm,Derecho,D,14,270K €,[],[]
1130764,Estudiantes de Buenos Aires,ARG,Altura,177 cm,Derecho,D,15,ARG,,[],[]
1518962,Estudiantes de Buenos Aires,ARG,20 jun 1994,30 años,185 cm,Derecho,D,14,135K €,[],[]
1654180,Estudiantes de Buenos Aires,ARG,24 may 2001,23 años,D,15,ARG,23 años,,[],[]
1108944,Estudiantes de Buenos Aires,ARG,3 jul 1995,29 años,187 cm,Derecho,G,1,190K €,[],[]
974726,Estudiantes de Buenos Aires,ARG,21 dic 1999,24 años,193 cm,Derecho,G,12,23K €,[],[]
1936657,Estudiantes de Buenos Aires,,Número de Camiseta,18,,,,,,[],[]
1942474,Estudiantes de Buenos Aires,,Número de Camiseta,16,,,,,,[],[]
931227,Racing de Córdoba,PAR,23 nov 1996,27 años,188 cm,Izquierdo,F,24,145K €,[],[]
1508530,Racing de Córdoba,ARG,20 sept 2000,24 años,184 cm,Derecho,F,18,52K €,[],[]
249875,Racing de Córdoba,ARG,21 feb 1990,34 años,175 cm,Derecho,F,7,105K €,[],[]
988281,Racing de Córdoba,ARG,19 ene 1993,31 años,188 cm,Derecho,F,9,155K €,[],[]
1657168,Racing de Córdoba,ARG,1 ene 2006,18 años,181 cm,Derecho,F,16,,[],[]
1519358,Racing de Córdoba,,Número de Camiseta,18,F,18,,,,[],[]
1383221,Racing de Córdoba,ARG,19 oct 2000,24 años,177 cm,Derecho,F,ARG,,[],[]
1469366,Racing de Córdoba,ARG,7 jul 2002,22 años,F,11,ARG,22 años,,[],[]
1015255,Racing de Córdoba,ARG,18 may 1999,25 años,172 cm,Derecho,M,16,115K €,[],[]
1491299,Racing de Córdoba,ARG,29 jul 2000,24 años,177 cm,Derecho,M,8,71K €,[],[]
829938,Racing de Córdoba,ARG,23 ene 1995,29 años,181 cm,Izquierdo,M,3,140K €,[],[]
830751,Racing de Córdoba,ARG,28 mar 1993,31 años,171 cm,Derecho,M,17,68K €,[],[]
924224,Racing de Córdoba,ARG,2 ene 1994,30 años,171 cm,Izquierdo,M,20,79K €,[],[]
1210369,Racing de Córdoba,ARG,4 ago 1996,28 años,173 cm,Derecho,M,19,120K €,[],[]
1469420,Racing de Córdoba,ARG,7 jul 2002,22 años,173 cm,Derecho,M,11,26K €,[],[]
1108457,Racing de Córdoba,ARG,18 jun 1996,28 años,173 cm,Derecho,M,10,,[],[]
1116337,Racing de Córdoba,ARG,18 jun 1996,28 años,173 cm,Derecho,M,10,120K €,[],[]
1478389,Racing de Córdoba,ARG,27 may 1997,27 años,168 cm,Derecho,M,17,46K €,[],[]
1836801,Racing de Córdoba,ARG,12 nov 2001,23 años,M,5,ARG,23 años,,[],[]
1855873,Racing de Córdoba,ARG,4 oct 2000,24 años,176 cm,Derecho,M,17,26K €,[],[]
1210374,Racing de Córdoba,ARG,7 ago 1993,31 años,190 cm,Ambos,D,2,195K €,[],[]
843271,Racing de Córdoba,ARG,23 mar 1990,34 años,184 cm,Derecho,D,13,68K €,[],[]
789368,Racing de Córdoba,ARG,25 sept 1988,36 años,177 cm,Izquierdo,D,14,47K €,[],[]
1018421,Racing de Córdoba,ARG,19 abr 2000,24 años,176 cm,Izquierdo,D,4,78K €,[],[]
249889,Racing de Córdoba,ARG,4 may 1987,37 años,188 cm,Derecho,D,13,27K €,[],[]
862298,Racing de Córdoba,ARG,6 jun 1995,29 años,176 cm,Izquierdo,D,6,81K €,[],[]
1859240,Racing de Córdoba,ARG,26 dic 2000,23 años,185 cm,Izquierdo,D,14,,[],[]
1891253,Racing de Córdoba,ARG,13 dic 2003,20 años,D,15,ARG,20 años,,[],[]
971215,Racing de Córdoba,ARG,26 abr 1992,32 años,187 cm,Derecho,G,1,49K €,[],[]
1117242,Racing de Córdoba,,Número de Camiseta,12,G,12,,,,[],[]
1627973,San Miguel,ARG,6 sept 1996,28 años,174 cm,Derecho,F,9,,[],[]
884828,San Miguel,ARG,17 jul 1998,26 años,180 cm,Ambos,F,9,77K €,[],[]
1627966,San Miguel,,Posición,F,15,32 años,F,15,,[],[]
791141,San Miguel,ARG,20 ene 1992,32 años,188 cm,Izquierdo,F,11,110K €,[],[]
1110286,San Miguel,ARG,19 ago 1991,33 años,174 cm,Derecho,F,7,52K €,[],[]
1092303,San Miguel,ARG,11 mar 1995,29 años,167 cm,Izquierdo,F,18,160K €,[],[]
557108,San Miguel,ARG,23 ago 1995,29 años,177 cm,Derecho,M,19,210K €,[],[]
1464853,San Miguel,ARG,3 oct 2002,22 años,Derecho,M,5,ARG,,[],[]
831452,San Miguel,ARG,28 sept 1996,28 años,168 cm,Derecho,M,ARG,26K €,[],[]
796102,San Miguel,ARG,24 oct 1991,33 años,178 cm,Derecho,M,11,155K €,[],[]
942371,San Miguel,ARG,3 ene 1991,33 años,M,8,ARG,33 años,,[],[]
944159,San Miguel,ARG,13 may 1992,32 años,177 cm,Derecho,M,20,26K €,[],[]
973989,San Miguel,ARG,20 jul 1994,30 años,179 cm,Derecho,M,20,26K €,[],[]
1478395,San Miguel,ARG,22 dic 1996,27 años,M,17,ARG,27 años,,[],[]
1627955,San Miguel,,Posición,M,10,27 años,M,10,,[],[]
1627986,San Miguel,,Posición,M,17,22 años,M,17,,[],[]
974033,San Miguel,COL,24 sept 1995,29 años,180 cm,Derecho,D,20,49K €,[],[]
846567,San Miguel,ARG,29 may 1996,28 años,173 cm,Izquierdo,D,16,180K €,[],[]
1798790,San Miguel,ARG,26 mar 2003,21 años,186 cm,D,13,ARG,24K €,[],[]
155701,San Miguel,ARG,6 abr 1995,29 años,170 cm,Izquierdo,D,6,130K €,[],[]
1185238,San Miguel,ARG,16 ago 1996,28 años,179 cm,Derecho,D,5,365K €,[],[]
1598512,San Miguel,ARG,16 dic 1999,24 años,176 cm,Izquierdo,D,3,130K €,[],[]
973551,San Miguel,ARG,23 abr 1998,26 años,179 cm,Derecho,D,11,71K €,[],[]
973649,San Miguel,ARG,31 oct 1996,28 años,180 cm,Izquierdo,D,14,27K €,[],[]
883236,San Miguel,ARG,25 feb 1994,30 años,184 cm,Izquierdo,D,2,350K €,[],[]
973516,San Miguel,ARG,30 ago 1998,26 años,180 cm,Derecho,D,13,52K €,[],[]
1214749,San Miguel,ARG,11 abr 1993,31 años,175 cm,Derecho,D,15,,[],[]
1478396,Deportivo Armenio,ARG,30 may 2000,24 años,D,19,ARG,24 años,,[],[]
1104124,San Miguel,ARG,9 jun 1992,32 años,184 cm,Derecho,G,1,26K €,[],[]
875307,San Miguel,ARG,22 jul 1996,28 años,185 cm,Derecho,G,12,,[],[]
939948,San Miguel,ARG,10 ago 1999,25 años,191 cm,Derecho,G,12,,[],[]
1891534,San Miguel,ARG,Número de Camiseta,13,ARG,13,,,,[],[]
1931293,San Miguel,,,,,,,,,[],[]
1022776,Club Ferro Carril Oeste,ARG,20 ene 1996,28 años,188 cm,Derecho,F,9,235K €,[],[]
1125263,Club Ferro Carril Oeste,ARG,30 nov 1995,28 años,192 cm,Derecho,F,20,190K €,[],[]
1958683,Club Ferro Carril Oeste,,Número de Camiseta,20,F,20,,,,[],[]
842865,Club Ferro Carril Oeste,ARG,20 jun 1990,34 años,163 cm,Izquierdo,M,10,300K €,[],[]
1190103,Club Ferro Carril Oeste,ARG,6 feb 1999,25 años,175 cm,Derecho,M,7,535K €,[],[]
340899,Club Ferro Carril Oeste,ARG,19 abr 1992,32 años,174 cm,Ambos,M,16,160K €,[],[]
1086926,Club Ferro Carril Oeste,ARG,18 may 2001,23 años,178 cm,Izquierdo,M,36,105K €,[],[]
874957,Club Ferro Carril Oeste,URU,30 may 1998,26 años,176 cm,Derecho,M,11,120K €,[],[]
974689,Club Ferro Carril Oeste,ARG,12 may 2000,24 años,180 cm,Derecho,M,18,130K €,[],[]
122635,Club Ferro Carril Oeste,ARG,2 abr 1991,33 años,180 cm,Izquierdo,M,17,145K €,[],[]
1388385,Club Ferro Carril Oeste,ARG,6 may 2002,22 años,170 cm,Izquierdo,M,19,210K €,[],[]
897102,Club Ferro Carril Oeste,ARG,25 feb 1996,28 años,179 cm,Izquierdo,M,5,160K €,[],[]
1117104,Club Ferro Carril Oeste,,Altura,166 cm,M,16,22 años,166 cm,,[],[]
1131026,Club Ferro Carril Oeste,ARG,6 ene 2000,24 años,176 cm,Izquierdo,M,15,135K €,[],[]
943167,Club Ferro Carril Oeste,ARG,28 feb 1997,27 años,180 cm,Derecho,M,11,210K €,[],[]
915163,Club Ferro Carril Oeste,ARG,3 ene 1997,27 años,169 cm,Derecho,M,8,47K €,[],[]
1883873,Club Ferro Carril Oeste,ARG,Posición,M,19,ARG,M,19,,[],[]
1894171,Club Ferro Carril Oeste,,Posición,M,8,19 años,M,8,,[],[]
1908115,Club Ferro Carril Oeste,ARG,29 may 2004,20 años,M,19,ARG,20 años,,[],[]
1086294,Club Ferro Carril Oeste,ARG,8 may 2001,23 años,180 cm,Izquierdo,D,14,26K €,[],[]
871763,Club Ferro Carril Oeste,ARG,2 jun 1998,26 años,183 cm,Derecho,D,2,340K €,[],[]
1092329,Club Ferro Carril Oeste,ARG,28 ene 1998,26 años,186 cm,Derecho,D,6,195K €,[],[]
896790,Club Ferro Carril Oeste,ARG,27 jul 1998,26 años,179 cm,Derecho,D,4,81K €,[],[]
889493,Club Ferro Carril Oeste,ARG,17 oct 1989,35 años,186 cm,Derecho,D,2,90K €,[],[]
971201,Club Ferro Carril Oeste,ARG,4 ene 1997,27 años,176 cm,Derecho,D,4,170K €,[],[]
1213805,Club Ferro Carril Oeste,ARG,29 may 1998,26 años,176 cm,Izquierdo,D,3,140K €,[],[]
1903382,Club Ferro Carril Oeste,,Posición,D,13,21 años,D,13,,[],[]
992101,Club Ferro Carril Oeste,ARG,28 feb 1989,35 años,185 cm,Derecho,G,1,82K €,[],[]
1398566,Club Ferro Carril Oeste,ARG,22 jul 2002,22 años,178 cm,Derecho,G,12,140K €,[],[]
1860818,Club Ferro Carril Oeste,ARG,25 mar 2004,20 años,Derecho,G,12,ARG,,[],[]
1903383,Club Ferro Carril Oeste,,Número de Camiseta,14,,,,,,[],[]
898764,Agropecuario Argentino,ARG,5 mar 1993,31 años,177 cm,Derecho,F,11,260K €,[],[]
340521,Agropecuario Argentino,ARG,6 ago 1989,35 años,180 cm,Derecho,F,9,23K €,[],[]
1485091,Agropecuario Argentino,ARG,21 feb 2003,21 años,F,19,ARG,21 años,,[],[]
1894523,Agropecuario Argentino,ARG,1 mar 2004,20 años,Derecho,F,ARG,20 años,,[],[]
1186070,Gimnasia y Esgrima,ARG,10 jul 2003,21 años,F,20,ARG,21 años,,[],[]
941083,Agropecuario Argentino,ARG,3 jun 1998,26 años,176 cm,Derecho,M,11,475K €,[],[]
795362,Agropecuario Argentino,ARG,11 ene 1996,28 años,180 cm,Derecho,M,10,435K €,[],[]
789921,Agropecuario Argentino,ARG,31 ene 1989,35 años,178 cm,Derecho,M,5,145K €,[],[]
990046,Agropecuario Argentino,ARG,31 may 1993,31 años,182 cm,Derecho,M,15,130K €,[],[]
1974067,Agropecuario Argentino,,Número de Camiseta,19,M,19,,,,[],[]
249309,Agropecuario Argentino,ARG,19 mar 1990,34 años,182 cm,Izquierdo,M,11,105K €,[],[]
1087717,Agropecuario Argentino,ARG,16 ene 1992,32 años,180 cm,Derecho,M,14,210K €,[],[]
1468709,Agropecuario Argentino,ARG,5 ago 1995,29 años,175 cm,Derecho,M,17,73K €,[],[]
223904,Agropecuario Argentino,ARG,13 nov 1989,35 años,175 cm,Derecho,M,16,97K €,[],[]
255969,Agropecuario Argentino,ARG,24 feb 1988,36 años,177 cm,Derecho,M,7,,[],[]
928937,Agropecuario Argentino,ARG,9 sept 1996,28 años,178 cm,Derecho,M,16,105K €,[],[]
1109367,Agropecuario Argentino,ARG,30 jul 1997,27 años,181 cm,Ambos,M,7,78K €,[],[]
291369,Agropecuario Argentino,ARG,26 feb 1992,32 años,185 cm,Derecho,D,2,270K €,[],[]
974650,Agropecuario Argentino,ARG,19 jul 1998,26 años,188 cm,Derecho,D,6,110K €,[],[]
922442,Agropecuario Argentino,ARG,5 may 1998,26 años,178 cm,Derecho,D,8,415K €,[],[]
1109105,Agropecuario Argentino,ARG,27 may 2000,24 años,182 cm,Izquierdo,D,3,120K €,[],[]
933168,Agropecuario Argentino,ARG,3 oct 1992,32 años,186 cm,Derecho,D,13,215K €,[],[]
1110290,Agropecuario Argentino,ARG,11 ago 1994,30 años,170 cm,Izquierdo,D,18,69K €,[],[]
1112783,Agropecuario Argentino,ARG,31 may 2000,24 años,185 cm,Derecho,D,4,,[],[]
889505,Agropecuario Argentino,ARG,4 feb 1986,38 años,177 cm,Derecho,G,12,26K €,[],[]
932936,Agropecuario Argentino,ARG,14 oct 1988,36 años,182 cm,Derecho,G,1,,[],[]
1112830,Agropecuario Argentino,ARG,19 dic 1998,25 años,191 cm,Derecho,G,12,23K €,[],[]
1887086,Agropecuario Argentino,,Número de Camiseta,19,,,,,,[],[]
1021876,Tristán Suárez,ARG,15 ene 1996,28 años,177 cm,Derecho,F,7,230K €,[],[]
966511,Tristán Suárez,ARG,13 jul 1998,26 años,178 cm,Derecho,F,20,140K €,[],[]
1501706,Tristán Suárez,ARG,6 may 2002,22 años,173 cm,Derecho,F,17,54K €,[],[]
1822324,Tristán Suárez,ARG,24 mar 2003,21 años,F,20,ARG,21 años,,[],[]
1654073,Tristán Suárez,ARG,4 oct 1998,26 años,179 cm,Derecho,F,9,71K €,[],[]
1017431,Tristán Suárez,ARG,16 feb 2002,22 años,170 cm,Izquierdo,M,11,77K €,[],[]
1394058,Tristán Suárez,ARG,25 jul 2002,22 años,175 cm,Derecho,M,4,185K €,[],[]
1086334,Tristán Suárez,ARG,26 jul 2001,23 años,179 cm,Derecho,M,16,135K €,[],[]
327319,Tristán Suárez,ARG,29 nov 1994,29 años,172 cm,Derecho,M,16,24K €,[],[]
789948,Tristán Suárez,ARG,17 jul 1987,37 años,177 cm,Derecho,M,9,26K €,[],[]
1387036,Tristán Suárez,ARG,13 nov 1998,26 años,186 cm,Derecho,M,5,52K €,[],[]
1180582,Tristán Suárez,ARG,21 sept 2000,24 años,182 cm,Izquierdo,M,10,105K €,[],[]
1018419,Tristán Suárez,ARG,11 ene 1998,26 años,171 cm,Derecho,M,19,71K €,[],[]
144191,Tristán Suárez,ARG,26 oct 1987,37 años,168 cm,Izquierdo,M,18,77K €,[],[]
358990,Tristán Suárez,ARG,5 jul 1996,28 años,176 cm,Derecho,M,ARG,26K €,[],[]
1654196,Ferrocarril Midland,ARG,30 jun 2001,23 años,179 cm,Derecho,M,8,,[],[]
1184300,Tristán Suárez,ARG,7 nov 1995,29 años,169 cm,Derecho,M,17,47K €,[],[]
1017439,Tristán Suárez,ARG,6 dic 2000,23 años,185 cm,Izquierdo,D,6,145K €,[],[]
989991,Tristán Suárez,ARG,8 sept 1997,27 años,182 cm,Izquierdo,D,3,72K €,[],[]
1201518,Tristán Suárez,ARG,4 jul 2001,23 años,172 cm,Derecho,D,17,24K €,[],[]
1654072,Tristán Suárez,ARG,24 ago 2000,24 años,171 cm,Izquierdo,D,18,26K €,[],[]
250337,Tristán Suárez,ARG,15 may 1992,32 años,180 cm,Derecho,D,13,27K €,[],[]
856035,Tristán Suárez,ARG,22 ene 1990,34 años,176 cm,Derecho,D,14,53K €,[],[]
938555,Tristán Suárez,ARG,10 mar 1992,32 años,184 cm,D,13,ARG,97K €,[],[]
944699,Tristán Suárez,ARG,5 dic 1994,29 años,178 cm,D,15,ARG,73K €,[],[]
1119882,Tristán Suárez,ARG,29 may 2000,24 años,188 cm,Derecho,D,2,115K €,[],[]
1479164,Tristán Suárez,ARG,1 ene 2003,21 años,187 cm,Izquierdo,D,13,47K €,[],[]
1493177,Tristán Suárez,ARG,23 mar 2000,24 años,187 cm,Izquierdo,D,ARG,24K €,[],[]
