time,incidentType,incidentClass,isHome,player_id,player_shortName,player_jerseyNumber,playerIn_id,playerIn_shortName,playerIn_jerseyNumber,playerOut_id,playerOut_shortName,playerOut_jerseyNumber
74,goal,regular,away,288317.0,D. Diellos,9,,,,,,
72,substitution,regular,home,,,,1468116.0,G. Mendoza,4,1021878.0,B. Gómez,10
72,substitution,regular,home,,,,1650441.0,A. Massaccesi,2,1650461.0,M. Barbero,14
67,substitution,regular,away,,,,1111937.0,E. Arreguín,16,1093100.0,F. Ardiles,30
64,substitution,regular,home,,,,38781.0,M. Bogado,15,1133806.0,A. D. Sayago,11
64,substitution,regular,home,,,,1506776.0,P. Moyano,11,577578.0,F. Pereyra,19
57,card,yellow,away,1015675.0,P. Calderón,2,,,,,,
51,goal,regular,away,1092312.0,B. N. Ferreyra,11,,,,,,
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
43,goal,regular,home,577578.0,F. Pereyra,19,,,,,,
39,card,yellow,home,1021878.0,B. Gómez,10,,,,,,
3,goal,regular,home,896922.0,E. Aguirre,7,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,home,896738.0,G. Turraca,5,,,,,,
90,substitution,regular,away,,,,1798790.0,S. Postel,13,1214749.0,F. Real,15
88,substitution,regular,away,,,,1022584.0,E. V. Melillo,11,796102.0,D. Sosa,11
88,substitution,regular,home,,,,1467902.0,S. Malimberni,,868363.0,G. Asis,4
87,goal,regular,away,796102.0,D. Sosa,11,,,,,,
85,substitution,regular,home,,,,1214766.0,J. P. Barinaga,17,1097721.0,E. Gonzalez,17
84,card,yellow,away,1478395.0,C. Battigelli,17,,,,,,
74,substitution,regular,home,,,,1186317.0,V. Pereyra,17,859698.0,E. Purita,16
46,substitution,regular,away,,,,1627966.0,J. Ferrero,15,973989.0,D. Müller,20
46,substitution,regular,away,,,,791141.0,F. Melivillo,11,1468722.0,B. Risso,
46,substitution,regular,away,,,,1478395.0,C. Battigelli,17,1823625.0,M. A. Benitez,17
46,substitution,regular,away,,,,1598512.0,P. I. M. Grance,3,846567.0,I. Escobar,16
46,substitution,regular,home,,,,125886.0,J. Valencia,20,974679.0,F. Coronel,7
45,period,,home,,,,,,,,,
40,card,yellow,away,973989.0,D. Müller,20,,,,,,
16,card,yellow,away,1468722.0,B. Risso,,,,,,,
9,card,yellow,home,895215.0,J. Salvá,1,,,,,,
9,card,yellow,away,846567.0,I. Escobar,16,,,,,,
3,card,yellow,away,883236.0,A. Kippes,2,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
87,substitution,regular,away,,,,1835424.0,F. N. Sarco,,971173.0,C. Machado,10
87,substitution,regular,away,,,,1654500.0,G. A. Chiavetto,17,1008024.0,F. Torres,4
87,substitution,regular,away,,,,1802590.0,A. Jara,19,1117101.0,R. Riquelme,6
84,substitution,regular,home,,,,1097750.0,A. Prokop,16,1654129.0,T. Penalba,23
84,substitution,regular,home,,,,844534.0,M. Acosta,20,37937.0,J. Cuevas,10
75,substitution,regular,away,,,,1103048.0,M. Galeano,7,1485384.0,M. Moreno,29
72,substitution,regular,home,,,,932899.0,G. Rodríguez,19,1120461.0,L. Fedele,17
69,substitution,regular,away,,,,155698.0,M. Pinto,3,1065604.0,M. Luayza,19
63,substitution,regular,home,,,,1095005.0,L. Monje,22,823983.0,I. Molinas,16
63,substitution,regular,home,,,,1597954.0,E. N. Moreno,19,249999.0,G. Ferracutti,14
60,card,yellow,away,875380.0,N. Bazzana,2,,,,,,
58,card,yellow,home,939949.0,J. Orellana,2,,,,,,
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
30,card,yellow,away,1117101.0,R. Riquelme,6,,,,,,
24,card,yellow,away,971173.0,C. Machado,10,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,home,1108122.0,I. A. Costantino,20,,,,,,
90,goal,regular,home,1108122.0,I. A. Costantino,20,,,,,,
89,card,yellow,home,843404.0,L. Marinucci,11,,,,,,
88,goal,regular,home,843404.0,L. Marinucci,11,,,,,,
85,card,yellow,away,1211612.0,F. Vedoya,11,,,,,,
82,card,yellow,home,1598462.0,R. Herrera,13,,,,,,
77,substitution,regular,away,,,,1108647.0,J. Mendoza,15,992116.0,P. Pérez,
77,substitution,regular,away,,,,1654220.0,G. N. Obredor,,221748.0,S. López,
75,substitution,regular,home,,,,581778.0,M. Gonzalez,19,965967.0,J. M. Requena,16
75,substitution,regular,home,,,,927671.0,L. Flores,14,128384.0,D. Gissi,2
68,substitution,regular,away,,,,1500707.0,G. J. A. Silva,18,992092.0,L. Puñet,15
65,substitution,regular,home,,,,1598462.0,R. Herrera,13,1598415.0,T. A. Rojas,6
65,substitution,regular,home,,,,801254.0,C. Lattanzio,8,1104321.0,F. Bisanz,10
64,card,yellow,away,221748.0,S. López,,,,,,,
63,substitution,regular,home,,,,992108.0,W. Rueda,18,906807.0,N. Previtali,15
58,substitution,regular,away,,,,1113234.0,D. Puca,17,1199316.0,N. Troncoso,20
58,substitution,regular,away,,,,1654222.0,D. Vásquez,10,289773.0,L. Jérez,5
45,period,,home,,,,,,,,,
39,card,yellow,away,992092.0,L. Puñet,15,,,,,,
5,goal,regular,home,1104321.0,F. Bisanz,10,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,away,340453.0,S. Gallucci,5,,,,,,
90,injuryTime,,home,,,,,,,,,
84,substitution,regular,home,,,,1116310.0,I. Sandoval,19,918238.0,M. D. Col,4
84,substitution,regular,home,,,,1654180.0,I. G. Valenzuela,15,1605139.0,F. F. Acosta,19
83,goal,regular,home,974678.0,N. Fernández,3,,,,,,
78,substitution,regular,away,,,,1488560.0,A. Rodriguez,14,883924.0,A. Vega,11
78,substitution,regular,away,,,,1549513.0,S. Cáceres,16,1215983.0,A. Melo,17
76,substitution,regular,home,,,,1164852.0,I. Vallejos,11,1388907.0,J. Berón,9
76,substitution,regular,home,,,,1836798.0,L. Soto,,1001815.0,E. Contreras,7
64,substitution,regular,away,,,,892452.0,J. Ibáñez,10,1654079.0,S. Patroni,17
64,substitution,regular,away,,,,990059.0,J. Salas,8,1018466.0,T. Assennato,7
63,card,yellow,away,1215983.0,A. Melo,17,,,,,,
61,substitution,regular,home,,,,1385677.0,E. Luna,18,1382065.0,M. G. Lugo,5
54,goal,regular,away,1130221.0,A. Gallo,9,,,,,,
46,card,yellow,away,248147.0,J. Ferrari,6,,,,,,
45,period,,home,,,,,,,,,
42,card,yellow,home,1382065.0,M. G. Lugo,5,,,,,,
41,card,yellow,away,1654079.0,S. Patroni,17,,,,,,
23,substitution,regular,away,,,,1130221.0,A. Gallo,9,1020531.0,F. Toloza,9
90,card,yellow,home,896954.0,M. Nizzo,5,,,,,,
90,goal,regular,home,896954.0,M. Nizzo,5,,,,,,
90,card,yellow,away,1182905.0,A. Benítez,8,,,,,,
90,injuryTime,,home,,,,,,,,,
89,goal,regular,away,1133806.0,A. D. Sayago,11,,,,,,
84,goal,regular,away,1066572.0,S. Sánchez,3,,,,,,
81,substitution,regular,home,,,,1465277.0,D. Zadel,6,1020524.0,M. Mariatti,6
81,substitution,regular,home,,,,1597625.0,J. C. P. D. León,4,822592.0,L. Olivera,3
81,substitution,regular,home,,,,1845571.0,V. Toniolo,19,897010.0,J. Velázquez,9
74,substitution,regular,home,,,,883930.0,B. Guerra,16,938553.0,J. Suárez,11
73,card,yellow,home,938553.0,J. Suárez,11,,,,,,
68,substitution,regular,home,,,,882655.0,M. Peralta,19,1819575.0,R. A. Juárez,9
64,substitution,regular,away,,,,941474.0,G. Aquilino,20,577578.0,F. Pereyra,19
64,substitution,regular,away,,,,1021878.0,B. Gómez,10,1506776.0,P. Moyano,11
64,card,yellow,away,1133806.0,A. D. Sayago,11,,,,,,
55,card,yellow,away,340755.0,F. O. Laumann,13,,,,,,
46,substitution,regular,away,,,,1182905.0,A. Benítez,8,896922.0,E. Aguirre,7
46,substitution,regular,away,,,,1133806.0,A. D. Sayago,11,1654479.0,N. Borsotti,16
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
42,goal,regular,home,938553.0,J. Suárez,11,,,,,,
28,card,yellow,home,897010.0,J. Velázquez,9,,,,,,
28,card,yellow,away,1066572.0,S. Sánchez,3,,,,,,
20,goal,regular,home,938553.0,J. Suárez,11,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
80,substitution,regular,away,,,,789949.0,L. Baldunciel,7,1597455.0,B. E. Sánchez,
80,substitution,regular,away,,,,897110.0,R. Mazur,3,1018388.0,E. Ibáñez,14
79,substitution,regular,home,,,,1523681.0,B. Juncos,13,873642.0,B. Guille,11
74,substitution,regular,away,,,,1650569.0,J. Mavilla,20,1597466.0,F. N. Krüger,7
74,substitution,regular,away,,,,789398.0,L. Lopez,18,871813.0,M. Arturia,11
71,substitution,regular,home,,,,33776.0,J. Toledo,14,249899.0,F. Jourdan,8
69,card,yellow,away,1597455.0,B. E. Sánchez,,,,,,,
68,card,yellow,away,1845671.0,L. Richarte,8,,,,,,
66,substitution,regular,away,,,,1845671.0,L. Richarte,8,263649.0,J. M. Imbert,17
46,substitution,regular,home,,,,842861.0,C. Bernardi,10,1018383.0,A. Sabella,10
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
19,card,yellow,away,1597466.0,F. N. Krüger,7,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,home,1627948.0,D. Guzmán,11,,,,,,
90,card,yellow,away,1654072.0,B. G. Ruiz,18,,,,,,
90,injuryTime,,home,,,,,,,,,
88,card,yellow,home,941475.0,D. Tello,1,,,,,,
78,substitution,regular,away,,,,1654073.0,F. Molina,9,579372.0,F. Bellocq,3
78,substitution,regular,away,,,,1180582.0,Á. Almada,10,1122874.0,S. A. A. Rodríguez,17
78,substitution,regular,home,,,,1627943.0,C. Campuzano,18,1214062.0,A. Benítez,19
78,substitution,regular,home,,,,1102451.0,M. Rogoski,16,1198495.0,N. Molina,9
75,goal,regular,home,1108984.0,N. Monserrat,2,,,,,,
71,card,yellow,home,1111534.0,A. Campana,14,,,,,,
68,substitution,regular,home,,,,1627948.0,D. Guzmán,11,966484.0,M. Donato,22
68,substitution,regular,home,,,,1819646.0,F. Zicarelli,,1627956.0,F. Duré,5
67,substitution,regular,away,,,,789948.0,P. Ruiz,9,144191.0,J. L. Fernández,18
67,substitution,regular,away,,,,856035.0,N. Alvarez,14,1018419.0,J. D. Rosa,19
47,substitution,regular,home,,,,1111534.0,A. Campana,14,896925.0,F. Enrique,10
45,period,,home,,,,,,,,,
45,card,yellow,home,966484.0,M. Donato,22,,,,,,
45,substitution,regular,away,,,,1122874.0,S. A. A. Rodríguez,17,808679.0,L. J. Ramos,20
45,injuryTime,,home,,,,,,,,,
42,card,yellow,home,1121932.0,N. Malvacio,6,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
82,substitution,regular,home,,,,1650443.0,E. Lencina,19,249979.0,C. Díaz,11
75,substitution,regular,away,,,,914144.0,F. Nadalín,15,1194768.0,I. Cortez,4
70,substitution,regular,away,,,,951083.0,L. Silba,9,1167615.0,A. Spetale,20
69,substitution,regular,home,,,,1605141.0,M. F. Ferrari,14,1653852.0,T. A. Castro,7
64,substitution,regular,away,,,,1597490.0,N. O. Barboza,16,974673.0,N. Romano,8
64,substitution,regular,away,,,,848294.0,N. Solis,7,971170.0,A. Bindella,3
62,card,yellow,away,1085344.0,Jere Rodríguez,10,,,,,,
59,substitution,regular,home,,,,980541.0,K. Isa,7,927778.0,T. Arevalos,11
59,substitution,regular,home,,,,924224.0,J. Bayk,20,1099481.0,M. Mansilla,12
53,goal,regular,away,1167615.0,A. Spetale,20,,,,,,
45,period,,home,,,,,,,,,
45,card,yellow,away,122654.0,L. Ojeda,,,,,,,
45,injuryTime,,home,,,,,,,,,
43,card,yellow,away,1194768.0,I. Cortez,4,,,,,,
22,card,yellow,home,989211.0,T. Coppo,,,,,,,
15,card,yellow,home,927778.0,T. Arevalos,11,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,away,1017377.0,T. Escalante,11,,,,,,
90,card,yellow,home,1613988.0,V. Serrano,11,,,,,,
90,injuryTime,,home,,,,,,,,,
88,inGamePenalty,missed,home,966177.0,T. Ortiz,14,,,,,,
86,card,yellow,away,1182427.0,J. Marchio,6,,,,,,
80,substitution,regular,home,,,,1003022.0,J. P. Krilanovich,18,1799657.0,M. Lucero,16
78,substitution,regular,away,,,,1017377.0,T. Escalante,11,974657.0,S. L. Garcia,8
71,card,yellow,home,1114485.0,A. Amaya,4,,,,,,
70,substitution,regular,home,,,,1836768.0,D. A. Cabral,18,1185974.0,M. Trombini,15
70,substitution,regular,home,,,,1597542.0,K. A. Pavía,19,1182248.0,I. Cabrera,3
66,substitution,regular,away,,,,340939.0,J. Zacaria,14,79711.0,S. Gonzalez,10
60,substitution,regular,away,,,,106231.0,F. González,18,842864.0,N. Franco,20
60,substitution,regular,away,,,,1654538.0,G. Lucero,,946195.0,T. Fernández,7
58,inGamePenalty,missed,home,966177.0,T. Ortiz,14,,,,,,
46,substitution,regular,away,,,,1092345.0,G. Olguin,15,895355.0,M. Casa,19
45,period,,home,,,,,,,,,
35,card,yellow,away,974657.0,S. L. Garcia,8,,,,,,
22,card,yellow,away,79711.0,S. Gonzalez,10,,,,,,
17,card,yellow,away,1022258.0,A. Sienra,6,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,home,896871.0,F. Recalde,5,,,,,,
90,injuryTime,,home,,,,,,,,,
89,substitution,regular,home,,,,1157397.0,B. Perez,8,789298.0,N. Sanchez,10
89,substitution,regular,away,,,,876726.0,B. Obregon,10,583330.0,D. González,16
82,substitution,regular,home,,,,1393676.0,J. Palacio,20,1092312.0,B. N. Ferreyra,11
82,substitution,regular,home,,,,174855.0,D. Braghieri,6,288317.0,D. Diellos,9
82,substitution,regular,home,,,,1111937.0,E. Arreguín,16,1118570.0,M. Peinipil,4
73,card,yellow,away,860055.0,D. Valdez,2,,,,,,
73,substitution,regular,away,,,,1183523.0,A. Sombra,11,1084965.0,F. Perinciolo,11
65,substitution,regular,away,,,,859658.0,J. Iritier,7,979657.0,B. Nievas,7
64,substitution,regular,home,,,,1114260.0,E. Jara,17,1597527.0,D. Crego,7
58,goal,regular,home,288317.0,D. Diellos,9,,,,,,
46,substitution,regular,away,,,,1654509.0,M. D. Romero,4,1192491.0,S. Valenzuela,8
46,substitution,regular,away,,,,1819549.0,G. N. Cañete,16,1196552.0,G. Novero,18
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
41,card,yellow,away,1192491.0,S. Valenzuela,8,,,,,,
38,card,yellow,away,1196552.0,G. Novero,18,,,,,,
33,card,yellow,away,1084965.0,F. Perinciolo,11,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,away,830626.0,L. Geminiani,15,,,,,,
89,substitution,regular,home,,,,846567.0,I. Escobar,16,796102.0,D. Sosa,11
83,substitution,regular,home,,,,1468722.0,B. Risso,,1110286.0,M. Batallini,7
83,substitution,regular,home,,,,831452.0,S. Riquelme,,557108.0,N. Luján,19
77,substitution,regular,home,,,,1022584.0,E. V. Melillo,11,942371.0,M. Rojas,8
77,substitution,regular,home,,,,1478395.0,C. Battigelli,17,1627966.0,J. Ferrero,15
72,substitution,regular,away,,,,937459.0,R. López,17,1210369.0,A. Oyola,19
68,substitution,regular,away,,,,843271.0,M. Bogado,13,249889.0,W. Olivera,13
64,card,yellow,away,249889.0,W. Olivera,13,,,,,,
59,substitution,regular,away,,,,249875.0,F. Curuchet,7,249357.0,D. Garcia,8
55,goal,penalty,home,1104124.0,J. Pucheta,1,,,,,,
46,substitution,regular,away,,,,829938.0,L. Fernandez,3,1015255.0,A. Bustos,16
46,substitution,regular,away,,,,1836801.0,G. M. Rostagno,5,895207.0,M. Pardo,11
45,period,,home,,,,,,,,,
40,card,yellow,away,1015255.0,A. Bustos,16,,,,,,
31,goal,regular,home,1627966.0,J. Ferrero,15,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
85,card,yellow,away,1087717.0,M. Villarreal,14,,,,,,
76,inGamePenalty,missed,away,795362.0,A. Melo,10,,,,,,
74,card,yellow,home,1182501.0,N. Brunet,34,,,,,,
64,substitution,regular,home,,,,1597481.0,M. F. Vera,4,1018462.0,S. Cocimano,20
62,substitution,regular,away,,,,898764.0,P. Cucchi,11,584038.0,R. Barrios,13
62,substitution,regular,away,,,,795362.0,A. Melo,10,1468709.0,R. Mosqueira,17
60,goal,regular,home,1018462.0,S. Cocimano,20,,,,,,
59,goal,regular,home,897060.0,C. Pombo,15,,,,,,
56,substitution,regular,home,,,,1182501.0,N. Brunet,34,263475.0,S. Alvarez,2
54,substitution,regular,home,,,,579384.0,M. Pisano,7,1384649.0,T. Fernandez,14
54,substitution,regular,home,,,,992514.0,R. Salinas,9,895357.0,M. Rodríguez,7
46,substitution,regular,away,,,,340521.0,A. Gagliardi,9,33562.0,C. Bieler,
46,substitution,regular,away,,,,223904.0,M. Rivero,16,255969.0,S. Navarro,7
45,period,,home,,,,,,,,,
45,card,yellow,away,584038.0,R. Barrios,13,,,,,,
42,substitution,regular,away,,,,1109367.0,B. Camisassa,7,941083.0,J. Marcioni,11
40,card,yellow,away,941083.0,J. Marcioni,11,,,,,,
40,card,yellow,home,871814.0,T. Oneto,4,,,,,,
38,card,yellow,home,1020496.0,N. Chávez,3,,,,,,
35,card,yellow,away,255969.0,S. Navarro,7,,,,,,
16,card,yellow,away,1468709.0,R. Mosqueira,17,,,,,,
2,goal,regular,away,941083.0,J. Marcioni,11,,,,,,
90,period,,home,,,,,,,,,
90,substitution,regular,away,,,,989989.0,A. Pastorelli,20,340761.0,A. Martinez,4
90,substitution,regular,away,,,,1597482.0,M. H. Zurita,14,1492488.0,A. Paz,19
90,card,yellow,away,906813.0,G. Vega,15,,,,,,
90,injuryTime,,home,,,,,,,,,
89,substitution,regular,home,,,,1087512.0,S. Luján,18,1086999.0,G. Piñeiro,8
79,substitution,regular,home,,,,1048283.0,N. Guzmán,10,1093119.0,A. Colazo,9
76,card,yellow,away,340761.0,A. Martinez,4,,,,,,
76,substitution,regular,away,,,,996708.0,I. Maggi,7,800243.0,F. Castro,9
75,card,yellow,away,974663.0,R. Ramírez,3,,,,,,
70,substitution,regular,away,,,,1806835.0,R. A. Villalba,19,175343.0,A. Escobar,18
68,substitution,regular,home,,,,330865.0,F. Andrada,11,1213809.0,E. Torres,7
59,card,yellow,home,1799573.0,A. A. Sosa,7,,,,,,
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
39,card,yellow,home,1182395.0,A. Alonso,21,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,home,1654511.0,E. N. Neira,2,,,,,,
90,injuryTime,,home,,,,,,,,,
89,card,yellow,away,1842586.0,D. L. Barro,5,,,,,,
89,card,yellow,home,1018456.0,R. Chamorro,,,,,,,
85,card,yellow,away,1097900.0,L. Chiozza,16,,,,,,
84,substitution,regular,home,,,,1638680.0,M. Esparza,17,1182428.0,L. Gordillo,9
83,substitution,regular,away,,,,834022.0,M. Albertengo,9,1151708.0,B. Palavecino,20
83,substitution,regular,away,,,,1097900.0,L. Chiozza,16,1597936.0,F. N. Camargo,14
82,card,yellow,home,1092343.0,E. A. Fernández,16,,,,,,
80,substitution,regular,home,,,,974638.0,B. Duarte,20,859971.0,A. Araujo,7
80,substitution,regular,home,,,,1092343.0,E. A. Fernández,16,1627952.0,F. Rojas,15
78,card,yellow,away,246161.0,H. Soria,5,,,,,,
69,substitution,regular,away,,,,943794.0,F. Molina,10,1092314.0,J. E. Juárez,8
59,substitution,regular,away,,,,47333.0,C. Menéndez,18,938560.0,H. Rivero,9
56,substitution,regular,home,,,,864074.0,T. Attis,19,1110009.0,F. Heredia,11
45,period,,home,,,,,,,,,
31,card,yellow,away,1151708.0,B. Palavecino,20,,,,,,
21,card,yellow,home,940700.0,F. Abadía,1,,,,,,
90,period,,home,,,,,,,,,
90,substitution,regular,home,,,,250237.0,P. Vidal,19,384262.0,J. Aguirre,7
90,goal,regular,away,1653788.0,M. Salerno,18,,,,,,
90,injuryTime,,home,,,,,,,,,
89,goal,penalty,away,849139.0,G. Ramirez,5,,,,,,
86,substitution,regular,away,,,,1653788.0,M. Salerno,18,830888.0,E. Franco,17
85,card,yellow,home,248105.0,L. Albertengo,18,,,,,,
83,card,yellow,home,1547394.0,F. Toldo,21,,,,,,
76,card,yellow,away,1653787.0,G. Lillo,4,,,,,,
75,goal,regular,home,248105.0,L. Albertengo,18,,,,,,
72,substitution,regular,away,,,,1605143.0,N. J. Heiz,19,1121463.0,A. Fernandez,24
72,substitution,regular,away,,,,927422.0,G. Mayenfisch,18,1109292.0,R. González,10
72,substitution,regular,away,,,,971191.0,A. Cossi,11,974746.0,J. Barreto,19
71,substitution,regular,home,,,,828869.0,J. D. Galeano,8,248093.0,M. Fissore,5
71,substitution,regular,home,,,,1547394.0,F. Toldo,21,1117089.0,N. Fúnez,9
64,substitution,regular,away,,,,1653787.0,G. Lillo,4,1018405.0,F. Ayunta,9
62,substitution,regular,home,,,,1510239.0,N. Kozlovsky,4,1197692.0,A. Berrondo,18
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
90,period,,home,,,,,,,,,
90,goal,regular,home,1650474.0,T. González,10,,,,,,
90,substitution,regular,home,,,,991135.0,Á. Pavón,5,871849.0,F. Romero,7
88,card,yellow,away,984928.0,G. Berterame,7,,,,,,
87,substitution,regular,away,,,,1597538.0,P. L. Núñez,19,941498.0,N. Henry,15
87,substitution,regular,away,,,,358932.0,J. Canete,20,1001922.0,B. Machuca,2
85,goal,regular,home,1183794.0,L. Abraham,11,,,,,,
84,substitution,regular,away,,,,951068.0,M. Bracamonte,11,147350.0,E. Rescaldani,
84,substitution,regular,away,,,,1597532.0,M. S. Romero,9,585954.0,J. M. Olivares,10
75,substitution,regular,home,,,,941534.0,A. Bonansea,9,1021608.0,G. G. Villalba,19
71,substitution,regular,home,,,,1650474.0,T. González,10,1086982.0,F. Galván,9
65,card,yellow,away,1489060.0,M. Schönfeld,17,,,,,,
62,substitution,regular,away,,,,1489060.0,M. Schönfeld,17,1092609.0,S. Sala,7
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
23,card,yellow,away,585954.0,J. M. Olivares,10,,,,,,
13,card,yellow,home,1086982.0,F. Galván,9,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,away,1474911.0,L. Lovazzano,8,,,,,,
90,injuryTime,,home,,,,,,,,,
78,substitution,regular,away,,,,941421.0,F. Nouet,3,896860.0,N. Pereyra,5
78,substitution,regular,away,,,,249921.0,S. Modon,7,1131817.0,F. Benitez,11
78,substitution,regular,away,,,,1656797.0,T. Patrizio,17,932862.0,M. Nouet,20
70,substitution,regular,away,,,,288837.0,L. Buter,9,1020530.0,F. Pulicastro,11
68,substitution,regular,home,,,,895226.0,L. Vella,17,1125854.0,M. Piteo,11
60,substitution,regular,home,,,,925013.0,G. Rivero,23,1846418.0,F. Garcia,20
60,substitution,regular,home,,,,1597477.0,A. A. M. Salinas,,789681.0,L. Villarruel,8
56,substitution,regular,away,,,,1087012.0,R. Sangiovani,7,1201524.0,L. Castillo,18
53,goal,penalty,home,1465721.0,P. Bonacci,9,,,,,,
51,card,yellowRed,away,905493.0,G. Gamarra,15,,,,,,
50,goal,penalty,away,932862.0,M. Nouet,20,,,,,,
48,card,yellow,home,1086981.0,F. Rodríguez,3,,,,,,
46,card,yellow,home,1819311.0,L. Iglesias,16,,,,,,
46,substitution,regular,home,,,,895202.0,L. Guzmán,17,932094.0,M. Abreliano,14
46,substitution,regular,home,,,,1819311.0,L. Iglesias,16,1649338.0,T. Almada,18
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
25,goal,regular,away,932862.0,M. Nouet,20,,,,,,
17,card,yellow,away,896860.0,N. Pereyra,5,,,,,,
6,card,yellow,away,905493.0,G. Gamarra,15,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,away,1108987.0,M. G. Brambillo,16,,,,,,
90,substitution,regular,away,,,,166045.0,G. Papa,5,1001923.0,I. Carruega,17
88,goal,regular,away,1597480.0,I. Santa Cruz,7,,,,,,
84,substitution,regular,away,,,,1108987.0,M. G. Brambillo,16,1389869.0,E. Griffa,16
81,substitution,regular,home,,,,249069.0,F. Márquez,,1392678.0,F. Rasic,20
81,substitution,regular,home,,,,1471235.0,F. Giaccone,15,249331.0,F. Montero,8
74,goal,regular,home,1392678.0,F. Rasic,20,,,,,,
73,substitution,regular,away,,,,1597480.0,I. Santa Cruz,7,871808.0,L. Belleggia,8
73,substitution,regular,away,,,,957841.0,G. Alarcón,10,1654395.0,H. Brylko,19
69,substitution,regular,home,,,,1201019.0,L. Paredes,13,1657209.0,J. C. Arno,16
58,card,yellow,home,1657209.0,J. C. Arno,16,,,,,,
57,substitution,regular,home,,,,941471.0,N. D. Priore,10,1128477.0,G. Mansilla,5
57,substitution,regular,home,,,,922452.0,A. Lioi,17,1110186.0,L. Ortega,
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
32,card,yellow,home,1087336.0,R. Rámirez,15,,,,,,
90,period,,home,,,,,,,,,
90,substitution,regular,home,,,,1523699.0,J. Capano,17,946161.0,L. Parisi,7
85,goal,regular,away,125886.0,J. Valencia,20,,,,,,
85,substitution,regular,home,,,,1394197.0,A. Steimbach,4,1187055.0,T. Gonzalez,20
83,card,yellow,away,896747.0,B. Sosa,14,,,,,,
82,card,yellow,home,79688.0,F. Bordagaray,19,,,,,,
80,goal,regular,home,79688.0,F. Bordagaray,19,,,,,,
80,substitution,regular,away,,,,1597485.0,L. V. Pereyra,8,859698.0,E. Purita,16
77,substitution,regular,away,,,,125886.0,J. Valencia,20,1653821.0,F. D. S. Fernández,19
73,substitution,regular,away,,,,1214766.0,J. P. Barinaga,17,974679.0,F. Coronel,7
73,substitution,regular,away,,,,922449.0,E. Maciel,7,340957.0,A. Gonzalez,19
73,substitution,regular,home,,,,871518.0,M. A. Gimenez,10,1653792.0,S. Puzzo,15
70,card,yellow,away,868363.0,G. Asis,4,,,,,,
63,card,yellow,home,1653792.0,S. Puzzo,15,,,,,,
58,goal,regular,home,1169599.0,F. Tévez,2,,,,,,
46,substitution,regular,home,,,,1113113.0,L. Abascia,2,929459.0,D. Adín,4
46,substitution,regular,home,,,,79688.0,F. Bordagaray,19,1418610.0,J. Postigo,13
45,period,,home,,,,,,,,,
42,goal,regular,away,340957.0,A. Gonzalez,19,,,,,,
41,card,yellow,home,1418610.0,J. Postigo,13,,,,,,
20,card,yellow,home,1187055.0,T. Gonzalez,20,,,,,,
4,card,yellow,away,895930.0,M. Ferreyra,13,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,away,859659.0,M. Mansilla,5,,,,,,
90,injuryTime,,home,,,,,,,,,
82,substitution,regular,away,,,,859659.0,M. Mansilla,5,988615.0,F. Boasso,19
81,substitution,regular,home,,,,1125263.0,M. López,20,1190103.0,N. Retamar,7
81,substitution,regular,home,,,,874957.0,F. García,11,1022776.0,M. Levato,9
79,substitution,regular,home,,,,1388385.0,M. Campos,19,842865.0,R. Blanco,10
78,goal,regular,home,1190103.0,N. Retamar,7,,,,,,
69,card,yellow,away,806381.0,O. Belinetz,9,,,,,,
66,substitution,regular,away,,,,376740.0,G. Vadalá,18,943795.0,S. Jaurena,10
65,substitution,regular,home,,,,122635.0,C. Mosca,17,1096727.0,G. E. Moreyra,11
65,substitution,regular,home,,,,974689.0,G. Tomasetti,18,340899.0,F. Mussis,16
62,goal,regular,home,842865.0,R. Blanco,10,,,,,,
