time,incidentType,incidentClass,isHome,player_id,player_shortName,player_jerseyNumber,playerIn_id,playerIn_shortName,playerIn_jerseyNumber,playerOut_id,playerOut_shortName,playerOut_jerseyNumber
76,substitution,regular,home,,,,1627950.0,E. Cardozo,4,976095.0,S. Vera,10
74,substitution,regular,away,,,,1117077.0,M. Esponda,5,1018416.0,G. Mottes,15
74,substitution,regular,away,,,,900191.0,E. Iñíguez,13,175089.0,J. Sills,6
66,substitution,regular,away,,,,1213809.0,E. Torres,7,1182395.0,A. Alonso,21
65,substitution,regular,home,,,,1108946.0,S. Portillo,19,1131036.0,T. Díaz,7
65,substitution,regular,home,,,,1819311.0,L. Iglesias,16,358976.0,J. Ibáñez,5
57,substitution,regular,away,,,,941078.0,L. González,22,939935.0,N. Laméndola,11
46,substitution,regular,home,,,,1537829.0,N. Acosta,15,1654533.0,B. C. Cenci,16
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
34,goal,regular,home,1537840.0,S. Gauna,5,,,,,,
26,card,yellow,home,1654533.0,B. C. Cenci,16,,,,,,
23,card,yellow,home,1067805.0,G. Errecalde,13,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
83,substitution,regular,home,,,,1465695.0,A. Hernández,16,824589.0,C. Salto,10
83,substitution,regular,home,,,,1887626.0,E. N. G. Cruz,,1182905.0,A. Benítez,8
77,substitution,regular,away,,,,1490857.0,M. Heredia,6,992074.0,G. Tellas,19
77,substitution,regular,away,,,,973659.0,M. Sproat,10,1656965.0,C. A. Aguirre,4
77,substitution,regular,away,,,,288837.0,L. Buter,9,1474911.0,L. Lovazzano,8
76,substitution,regular,home,,,,941474.0,G. Aquilino,20,896922.0,E. Aguirre,7
76,substitution,regular,home,,,,577578.0,F. Pereyra,19,1093117.0,N. Zeineddin,19
72,substitution,regular,home,,,,146950.0,M. Laba,8,1469419.0,I. Gutierrez,5
70,goal,penalty,home,824589.0,C. Salto,10,,,,,,
61,goal,regular,home,1506776.0,P. Moyano,11,,,,,,
60,substitution,regular,away,,,,1201524.0,L. Castillo,18,932862.0,M. Nouet,20
60,substitution,regular,away,,,,1131817.0,F. Benitez,11,941421.0,F. Nouet,3
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
23,card,yellow,away,941421.0,F. Nouet,3,,,,,,
23,card,yellow,home,1093117.0,N. Zeineddin,19,,,,,,
7,goal,regular,home,1093117.0,N. Zeineddin,19,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,home,1389869.0,E. Griffa,16,,,,,,
90,card,yellow,away,248147.0,J. Ferrari,6,,,,,,
90,substitution,regular,away,,,,1018466.0,T. Assennato,7,312032.0,J. P. Passaglia,11
90,substitution,regular,away,,,,1865926.0,T. Pucciarelli,19,990059.0,J. Salas,8
90,injuryTime,,home,,,,,,,,,
89,goal,regular,home,33236.0,E. Faccioli,6,,,,,,
85,substitution,regular,home,,,,1468303.0,I. S. Cruz,20,898767.0,P. Palacios,20
83,card,yellow,away,1215983.0,A. Melo,17,,,,,,
81,substitution,regular,away,,,,1654079.0,S. Patroni,17,1486752.0,T. Calone,10
79,substitution,regular,home,,,,1887080.0,M. Álvarez,9,1196555.0,J. Gauna,15
78,substitution,regular,home,,,,1654488.0,M. Gerez,7,1098306.0,F. Torres,18
75,substitution,regular,away,,,,1549513.0,S. Cáceres,16,340453.0,S. Gallucci,5
66,substitution,regular,home,,,,871808.0,L. Belleggia,8,1001923.0,I. Carruega,17
66,substitution,regular,home,,,,1111802.0,C. Vega,19,875141.0,L. Pizarro,16
62,goal,regular,away,1464537.0,T. Bovone,16,,,,,,
50,card,yellow,away,990059.0,J. Salas,8,,,,,,
50,goal,penalty,home,898767.0,P. Palacios,20,,,,,,
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
42,card,yellow,away,1486752.0,T. Calone,10,,,,,,
90,period,,home,,,,,,,,,
90,goal,regular,home,1092303.0,I. Ortigoza,18,,,,,,
90,goal,regular,home,1110286.0,M. Batallini,7,,,,,,
90,substitution,regular,away,,,,1799659.0,D. Cabral,18,1799657.0,M. Lucero,16
90,injuryTime,,home,,,,,,,,,
89,substitution,regular,home,,,,944159.0,P. Ortega,20,557108.0,N. Luján,19
89,substitution,regular,home,,,,1627986.0,M. Benítez,17,942371.0,M. Rojas,8
79,substitution,regular,home,,,,1092303.0,I. Ortigoza,18,796102.0,D. Sosa,11
79,substitution,regular,home,,,,1110286.0,M. Batallini,7,1114489.0,L. Villegas,38
79,substitution,regular,away,,,,1466649.0,F. Brestt,14,1095007.0,L. Ríos,7
76,card,red,away,1185974.0,M. Trombini,15,,,,,,
74,card,yellow,home,557108.0,N. Luján,19,,,,,,
66,substitution,regular,away,,,,1485382.0,K. Pavía,20,1653801.0,I. Sabatini,7
63,card,yellow,home,1627955.0,F. Sena,10,,,,,,
46,substitution,regular,away,,,,1426170.0,N. Frascone,17,1114485.0,A. Amaya,4
46,substitution,regular,away,,,,1185974.0,M. Trombini,15,1807646.0,L. N. Viano,18
45,period,,home,,,,,,,,,
29,card,yellow,away,966177.0,T. Ortiz,14,,,,,,
8,card,yellow,home,973551.0,I. Antunes,11,,,,,,
5,goal,regular,home,942371.0,M. Rojas,8,,,,,,
90,period,,home,,,,,,,,,
88,substitution,regular,away,,,,579372.0,F. Bellocq,3,789948.0,P. Ruiz,9
88,substitution,regular,away,,,,944699.0,I. Regules,15,1180582.0,Á. Almada,10
83,card,yellow,home,1387230.0,R. Makarte,16,,,,,,
82,substitution,regular,home,,,,1387230.0,R. Makarte,16,583664.0,N. Leyes,15
76,substitution,regular,home,,,,908526.0,J. Ochoa,8,929000.0,A. Aleo,3
76,substitution,regular,away,,,,989991.0,B. Negro,3,1021876.0,A. Lavezzi,7
75,substitution,regular,home,,,,1187976.0,G. Sánchez,9,879873.0,D. Becker,11
70,goal,regular,away,1654073.0,F. Molina,9,,,,,,
64,substitution,regular,home,,,,806381.0,O. Belinetz,9,1116586.0,L. Rebecchi,20
63,goal,regular,away,1180582.0,Á. Almada,10,,,,,,
54,substitution,regular,away,,,,1654073.0,F. Molina,9,1017431.0,F. Versaci,11
46,substitution,regular,away,,,,1184300.0,K. González,17,856035.0,N. Alvarez,14
45,period,,home,,,,,,,,,
42,card,yellow,away,856035.0,N. Alvarez,14,,,,,,
39,goal,regular,home,376740.0,G. Vadalá,18,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
82,substitution,regular,home,,,,1868531.0,A. Forneris,5,838402.0,N. Talpone,7
82,substitution,regular,home,,,,873642.0,B. Guille,11,1132948.0,I. Lago,11
79,card,yellow,away,871849.0,F. Romero,7,,,,,,
75,card,yellow,away,1650474.0,T. González,10,,,,,,
71,substitution,regular,away,,,,1210385.0,M. Gomez,6,1018403.0,G. Arturia,2
70,substitution,regular,home,,,,33776.0,J. Toledo,14,1657210.0,G. A. Rossi,9
67,substitution,regular,away,,,,1018244.0,M. Rosales,18,1126011.0,W. Machado,5
66,card,yellow,away,1018403.0,G. Arturia,2,,,,,,
64,substitution,regular,home,,,,249899.0,F. Jourdan,8,842861.0,C. Bernardi,10
57,substitution,regular,away,,,,1021608.0,G. G. Villalba,19,1086982.0,F. Galván,9
57,substitution,regular,away,,,,1650474.0,T. González,10,584064.0,M. Tevez,10
51,goal,regular,home,992978.0,Ó. Garrido,15,,,,,,
50,card,yellow,away,1500069.0,V. Fenoglio,14,,,,,,
45,period,,home,,,,,,,,,
45,substitution,regular,away,,,,912789.0,R. Reynaga,20,1018432.0,L. Angelini,3
45,injuryTime,,home,,,,,,,,,
26,goal,regular,home,838402.0,N. Talpone,7,,,,,,
4,goal,regular,home,1657210.0,G. A. Rossi,9,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,home,915163.0,D. Mercado,8,,,,,,
90,injuryTime,,home,,,,,,,,,
85,substitution,regular,away,,,,332863.0,J. L. Gómez,4,895355.0,M. Casa,19
85,substitution,regular,away,,,,1182427.0,J. Marchio,6,974657.0,S. L. Garcia,8
83,substitution,regular,home,,,,1131026.0,F. Cáceres,15,340899.0,F. Mussis,16
83,substitution,regular,home,,,,915163.0,D. Mercado,8,122635.0,C. Mosca,17
80,substitution,regular,away,,,,1017377.0,T. Escalante,11,79711.0,S. Gonzalez,10
75,substitution,regular,home,,,,1117104.0,S. García,16,842865.0,R. Blanco,10
73,substitution,regular,away,,,,789383.0,E. Montagna,14,1117089.0,N. Fúnez,9
73,substitution,regular,away,,,,106231.0,F. González,18,1108120.0,E. Avaro,17
66,substitution,regular,home,,,,874957.0,F. García,11,1086926.0,A. Sosa,36
53,card,yellow,away,1092345.0,G. Olguin,15,,,,,,
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,home,971191.0,A. Cossi,11,,,,,,
90,injuryTime,,home,,,,,,,,,
89,substitution,regular,home,,,,971191.0,A. Cossi,11,830888.0,E. Franco,17
89,substitution,regular,home,,,,1109313.0,C. Medina,16,1121463.0,A. Fernandez,24
84,substitution,regular,away,,,,1092609.0,S. Sala,7,974744.0,L. Disanto,10
78,substitution,regular,away,,,,1597491.0,B. B. García,15,951068.0,M. Bracamonte,11
77,card,yellow,away,796601.0,J. Vitale,5,,,,,,
76,substitution,regular,home,,,,288317.0,D. Diellos,9,1182417.0,F. Tisera,7
76,substitution,regular,home,,,,1109292.0,R. González,10,1133394.0,I. Lartirigoyen,20
75,card,yellow,home,1121463.0,A. Fernandez,24,,,,,,
70,goal,regular,home,1605142.0,A. F. Lamosa,6,,,,,,
70,substitution,regular,away,,,,1467900.0,P. Cáceres,9,1597532.0,M. S. Romero,9
62,goal,regular,away,984928.0,G. Berterame,7,,,,,,
53,card,yellow,away,544188.0,R. Arciero,4,,,,,,
46,card,yellow,away,192414.0,G. Gonzalez,8,,,,,,
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
44,card,yellow,home,790190.0,R. Ayala,3,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,home,932871.0,A. Morales,13,,,,,,
90,card,yellow,home,788039.0,F. Caballero,20,,,,,,
90,substitution,regular,away,,,,1638680.0,M. Esparza,17,1466109.0,D. Carrasco,8
75,substitution,regular,away,,,,1627949.0,E. López,20,864074.0,T. Attis,19
69,substitution,regular,away,,,,1627952.0,F. Rojas,15,1182423.0,J. Rocca,18
69,substitution,regular,away,,,,897067.0,E. Narese,,849028.0,I. Chaves,4
63,substitution,regular,home,,,,882655.0,M. Peralta,19,989520.0,K. Fernandez,
53,card,yellow,home,822592.0,L. Olivera,3,,,,,,
46,substitution,regular,home,,,,788039.0,F. Caballero,20,1597625.0,J. C. P. D. León,4
46,substitution,regular,home,,,,883930.0,B. Guerra,16,1114507.0,N. Cavagnero,8
45,period,,home,,,,,,,,,
38,card,yellow,home,1114507.0,N. Cavagnero,8,,,,,,
8,goal,regular,away,1466109.0,D. Carrasco,8,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,away,859965.0,N. Rinaldi,17,,,,,,
89,substitution,regular,away,,,,1597490.0,N. O. Barboza,16,895231.0,I. Antonio,5
87,card,yellow,home,896871.0,F. Recalde,5,,,,,,
85,substitution,regular,home,,,,1114260.0,E. Jara,17,789298.0,N. Sanchez,10
85,card,yellow,home,1015675.0,P. Calderón,2,,,,,,
78,card,yellow,home,1016645.0,F. Giacopuzzi,2,,,,,,
75,substitution,regular,away,,,,1085344.0,Jere Rodríguez,10,1597536.0,H. M. Paniagua,15
74,goal,regular,away,1167615.0,A. Spetale,20,,,,,,
70,substitution,regular,home,,,,1117060.0,J. Peinipil,9,1393676.0,J. Palacio,20
70,substitution,regular,home,,,,1111937.0,E. Arreguín,16,1157397.0,B. Perez,8
65,substitution,regular,away,,,,859965.0,N. Rinaldi,17,896937.0,L. Ciccoloni,19
65,substitution,regular,away,,,,992075.0,G. Espósito,13,974673.0,N. Romano,8
65,substitution,regular,away,,,,1167615.0,A. Spetale,20,951083.0,L. Silba,9
64,substitution,regular,home,,,,1597529.0,J. J. P. Lapegüe,18,1597527.0,D. Crego,7
63,goal,regular,away,1465298.0,M. Recalde,3,,,,,,
45,period,,home,,,,,,,,,
41,card,yellow,away,898755.0,D. Mondino,2,,,,,,
38,card,yellow,away,1465298.0,M. Recalde,3,,,,,,
17,card,yellow,away,895231.0,I. Antonio,5,,,,,,
17,card,yellow,home,1092312.0,B. N. Ferreyra,11,,,,,,
90,period,,home,,,,,,,,,
90,card,red,home,1657209.0,J. C. Arno,16,,,,,,
90,substitution,regular,away,,,,926420.0,H. Sandoval,9,1200740.0,V. Werro,4
90,injuryTime,,home,,,,,,,,,
87,substitution,regular,home,,,,1846927.0,D. Yavante Gaitán,17,989395.0,M. Viguet,11
87,substitution,regular,home,,,,1087336.0,R. Rámirez,15,941471.0,N. D. Priore,10
83,substitution,regular,away,,,,1654496.0,A. F. A. Silva,18,1117101.0,R. Riquelme,6
76,substitution,regular,home,,,,1131025.0,E. Almirón,9,1392678.0,F. Rasic,20
65,substitution,regular,home,,,,1471235.0,F. Giaccone,15,249331.0,F. Montero,8
65,substitution,regular,home,,,,1657209.0,J. C. Arno,16,890052.0,G. Gómez,18
62,substitution,regular,away,,,,1196560.0,S. N. Gutiérrez,18,1103048.0,M. Galeano,7
62,substitution,regular,away,,,,1485384.0,M. Moreno,29,976099.0,E. González,15
51,goal,regular,home,1650465.0,M. Sosa,7,,,,,,
46,substitution,regular,away,,,,1654396.0,F. Funes,20,1065604.0,M. Luayza,19
45,period,,home,,,,,,,,,
21,card,yellow,home,941471.0,N. D. Priore,10,,,,,,
18,card,red,away,155698.0,M. Pinto,3,,,,,,
90,period,,home,,,,,,,,,
90,substitution,regular,home,,,,1597504.0,A. Y. Abet,8,1126884.0,F. Maidana,7
90,substitution,regular,home,,,,1116471.0,E. Ayala,19,246161.0,H. Soria,5
90,substitution,regular,home,,,,1383864.0,J. P. Córdoba,17,1151708.0,B. Palavecino,20
90,card,yellow,away,898764.0,P. Cucchi,11,,,,,,
90,substitution,regular,home,,,,895230.0,E. Endrizzi,3,943794.0,F. Molina,10
90,substitution,regular,home,,,,932939.0,D. López,4,1597936.0,F. N. Camargo,14
87,substitution,regular,away,,,,943798.0,T. Mantía,,340521.0,A. Gagliardi,9
87,substitution,regular,away,,,,990046.0,A. Schönfeld,15,795362.0,A. Melo,10
78,goal,penalty,away,898764.0,P. Cucchi,11,,,,,,
75,card,yellow,home,872392.0,A. Sosa,24,,,,,,
73,card,yellowRed,away,291369.0,M. Herrera,2,,,,,,
71,card,red,home,1138077.0,I. Zafarana,13,,,,,,
70,substitution,regular,away,,,,898764.0,P. Cucchi,11,941083.0,J. Marcioni,11
62,substitution,regular,away,,,,1087717.0,M. Villarreal,14,223904.0,M. Rivero,16
62,substitution,regular,away,,,,249309.0,E. Moreno,11,1109367.0,B. Camisassa,7
60,card,yellow,away,1109367.0,B. Camisassa,7,,,,,,
49,goal,regular,home,246161.0,H. Soria,5,,,,,,
45,period,,home,,,,,,,,,
41,card,yellow,home,943794.0,F. Molina,10,,,,,,
37,card,yellow,away,291369.0,M. Herrera,2,,,,,,
36,card,yellow,home,47333.0,C. Menéndez,18,,,,,,
33,card,yellow,home,1095779.0,B. Palazzo,4,,,,,,
90,period,,home,,,,,,,,,
90,card,red,away,1597485.0,L. V. Pereyra,8,,,,,,
90,substitution,regular,home,,,,1859240.0,L. Frenguelli,14,1508530.0,L. Cerato,18
90,injuryTime,,home,,,,,,,,,
82,card,yellow,away,895930.0,M. Ferreyra,13,,,,,,
81,substitution,regular,away,,,,1597485.0,L. V. Pereyra,8,829754.0,D. Martinez,3
81,substitution,regular,away,,,,895930.0,M. Ferreyra,13,896738.0,G. Turraca,5
77,card,yellow,away,1474917.0,F. Díaz,13,,,,,,
75,substitution,regular,home,,,,830751.0,J. L. Mendez,17,1478389.0,N. Sánchez,17
67,substitution,regular,home,,,,1836801.0,G. M. Rostagno,5,1015255.0,A. Bustos,16
60,card,yellow,home,1018421.0,J. Arguello,4,,,,,,
51,card,yellow,away,1097721.0,E. Gonzalez,17,,,,,,
49,inGamePenalty,missed,home,829938.0,L. Fernandez,3,,,,,,
48,card,yellow,away,895215.0,J. Salvá,1,,,,,,
46,substitution,regular,away,,,,941534.0,A. Bonansea,9,868363.0,G. Asis,4
46,substitution,regular,away,,,,1097721.0,E. Gonzalez,17,922449.0,E. Maciel,7
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
31,goal,regular,home,1508530.0,L. Cerato,18,,,,,,
29,card,yellow,home,1015255.0,A. Bustos,16,,,,,,
14,card,yellow,away,922449.0,E. Maciel,7,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,home,1097734.0,J. Denis,20,,,,,,
90,goal,regular,home,1020530.0,F. Pulicastro,11,,,,,,
90,injuryTime,,home,,,,,,,,,
87,substitution,regular,away,,,,250011.0,V. Figueroa,10,789378.0,F. Brandan,18
84,substitution,regular,home,,,,1097734.0,J. Denis,20,1627948.0,D. Guzmán,11
84,substitution,regular,home,,,,906806.0,D. Nakache,7,1831394.0,S. E. G. Surdo,8
77,substitution,regular,away,,,,897060.0,C. Pombo,15,1119874.0,J. Domke,16
75,substitution,regular,home,,,,1020530.0,F. Pulicastro,11,1198495.0,N. Molina,9
68,substitution,regular,away,,,,350086.0,M. Astina,17,1084973.0,M. Belloso,17
63,card,yellow,home,1831394.0,S. E. G. Surdo,8,,,,,,
59,substitution,regular,home,,,,1645923.0,F. Ulayar,15,1627956.0,F. Duré,5
55,goal,penalty,away,992514.0,R. Salinas,9,,,,,,
51,card,yellow,away,1119874.0,J. Domke,16,,,,,,
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
34,card,yellow,away,1597481.0,M. F. Vera,4,,,,,,
22,goal,regular,home,789845.0,T. Asprea,8,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
83,substitution,regular,away,,,,1605141.0,M. F. Ferrari,14,1653852.0,T. A. Castro,7
74,substitution,regular,home,,,,1131028.0,G. Vega,7,581778.0,M. Gonzalez,19
74,substitution,regular,home,,,,965967.0,J. M. Requena,16,992061.0,C. Arce,5
70,substitution,regular,away,,,,1650444.0,F. Wiechniak,13,933174.0,J. Alessandroni,5
67,card,yellow,away,974662.0,F. Melillan,6,,,,,,
64,substitution,regular,away,,,,1108457.0,G. Díaz,10,922436.0,A. Antilef,17
64,substitution,regular,away,,,,1650446.0,F. Posse,9,971190.0,M. Kabalin,8
64,substitution,regular,away,,,,927778.0,T. Arevalos,11,1653851.0,T. M. Ferreyra,3
54,substitution,regular,home,,,,801254.0,C. Lattanzio,8,290003.0,M. Rosales,4
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
29,substitution,regular,home,,,,1104321.0,F. Bisanz,10,843404.0,L. Marinucci,11
13,card,yellow,away,1653851.0,T. M. Ferreyra,3,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,away,932935.0,D. Sand,1,,,,,,
90,substitution,regular,away,,,,249999.0,G. Ferracutti,14,846158.0,J. Arias,9
90,substitution,regular,home,,,,1523699.0,J. Capano,17,79688.0,F. Bordagaray,19
90,substitution,regular,home,,,,1653792.0,S. Puzzo,15,1182432.0,L. Allende,11
90,injuryTime,,home,,,,,,,,,
88,card,yellow,home,79688.0,F. Bordagaray,19,,,,,,
87,card,yellow,away,332777.0,L. Diarte,3,,,,,,
82,card,yellow,home,946179.0,I. Ramírez,5,,,,,,
81,substitution,regular,home,,,,1799515.0,R. N. Martínez,16,1017458.0,M. Enrique,13
80,goal,regular,away,932899.0,G. Rodríguez,19,,,,,,
76,substitution,regular,away,,,,932899.0,G. Rodríguez,19,939949.0,J. Orellana,2
76,substitution,regular,away,,,,938547.0,M. Levi,13,581630.0,G. Bettini,4
76,substitution,regular,away,,,,1597953.0,U. Vera,,37937.0,J. Cuevas,10
70,substitution,regular,home,,,,1653799.0,L. Alfonso,9,1187055.0,T. Gonzalez,20
65,substitution,regular,away,,,,1597954.0,E. N. Moreno,19,1120461.0,L. Fedele,17
63,card,yellow,away,939949.0,J. Orellana,2,,,,,,
58,card,yellow,home,1187055.0,T. Gonzalez,20,,,,,,
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
44,card,yellow,home,1182432.0,L. Allende,11,,,,,,
34,card,yellow,home,1017458.0,M. Enrique,13,,,,,,
31,goal,regular,home,1121486.0,M. Ferreira,14,,,,,,
20,goal,regular,away,1110288.0,A. Dáttola,6,,,,,,
14,card,yellow,away,1110288.0,A. Dáttola,6,,,,,,
90,period,,home,,,,,,,,,
90,substitution,regular,home,,,,249273.0,F. Mattia,6,1654116.0,M. Gancedo,3
90,card,yellow,home,1214752.0,L. Gamba,4,,,,,,
90,injuryTime,,home,,,,,,,,,
86,card,yellow,home,884994.0,C. G. Limousin,1,,,,,,
85,card,yellow,home,1464536.0,T. Dornell,9,,,,,,
83,substitution,regular,home,,,,128464.0,L. Leal,9,1211612.0,F. Vedoya,11
83,substitution,regular,home,,,,884996.0,N. O. Basualdo,14,1597479.0,J. Orlando,7
80,substitution,regular,away,,,,1887626.0,E. N. G. Cruz,,933172.0,J. D. Tomasso,6
74,substitution,regular,home,,,,1009157.0,M. Montenegro,5,1654222.0,D. Vásquez,10
67,substitution,regular,away,,,,1066572.0,S. Sánchez,3,1506776.0,P. Moyano,11
67,substitution,regular,away,,,,577578.0,F. Pereyra,19,896922.0,E. Aguirre,7
67,substitution,regular,away,,,,1133806.0,A. D. Sayago,11,1650461.0,M. Barbero,14
64,card,yellow,away,896922.0,E. Aguirre,7,,,,,,
62,substitution,regular,away,,,,941474.0,G. Aquilino,20,1093117.0,N. Zeineddin,19
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
40,card,yellow,home,1597479.0,J. Orlando,7,,,,,,
34,card,yellow,away,933172.0,J. D. Tomasso,6,,,,,,
29,card,yellow,home,289773.0,L. Jérez,5,,,,,,
17,goal,regular,home,1211612.0,F. Vedoya,11,,,,,,
90,period,,home,,,,,,,,,
90,substitution,regular,home,,,,1883525.0,J. M. Carrasco,10,1018388.0,E. Ibáñez,14
90,injuryTime,,home,,,,,,,,,
88,card,yellow,away,1597467.0,J. S. Maza,17,,,,,,
86,substitution,regular,away,,,,927422.0,G. Mayenfisch,18,1182417.0,F. Tisera,7
82,substitution,regular,home,,,,1018405.0,F. Ayunta,9,789398.0,L. Lopez,18
74,substitution,regular,home,,,,789949.0,L. Baldunciel,7,1650569.0,J. Mavilla,20
74,substitution,regular,home,,,,1406311.0,E. Saliadarre,19,1183039.0,J. G. Frías,11
71,card,yellow,away,1133394.0,I. Lartirigoyen,20,,,,,,
69,substitution,regular,away,,,,288317.0,D. Diellos,9,1121463.0,A. Fernandez,24
69,substitution,regular,away,,,,1597467.0,J. S. Maza,17,974746.0,J. Barreto,19
54,substitution,regular,away,,,,1109292.0,R. González,10,830888.0,E. Franco,17
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
27,card,yellow,home,1018388.0,E. Ibáñez,14,,,,,,
27,card,yellow,away,1121463.0,A. Fernandez,24,,,,,,
90,period,,home,,,,,,,,,
90,card,red,away,873642.0,B. Guille,11,,,,,,
90,card,yellow,away,78851.0,S. Prediger,20,,,,,,
89,card,yellow,away,1132948.0,I. Lago,11,,,,,,
84,substitution,regular,away,,,,1018383.0,A. Sabella,10,842861.0,C. Bernardi,10
84,substitution,regular,away,,,,794761.0,N. Delgadillo,16,1199307.0,E. Herrera,4
80,substitution,regular,home,,,,1065614.0,V. Larralde,,1799573.0,A. A. Sosa,7
80,substitution,regular,home,,,,1213809.0,E. Torres,7,941078.0,L. González,22
72,substitution,regular,home,,,,939935.0,N. Laméndola,11,1086999.0,G. Piñeiro,8
72,substitution,regular,home,,,,1425093.0,A. Gonzalez,16,1182395.0,A. Alonso,21
66,substitution,regular,away,,,,873642.0,B. Guille,11,838402.0,N. Talpone,7
66,substitution,regular,away,,,,33776.0,J. Toledo,14,1657210.0,G. A. Rossi,9
61,substitution,regular,home,,,,1087512.0,S. Luján,18,1093119.0,A. Colazo,9
45,period,,home,,,,,,,,,
45,substitution,regular,away,,,,249899.0,F. Jourdan,8,992978.0,Ó. Garrido,15
45,card,yellow,away,974659.0,F. Castet,3,,,,,,
42,goal,regular,home,1182395.0,A. Alonso,21,,,,,,
37,card,yellow,home,1086999.0,G. Piñeiro,8,,,,,,
36,card,yellow,home,1117077.0,M. Esponda,5,,,,,,
35,card,yellow,away,992978.0,Ó. Garrido,15,,,,,,
90,period,,home,,,,,,,,,
90,substitution,regular,home,,,,1879943.0,J. Ledesma,54,913609.0,A. Maziero,9
90,substitution,regular,home,,,,1597542.0,K. A. Pavía,19,1653801.0,I. Sabatini,7
90,injuryTime,,home,,,,,,,,,
86,substitution,regular,away,,,,79688.0,F. Bordagaray,19,1084975.0,R. Luna,10
79,substitution,regular,home,,,,1095007.0,L. Ríos,7,1799657.0,M. Lucero,16
70,substitution,regular,home,,,,1799917.0,F. R. Brestt,14,966177.0,T. Ortiz,14
70,substitution,regular,away,,,,1653799.0,L. Alfonso,9,946161.0,L. Parisi,7
61,substitution,regular,away,,,,1512471.0,A. Batista,11,1799515.0,R. N. Martínez,16
61,substitution,regular,away,,,,1017458.0,M. Enrique,13,1418610.0,J. Postigo,13
46,substitution,regular,home,,,,1426170.0,N. Frascone,17,1613988.0,V. Serrano,11
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
43,card,yellow,home,1613988.0,V. Serrano,11,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,away,1654509.0,M. D. Romero,4,,,,,,
90,card,yellow,home,1385660.0,T. Sives,21,,,,,,
90,injuryTime,,home,,,,,,,,,
88,substitution,regular,away,,,,1110291.0,R. Vélez,15,859658.0,J. Iritier,7
85,substitution,regular,away,,,,1110685.0,E. Tamborelli,13,385316.0,A. Bellone,4
78,substitution,regular,home,,,,884995.0,N. Arrechea,13,1656965.0,C. A. Aguirre,4
73,substitution,regular,away,,,,876726.0,B. Obregon,10,943793.0,G. Lucero,18
73,substitution,regular,away,,,,1086944.0,C. Núñez,8,1196552.0,G. Novero,18
70,substitution,regular,home,,,,288837.0,L. Buter,9,992074.0,G. Tellas,19
55,card,yellow,home,1474911.0,L. Lovazzano,8,,,,,,
55,substitution,regular,home,,,,973659.0,M. Sproat,10,1474911.0,L. Lovazzano,8
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
28,card,yellow,home,1656965.0,C. A. Aguirre,4,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
85,substitution,regular,away,,,,1385677.0,E. Luna,18,844534.0,M. Acosta,20
85,substitution,regular,away,,,,918238.0,M. D. Col,4,1654180.0,I. G. Valenzuela,15
82,card,yellow,home,1597481.0,M. F. Vera,4,,,,,,
80,substitution,regular,home,,,,885583.0,C. González,2,350086.0,M. Astina,17
80,substitution,regular,home,,,,895335.0,E. Beltramone,19,263475.0,S. Alvarez,2
74,substitution,regular,away,,,,944659.0,S. Briñone,8,1489693.0,T. Bacas,17
73,substitution,regular,home,,,,1819526.0,G. V. Chocobar,,1798778.0,M. Meléndez,4
68,substitution,regular,home,,,,250011.0,V. Figueroa,10,789378.0,F. Brandan,18
58,substitution,regular,away,,,,1388907.0,J. Berón,9,1020528.0,F. Miranda,15
56,card,yellow,away,1883371.0,L. N. Ovando,10,,,,,,
54,goal,regular,away,844534.0,M. Acosta,20,,,,,,
50,card,yellow,home,1798778.0,M. Meléndez,4,,,,,,
45,period,,home,,,,,,,,,
45,card,yellow,home,789378.0,F. Brandan,18,,,,,,
45,injuryTime,,home,,,,,,,,,
