minute,value,event_id
8.0,-8,11972479
9.0,-8,11972479
10.0,-5,11972479
11.0,-100,11972479
12.0,116,11972479
13.0,-116,11972479
14.0,-46,11972479
15.0,-27,11972479
16.0,-13,11972479
17.0,-6,11972479
18.0,1,11972479
19.0,-31,11972479
20.0,25,11972479
21.0,15,11972479
22.0,33,11972479
23.0,41,11972479
24.0,27,11972479
25.0,30,11972479
26.0,37,11972479
27.0,-25,11972479
28.0,-4,11972479
29.0,-28,11972479
30.0,-43,11972479
31.0,-26,11972479
32.0,-100,11972479
33.0,-64,11972479
34.0,-36,11972479
35.0,-18,11972479
36.0,-10,11972479
37.0,4,11972479
38.0,4,11972479
39.0,3,11972479
40.0,18,11972479
41.0,6,11972479
42.0,-80,11972479
43.0,46,11972479
44.0,2,11972479
45.0,41,11972479
45.5,25,11972479
46.0,56,11972479
47.0,-84,11972479
48.0,-30,11972479
49.0,21,11972479
50.0,38,11972479
51.0,24,11972479
52.0,-40,11972479
53.0,-11,11972479
54.0,-58,11972479
55.0,-31,11972479
56.0,-13,11972479
57.0,-29,11972479
58.0,-91,11972479
59.0,-49,11972479
60.0,32,11972479
61.0,-44,11972479
62.0,-23,11972479
63.0,-7,11972479
64.0,-8,11972479
65.0,-11,11972479
66.0,-3,11972479
67.0,-11,11972479
68.0,-11,11972479
69.0,36,11972479
70.0,-24,11972479
71.0,6,11972479
72.0,5,11972479
73.0,6,11972479
74.0,27,11972479
75.0,-39,11972479
76.0,-58,11972479
77.0,-29,11972479
78.0,-16,11972479
79.0,46,11972479
80.0,25,11972479
81.0,29,11972479
82.0,23,11972479
83.0,20,11972479
84.0,60,11972479
85.0,37,11972479
86.0,52,11972479
87.0,32,11972479
88.0,25,11972479
89.0,12,11972479
90.0,14,11972479
90.5,-25,11972479
1.0,11,11972476
2.0,11,11972476
3.0,-44,11972476
4.0,82,11972476
5.0,12,11972476
6.0,51,11972476
7.0,40,11972476
8.0,28,11972476
9.0,12,11972476
10.0,-10,11972476
11.0,-28,11972476
12.0,-12,11972476
13.0,-11,11972476
14.0,-7,11972476
15.0,-4,11972476
16.0,-1,11972476
17.0,25,11972476
18.0,15,11972476
19.0,9,11972476
20.0,45,11972476
21.0,32,11972476
22.0,16,11972476
23.0,9,11972476
24.0,-17,11972476
25.0,-68,11972476
26.0,-52,11972476
27.0,-38,11972476
28.0,-29,11972476
29.0,-23,11972476
30.0,-7,11972476
31.0,-36,11972476
32.0,-23,11972476
33.0,-16,11972476
34.0,-17,11972476
35.0,-18,11972476
36.0,-16,11972476
37.0,-7,11972476
38.0,-5,11972476
39.0,-9,11972476
40.0,8,11972476
41.0,-8,11972476
42.0,-1,11972476
43.0,3,11972476
44.0,-7,11972476
45.0,18,11972476
45.5,10,11972476
46.0,-10,11972476
47.0,-14,11972476
48.0,-6,11972476
49.0,-2,11972476
50.0,-9,11972476
51.0,-8,11972476
52.0,-42,11972476
53.0,-24,11972476
54.0,-23,11972476
55.0,-22,11972476
56.0,-11,11972476
57.0,-38,11972476
58.0,-26,11972476
59.0,-19,11972476
60.0,-14,11972476
61.0,-48,11972476
62.0,-35,11972476
63.0,-24,11972476
64.0,-28,11972476
65.0,-26,11972476
66.0,-17,11972476
67.0,-13,11972476
68.0,-17,11972476
69.0,-8,11972476
70.0,-3,11972476
71.0,-1,11972476
72.0,-44,11972476
73.0,-30,11972476
74.0,-22,11972476
75.0,-12,11972476
76.0,-11,11972476
77.0,-13,11972476
78.0,-12,11972476
79.0,-11,11972476
80.0,-11,11972476
81.0,-5,11972476
82.0,-46,11972476
83.0,-39,11972476
84.0,-27,11972476
85.0,-20,11972476
86.0,-16,11972476
87.0,-10,11972476
88.0,-10,11972476
89.0,7,11972476
90.0,-4,11972476
90.5,30,11972476
1.0,3,11972494
2.0,5,11972494
3.0,11,11972494
4.0,8,11972494
5.0,5,11972494
6.0,-26,11972494
7.0,-19,11972494
8.0,-5,11972494
9.0,38,11972494
10.0,23,11972494
11.0,12,11972494
12.0,9,11972494
13.0,-19,11972494
14.0,-10,11972494
15.0,-70,11972494
16.0,-75,11972494
17.0,-49,11972494
18.0,-27,11972494
19.0,-9,11972494
20.0,7,11972494
21.0,13,11972494
22.0,10,11972494
23.0,2,11972494
24.0,2,11972494
25.0,2,11972494
26.0,52,11972494
27.0,31,11972494
28.0,14,11972494
29.0,9,11972494
30.0,5,11972494
31.0,10,11972494
32.0,6,11972494
33.0,-5,11972494
34.0,-6,11972494
35.0,-34,11972494
36.0,-51,11972494
37.0,-36,11972494
38.0,-16,11972494
39.0,-10,11972494
40.0,5,11972494
41.0,29,11972494
42.0,-95,11972494
43.0,-52,11972494
44.0,-41,11972494
45.0,-20,11972494
45.5,5,11972494
46.0,0,11972494
47.0,5,11972494
48.0,4,11972494
49.0,3,11972494
50.0,7,11972494
51.0,10,11972494
52.0,31,11972494
53.0,19,11972494
54.0,12,11972494
55.0,7,11972494
56.0,-5,11972494
57.0,-8,11972494
58.0,-5,11972494
59.0,-3,11972494
60.0,46,11972494
61.0,27,11972494
62.0,17,11972494
63.0,5,11972494
64.0,19,11972494
65.0,43,11972494
66.0,-55,11972494
67.0,-38,11972494
68.0,-27,11972494
69.0,-17,11972494
70.0,-13,11972494
71.0,-4,11972494
72.0,-36,11972494
73.0,-32,11972494
74.0,-19,11972494
75.0,-17,11972494
76.0,-1,11972494
77.0,2,11972494
78.0,2,11972494
79.0,1,11972494
80.0,-11,11972494
81.0,-13,11972494
82.0,-9,11972494
83.0,-11,11972494
84.0,-38,11972494
85.0,-28,11972494
86.0,-12,11972494
87.0,-3,11972494
88.0,-1,11972494
89.0,2,11972494
90.0,2,11972494
90.5,50,11972494
1.0,7,12112177
2.0,-5,12112177
3.0,-2,12112177
4.0,-3,12112177
5.0,33,12112177
6.0,26,12112177
7.0,49,12112177
8.0,32,12112177
9.0,-72,12112177
10.0,-96,12112177
11.0,-30,12112177
12.0,-7,12112177
13.0,-2,12112177
14.0,7,12112177
15.0,12,12112177
16.0,33,12112177
17.0,27,12112177
18.0,24,12112177
19.0,16,12112177
20.0,12,12112177
21.0,38,12112177
22.0,25,12112177
23.0,17,12112177
24.0,13,12112177
25.0,11,12112177
26.0,12,12112177
27.0,20,12112177
28.0,14,12112177
29.0,6,12112177
30.0,56,12112177
31.0,11,12112177
32.0,4,12112177
33.0,21,12112177
34.0,16,12112177
35.0,29,12112177
36.0,27,12112177
37.0,-17,12112177
38.0,-49,12112177
39.0,-23,12112177
40.0,-13,12112177
41.0,-5,12112177
42.0,-59,12112177
43.0,-59,12112177
44.0,-38,12112177
45.0,63,12112177
45.5,-35,12112177
46.0,48,12112177
47.0,37,12112177
48.0,35,12112177
49.0,26,12112177
50.0,18,12112177
51.0,-8,12112177
52.0,-2,12112177
53.0,3,12112177
54.0,38,12112177
55.0,25,12112177
56.0,43,12112177
57.0,23,12112177
58.0,21,12112177
59.0,12,12112177
60.0,-63,12112177
61.0,-34,12112177
62.0,-13,12112177
63.0,32,12112177
64.0,12,12112177
65.0,14,12112177
66.0,11,12112177
67.0,8,12112177
68.0,24,12112177
69.0,17,12112177
70.0,12,12112177
71.0,9,12112177
72.0,8,12112177
73.0,-8,12112177
74.0,-4,12112177
75.0,-1,12112177
76.0,7,12112177
77.0,16,12112177
78.0,92,12112177
79.0,59,12112177
80.0,37,12112177
81.0,64,12112177
82.0,74,12112177
83.0,75,12112177
84.0,46,12112177
85.0,24,12112177
86.0,13,12112177
87.0,2,12112177
88.0,-1,12112177
89.0,7,12112177
90.0,8,12112177
90.5,-70,12112177
1.0,-7,11972497
2.0,54,11972497
3.0,38,11972497
4.0,16,11972497
5.0,-19,11972497
6.0,-13,11972497
7.0,-10,11972497
8.0,-11,11972497
9.0,-9,11972497
10.0,-7,11972497
11.0,-47,11972497
12.0,-100,11972497
13.0,-78,11972497
14.0,-45,11972497
15.0,-30,11972497
16.0,-18,11972497
17.0,-6,11972497
18.0,-1,11972497
19.0,-23,11972497
20.0,-16,11972497
21.0,-11,11972497
22.0,-3,11972497
23.0,-9,11972497
24.0,-6,11972497
25.0,-6,11972497
26.0,-5,11972497
27.0,14,11972497
28.0,6,11972497
29.0,-7,11972497
30.0,-3,11972497
31.0,-3,11972497
32.0,-4,11972497
33.0,-14,11972497
34.0,-14,11972497
35.0,-10,11972497
36.0,-8,11972497
37.0,-6,11972497
38.0,54,11972497
39.0,25,11972497
40.0,48,11972497
41.0,38,11972497
42.0,26,11972497
43.0,40,11972497
44.0,23,11972497
45.0,16,11972497
45.5,35,11972497
46.0,3,11972497
47.0,16,11972497
48.0,9,11972497
49.0,4,11972497
50.0,1,11972497
51.0,-6,11972497
52.0,9,11972497
53.0,7,11972497
54.0,3,11972497
55.0,-6,11972497
56.0,179,11972497
57.0,100,11972497
58.0,66,11972497
59.0,94,11972497
60.0,61,11972497
61.0,17,11972497
62.0,-31,11972497
63.0,-94,11972497
64.0,-61,11972497
65.0,-37,11972497
66.0,-22,11972497
67.0,-1,11972497
68.0,6,11972497
69.0,3,11972497
70.0,7,11972497
71.0,4,11972497
72.0,2,11972497
73.0,1,11972497
74.0,-76,11972497
75.0,-46,11972497
76.0,-28,11972497
77.0,-12,11972497
78.0,-7,11972497
79.0,12,11972497
80.0,32,11972497
81.0,19,11972497
82.0,11,11972497
83.0,42,11972497
84.0,25,11972497
85.0,18,11972497
86.0,7,11972497
87.0,35,11972497
88.0,44,11972497
89.0,21,11972497
90.0,3,11972497
90.5,90,11972497
1.0,-3,11972513
2.0,-10,11972513
3.0,-19,11972513
4.0,-24,11972513
5.0,25,11972513
6.0,6,11972513
7.0,31,11972513
8.0,17,11972513
9.0,10,11972513
10.0,3,11972513
11.0,2,11972513
12.0,-17,11972513
13.0,-15,11972513
14.0,-14,11972513
15.0,-19,11972513
16.0,-13,11972513
17.0,-37,11972513
18.0,-27,11972513
19.0,-11,11972513
20.0,80,11972513
21.0,45,11972513
22.0,34,11972513
23.0,46,11972513
24.0,17,11972513
25.0,4,11972513
26.0,27,11972513
27.0,-76,11972513
28.0,-39,11972513
29.0,-18,11972513
30.0,-17,11972513
31.0,-14,11972513
32.0,-5,11972513
33.0,-4,11972513
34.0,5,11972513
35.0,-6,11972513
36.0,-3,11972513
37.0,-7,11972513
38.0,-10,11972513
39.0,-77,11972513
40.0,-46,11972513
41.0,-13,11972513
42.0,-22,11972513
43.0,-18,11972513
44.0,41,11972513
45.0,22,11972513
45.5,-25,11972513
46.0,35,11972513
47.0,16,11972513
48.0,-20,11972513
49.0,-7,11972513
50.0,-34,11972513
51.0,-23,11972513
52.0,-8,11972513
53.0,-3,11972513
54.0,-77,11972513
55.0,-44,11972513
56.0,-100,11972513
57.0,-61,11972513
58.0,-36,11972513
59.0,-6,11972513
60.0,-4,11972513
61.0,4,11972513
62.0,8,11972513
63.0,5,11972513
64.0,4,11972513
65.0,3,11972513
66.0,12,11972513
67.0,-25,11972513
68.0,-21,11972513
69.0,-13,11972513
70.0,-8,11972513
71.0,-11,11972513
72.0,26,11972513
73.0,24,11972513
74.0,15,11972513
75.0,4,11972513
76.0,5,11972513
77.0,1,11972513
78.0,36,11972513
79.0,22,11972513
80.0,69,11972513
81.0,47,11972513
82.0,29,11972513
83.0,15,11972513
84.0,15,11972513
85.0,-5,11972513
86.0,31,11972513
87.0,74,11972513
88.0,60,11972513
89.0,76,11972513
90.0,46,11972513
90.5,80,11972513
1.0,1,11972501
2.0,5,11972501
3.0,6,11972501
4.0,1,11972501
5.0,-8,11972501
6.0,-7,11972501
7.0,9,11972501
8.0,51,11972501
9.0,50,11972501
10.0,79,11972501
11.0,46,11972501
12.0,30,11972501
13.0,33,11972501
14.0,100,11972501
15.0,28,11972501
16.0,-41,11972501
17.0,-26,11972501
18.0,-19,11972501
19.0,-25,11972501
20.0,-8,11972501
21.0,5,11972501
22.0,78,11972501
23.0,40,11972501
24.0,34,11972501
25.0,19,11972501
26.0,6,11972501
27.0,-3,11972501
28.0,-82,11972501
29.0,-49,11972501
30.0,45,11972501
31.0,11,11972501
32.0,-30,11972501
33.0,-13,11972501
34.0,-3,11972501
35.0,-6,11972501
36.0,-4,11972501
37.0,-11,11972501
38.0,-11,11972501
39.0,-8,11972501
40.0,-11,11972501
41.0,50,11972501
42.0,32,11972501
43.0,19,11972501
44.0,-31,11972501
45.0,-18,11972501
45.5,0,11972501
46.0,-7,11972501
47.0,45,11972501
48.0,-36,11972501
49.0,29,11972501
50.0,8,11972501
51.0,4,11972501
52.0,-9,11972501
53.0,4,11972501
54.0,-39,11972501
55.0,-60,11972501
56.0,-37,11972501
57.0,-18,11972501
58.0,-8,11972501
59.0,4,11972501
60.0,-7,11972501
61.0,-3,11972501
62.0,19,11972501
63.0,9,11972501
64.0,-7,11972501
65.0,-12,11972501
66.0,-10,11972501
67.0,-10,11972501
68.0,-12,11972501
69.0,-11,11972501
70.0,-32,11972501
71.0,-26,11972501
72.0,-22,11972501
73.0,-14,11972501
74.0,-15,11972501
75.0,-4,11972501
76.0,-9,11972501
77.0,-6,11972501
78.0,-45,11972501
79.0,-33,11972501
80.0,-21,11972501
81.0,24,11972501
82.0,6,11972501
83.0,10,11972501
84.0,-42,11972501
85.0,-38,11972501
86.0,-21,11972501
87.0,-19,11972501
88.0,-58,11972501
89.0,-33,11972501
90.0,-51,11972501
90.5,-140,11972501
1.0,100,11972500
2.0,70,11972500
3.0,89,11972500
4.0,62,11972500
5.0,47,11972500
6.0,29,11972500
7.0,22,11972500
8.0,8,11972500
9.0,3,11972500
10.0,3,11972500
11.0,2,11972500
12.0,2,11972500
13.0,7,11972500
14.0,-5,11972500
15.0,-55,11972500
16.0,-33,11972500
17.0,-5,11972500
18.0,5,11972500
19.0,1,11972500
20.0,14,11972500
21.0,13,11972500
22.0,11,11972500
23.0,26,11972500
24.0,20,11972500
25.0,11,11972500
26.0,1,11972500
27.0,-1,11972500
28.0,4,11972500
29.0,1,11972500
30.0,70,11972500
31.0,37,11972500
32.0,-76,11972500
33.0,-29,11972500
34.0,-13,11972500
35.0,-4,11972500
36.0,4,11972500
37.0,-12,11972500
38.0,-14,11972500
39.0,-15,11972500
40.0,-5,11972500
41.0,75,11972500
42.0,43,11972500
43.0,26,11972500
44.0,-81,11972500
45.0,-40,11972500
45.5,70,11972500
46.0,-36,11972500
47.0,-100,11972500
48.0,105,11972500
49.0,-21,11972500
50.0,-7,11972500
51.0,-7,11972500
52.0,3,11972500
53.0,-7,11972500
54.0,-4,11972500
55.0,-3,11972500
56.0,-7,11972500
57.0,-10,11972500
58.0,-7,11972500
59.0,5,11972500
60.0,-71,11972500
61.0,-43,11972500
62.0,-26,11972500
63.0,-2,11972500
64.0,55,11972500
65.0,37,11972500
66.0,61,11972500
67.0,-46,11972500
68.0,-8,11972500
69.0,-9,11972500
70.0,-11,11972500
71.0,-10,11972500
72.0,10,11972500
73.0,9,11972500
74.0,15,11972500
75.0,5,11972500
76.0,18,11972500
77.0,55,11972500
78.0,82,11972500
79.0,88,11972500
80.0,53,11972500
81.0,30,11972500
82.0,14,11972500
83.0,4,11972500
84.0,-7,11972500
85.0,20,11972500
86.0,95,11972500
87.0,51,11972500
88.0,30,11972500
89.0,23,11972500
90.0,-36,11972500
90.5,-60,11972500
1.0,4,11972512
2.0,26,11972512
3.0,19,11972512
4.0,19,11972512
5.0,11,11972512
6.0,11,11972512
7.0,9,11972512
8.0,10,11972512
9.0,10,11972512
10.0,5,11972512
11.0,12,11972512
12.0,6,11972512
13.0,53,11972512
14.0,81,11972512
15.0,48,11972512
16.0,27,11972512
17.0,42,11972512
18.0,22,11972512
19.0,11,11972512
20.0,2,11972512
21.0,13,11972512
22.0,27,11972512
23.0,17,11972512
24.0,11,11972512
25.0,7,11972512
26.0,9,11972512
27.0,4,11972512
28.0,-20,11972512
29.0,-35,11972512
30.0,-20,11972512
31.0,-12,11972512
32.0,31,11972512
33.0,16,11972512
34.0,12,11972512
35.0,7,11972512
36.0,9,11972512
37.0,8,11972512
38.0,40,11972512
39.0,20,11972512
40.0,12,11972512
41.0,8,11972512
42.0,15,11972512
43.0,47,11972512
44.0,24,11972512
45.0,15,11972512
45.5,-85,11972512
46.0,21,11972512
47.0,-15,11972512
48.0,41,11972512
49.0,25,11972512
50.0,20,11972512
51.0,-35,11972512
52.0,-14,11972512
53.0,-61,11972512
54.0,-56,11972512
55.0,-34,11972512
56.0,-17,11972512
57.0,71,11972512
58.0,35,11972512
59.0,33,11972512
60.0,20,11972512
61.0,7,11972512
62.0,-1,11972512
63.0,-10,11972512
64.0,-2,11972512
65.0,6,11972512
66.0,-30,11972512
67.0,31,11972512
68.0,20,11972512
69.0,57,11972512
70.0,34,11972512
71.0,28,11972512
72.0,15,11972512
73.0,39,11972512
74.0,15,11972512
75.0,19,11972512
76.0,-25,11972512
77.0,131,11972512
78.0,71,11972512
79.0,53,11972512
80.0,21,11972512
81.0,-75,11972512
82.0,-46,11972512
83.0,-37,11972512
84.0,-23,11972512
85.0,-13,11972512
86.0,-2,11972512
87.0,6,11972512
88.0,4,11972512
89.0,3,11972512
90.0,8,11972512
90.5,50,11972512
0.0,0,11972506
1.0,24,11972506
2.0,21,11972506
3.0,23,11972506
4.0,25,11972506
5.0,26,11972506
6.0,20,11972506
7.0,17,11972506
8.0,56,11972506
9.0,39,11972506
10.0,54,11972506
11.0,48,11972506
12.0,34,11972506
13.0,48,11972506
14.0,38,11972506
15.0,100,11972506
16.0,69,11972506
17.0,100,11972506
18.0,92,11972506
19.0,59,11972506
20.0,64,11972506
21.0,46,11972506
22.0,29,11972506
23.0,-26,11972506
24.0,-13,11972506
25.0,-11,11972506
26.0,-3,11972506
27.0,5,11972506
28.0,3,11972506
29.0,32,11972506
30.0,29,11972506
31.0,51,11972506
32.0,40,11972506
33.0,33,11972506
34.0,16,11972506
35.0,13,11972506
36.0,-7,11972506
37.0,14,11972506
38.0,16,11972506
39.0,19,11972506
40.0,15,11972506
41.0,34,11972506
42.0,24,11972506
43.0,58,11972506
44.0,38,11972506
45.0,57,11972506
45.5,-21,11972506
46.0,5,11972506
47.0,33,11972506
48.0,24,11972506
49.0,-31,11972506
50.0,-6,11972506
51.0,15,11972506
52.0,9,11972506
53.0,15,11972506
54.0,16,11972506
55.0,39,11972506
56.0,22,11972506
57.0,12,11972506
58.0,21,11972506
59.0,22,11972506
60.0,15,11972506
61.0,14,11972506
62.0,12,11972506
63.0,11,11972506
64.0,50,11972506
65.0,34,11972506
66.0,-56,11972506
67.0,-83,11972506
68.0,-56,11972506
69.0,-38,11972506
70.0,-29,11972506
71.0,-14,11972506
72.0,9,11972506
73.0,-72,11972506
74.0,74,11972506
75.0,25,11972506
76.0,24,11972506
77.0,28,11972506
78.0,30,11972506
79.0,20,11972506
80.0,-32,11972506
81.0,-59,11972506
82.0,-23,11972506
83.0,-7,11972506
84.0,8,11972506
85.0,39,11972506
86.0,30,11972506
87.0,21,11972506
88.0,11,11972506
89.0,10,11972506
90.0,38,11972506
90.5,65,11972506
1.0,-2,11972505
2.0,-6,11972505
3.0,-59,11972505
4.0,-40,11972505
5.0,-30,11972505
6.0,-28,11972505
7.0,-28,11972505
8.0,-23,11972505
9.0,-43,11972505
10.0,-24,11972505
11.0,-13,11972505
12.0,-13,11972505
13.0,25,11972505
14.0,13,11972505
15.0,57,11972505
16.0,80,11972505
17.0,48,11972505
18.0,52,11972505
19.0,31,11972505
20.0,15,11972505
21.0,26,11972505
22.0,10,11972505
23.0,-10,11972505
24.0,-39,11972505
25.0,-23,11972505
26.0,-25,11972505
27.0,-44,11972505
28.0,-31,11972505
29.0,-20,11972505
30.0,21,11972505
31.0,7,11972505
32.0,3,11972505
33.0,-9,11972505
34.0,6,11972505
35.0,-10,11972505
36.0,-11,11972505
37.0,-35,11972505
38.0,-25,11972505
39.0,-20,11972505
40.0,21,11972505
41.0,-10,11972505
42.0,-14,11972505
43.0,-17,11972505
44.0,-18,11972505
45.0,-11,11972505
45.5,25,11972505
46.0,-4,11972505
47.0,-30,11972505
48.0,-16,11972505
49.0,-68,11972505
50.0,-44,11972505
51.0,37,11972505
52.0,6,11972505
53.0,-33,11972505
54.0,-11,11972505
55.0,-34,11972505
56.0,-26,11972505
57.0,-18,11972505
58.0,-1,11972505
59.0,3,11972505
60.0,1,11972505
61.0,4,11972505
62.0,-13,11972505
63.0,28,11972505
64.0,21,11972505
65.0,16,11972505
66.0,7,11972505
67.0,3,11972505
68.0,-8,11972505
69.0,-2,11972505
70.0,3,11972505
71.0,29,11972505
72.0,11,11972505
73.0,10,11972505
74.0,8,11972505
75.0,8,11972505
76.0,30,11972505
77.0,6,11972505
78.0,-5,11972505
79.0,-6,11972505
80.0,-7,11972505
81.0,-9,11972505
82.0,23,11972505
83.0,-13,11972505
84.0,-3,11972505
85.0,-29,11972505
86.0,-14,11972505
87.0,-13,11972505
88.0,-19,11972505
89.0,-64,11972505
90.0,-38,11972505
90.5,-50,11972505
1.0,3,11972496
2.0,-54,11972496
3.0,-26,11972496
4.0,31,11972496
5.0,12,11972496
6.0,12,11972496
7.0,-30,11972496
8.0,-40,11972496
9.0,-20,11972496
10.0,22,11972496
11.0,100,11972496
12.0,100,11972496
13.0,100,11972496
14.0,79,11972496
15.0,49,11972496
16.0,25,11972496
17.0,-23,11972496
18.0,-37,11972496
19.0,-16,11972496
20.0,-3,11972496
21.0,7,11972496
22.0,12,11972496
23.0,16,11972496
24.0,16,11972496
25.0,16,11972496
26.0,16,11972496
27.0,16,11972496
28.0,16,11972496
29.0,16,11972496
30.0,16,11972496
31.0,16,11972496
32.0,46,11972496
33.0,-49,11972496
34.0,-2,11972496
35.0,7,11972496
36.0,14,11972496
37.0,37,11972496
38.0,-29,11972496
39.0,-2,11972496
40.0,-1,11972496
41.0,6,11972496
42.0,7,11972496
43.0,12,11972496
44.0,13,11972496
45.0,-25,11972496
45.5,-25,11972496
46.0,56,11972496
47.0,100,11972496
48.0,100,11972496
49.0,77,11972496
50.0,51,11972496
51.0,36,11972496
52.0,100,11972496
53.0,93,11972496
54.0,55,11972496
55.0,32,11972496
56.0,-76,11972496
57.0,-41,11972496
58.0,-15,11972496
59.0,-30,11972496
60.0,-54,11972496
61.0,55,11972496
62.0,91,11972496
63.0,58,11972496
64.0,15,11972496
65.0,31,11972496
66.0,19,11972496
67.0,15,11972496
68.0,38,11972496
69.0,13,11972496
70.0,6,11972496
71.0,13,11972496
72.0,16,11972496
73.0,12,11972496
74.0,12,11972496
75.0,-57,11972496
76.0,-27,11972496
77.0,-13,11972496
78.0,-25,11972496
79.0,-12,11972496
80.0,-15,11972496
81.0,-36,11972496
82.0,-63,11972496
83.0,-33,11972496
84.0,-22,11972496
85.0,69,11972496
86.0,40,11972496
87.0,31,11972496
88.0,-22,11972496
89.0,4,11972496
90.0,-7,11972496
90.5,155,11972496
1.0,4,11972504
2.0,14,11972504
3.0,18,11972504
4.0,15,11972504
5.0,7,11972504
6.0,-32,11972504
7.0,-10,11972504
8.0,-30,11972504
9.0,-17,11972504
10.0,-4,11972504
11.0,7,11972504
12.0,25,11972504
13.0,58,11972504
14.0,29,11972504
15.0,7,11972504
16.0,-5,11972504
17.0,-3,11972504
18.0,26,11972504
19.0,14,11972504
20.0,20,11972504
21.0,16,11972504
22.0,18,11972504
23.0,15,11972504
24.0,15,11972504
25.0,76,11972504
26.0,83,11972504
27.0,52,11972504
28.0,34,11972504
29.0,29,11972504
30.0,56,11972504
31.0,34,11972504
32.0,24,11972504
33.0,17,11972504
34.0,13,11972504
35.0,18,11972504
36.0,23,11972504
37.0,27,11972504
38.0,19,11972504
39.0,14,11972504
40.0,36,11972504
41.0,24,11972504
42.0,16,11972504
43.0,13,11972504
44.0,16,11972504
45.0,10,11972504
45.5,10,11972504
46.0,-7,11972504
47.0,74,11972504
48.0,50,11972504
49.0,-37,11972504
50.0,-2,11972504
51.0,79,11972504
52.0,50,11972504
53.0,68,11972504
54.0,52,11972504
55.0,34,11972504
56.0,17,11972504
57.0,-17,11972504
58.0,-10,11972504
59.0,-9,11972504
60.0,-3,11972504
61.0,-24,11972504
62.0,-11,11972504
63.0,-1,11972504
64.0,6,11972504
65.0,9,11972504
66.0,13,11972504
67.0,13,11972504
68.0,13,11972504
69.0,13,11972504
70.0,10,11972504
71.0,9,11972504
72.0,8,11972504
73.0,-23,11972504
74.0,-4,11972504
75.0,3,11972504
76.0,23,11972504
77.0,11,11972504
78.0,46,11972504
79.0,29,11972504
80.0,20,11972504
81.0,-33,11972504
82.0,-12,11972504
83.0,-8,11972504
84.0,-3,11972504
85.0,7,11972504
86.0,-54,11972504
87.0,-37,11972504
88.0,32,11972504
89.0,-29,11972504
90.0,-18,11972504
90.5,-15,11972504
0.0,0,11972507
1.0,-2,11972507
2.0,3,11972507
3.0,9,11972507
4.0,44,11972507
5.0,34,11972507
6.0,28,11972507
7.0,23,11972507
8.0,14,11972507
9.0,37,11972507
10.0,44,11972507
11.0,28,11972507
12.0,13,11972507
13.0,9,11972507
14.0,-4,11972507
15.0,22,11972507
16.0,42,11972507
17.0,26,11972507
18.0,26,11972507
19.0,22,11972507
20.0,43,11972507
21.0,80,11972507
22.0,49,11972507
23.0,25,11972507
24.0,26,11972507
25.0,15,11972507
26.0,47,11972507
27.0,30,11972507
28.0,20,11972507
29.0,13,11972507
30.0,10,11972507
31.0,5,11972507
32.0,-9,11972507
33.0,12,11972507
34.0,7,11972507
35.0,31,11972507
36.0,95,11972507
37.0,84,11972507
38.0,57,11972507
39.0,31,11972507
40.0,19,11972507
41.0,8,11972507
42.0,-3,11972507
43.0,3,11972507
44.0,4,11972507
45.0,-3,11972507
45.5,8,11972507
46.0,3,11972507
47.0,29,11972507
48.0,30,11972507
49.0,40,11972507
50.0,26,11972507
51.0,13,11972507
52.0,-58,11972507
53.0,-100,11972507
54.0,-77,11972507
55.0,-49,11972507
56.0,-27,11972507
57.0,-9,11972507
58.0,5,11972507
59.0,6,11972507
60.0,6,11972507
61.0,11,11972507
62.0,14,11972507
63.0,41,11972507
64.0,82,11972507
65.0,22,11972507
66.0,15,11972507
67.0,31,11972507
68.0,54,11972507
69.0,30,11972507
70.0,23,11972507
71.0,16,11972507
72.0,10,11972507
73.0,51,11972507
74.0,33,11972507
75.0,72,11972507
76.0,100,11972507
77.0,73,11972507
78.0,40,11972507
79.0,26,11972507
80.0,19,11972507
81.0,9,11972507
82.0,47,11972507
83.0,61,11972507
84.0,63,11972507
85.0,40,11972507
86.0,36,11972507
87.0,46,11972507
88.0,100,11972507
89.0,97,11972507
90.0,60,11972507
90.5,105,11972507
1.0,11,11972498
2.0,1,11972498
3.0,-5,11972498
4.0,8,11972498
5.0,6,11972498
6.0,15,11972498
7.0,13,11972498
8.0,12,11972498
9.0,1,11972498
10.0,-22,11972498
11.0,-16,11972498
12.0,-7,11972498
13.0,-4,11972498
14.0,-1,11972498
15.0,3,11972498
16.0,8,11972498
17.0,51,11972498
18.0,71,11972498
19.0,100,11972498
20.0,100,11972498
21.0,67,11972498
22.0,7,11972498
23.0,-15,11972498
24.0,46,11972498
25.0,13,11972498
26.0,14,11972498
27.0,12,11972498
28.0,4,11972498
29.0,-6,11972498
30.0,-8,11972498
31.0,-15,11972498
32.0,-9,11972498
33.0,-85,11972498
34.0,-40,11972498
35.0,-23,11972498
36.0,-12,11972498
37.0,46,11972498
38.0,25,11972498
39.0,15,11972498
40.0,15,11972498
41.0,15,11972498
42.0,37,11972498
43.0,23,11972498
44.0,10,11972498
45.0,-29,11972498
45.5,55,11972498
46.0,-54,11972498
47.0,-26,11972498
48.0,42,11972498
49.0,23,11972498
50.0,21,11972498
51.0,69,11972498
52.0,37,11972498
53.0,21,11972498
54.0,53,11972498
55.0,83,11972498
56.0,52,11972498
57.0,23,11972498
58.0,-44,11972498
