player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,incidentType,xgot,goalType,event_id,x,y,x_goal,y_goal,team
1654073,away,block,regular,"{'x': 9, 'y': 69, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 9, 'y': 69, 'z': 0}",0.002873,3427794,90,1.0,5455,"{'start': {'x': 69, 'y': 9}, 'block': {'x': 69, 'y': 9}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,845,shot,,,11972389,9,69,50.0,80.0,93513
789948,away,save,throw-in-set-piece,"{'x': 22, 'y': 37, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.4, 'z': 6}",,0.02075,3427793,83,,4954,"{'start': {'x': 37, 'y': 22}, 'end': {'x': 49.6, 'y': 0}, 'goal': {'x': 49.6, 'y': 94}}",8,446,shot,0.01437,,11972389,22,37,49.6,94.0,93513
1598397,away,save,regular,"{'x': 5, 'y': 68, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47, 'z': 13.1}",,0.06403,3427792,80,,4748,"{'start': {'x': 68, 'y': 5}, 'end': {'x': 53, 'y': 0}, 'goal': {'x': 53, 'y': 86.9}}",11,652,shot,0.05532,,11972389,5,68,53.0,86.9,93513
922436,home,miss,regular,"{'x': 6, 'y': 30, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 58, 'z': 46.4}",,0.08954,3427791,77,,4598,"{'start': {'x': 30, 'y': 6}, 'end': {'x': 42, 'y': 0}, 'goal': {'x': 42, 'y': 53.6}}",14,802,shot,,,11972389,6,30,42.0,53.6,36834
1598397,away,miss,regular,"{'x': 21, 'y': 56, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.8, 'z': 5.3}",,0.01092,3427790,76,,4538,"{'start': {'x': 56, 'y': 21}, 'end': {'x': 41.2, 'y': 0}, 'goal': {'x': 41.2, 'y': 94.7}}",15,862,shot,,,11972389,21,56,41.2,94.7,93513
1086327,home,save,corner,"{'x': 10, 'y': 51, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50.2, 'z': 0.7}",,0.0681,3427789,76,,4518,"{'start': {'x': 51, 'y': 10}, 'end': {'x': 49.8, 'y': 0}, 'goal': {'x': 49.8, 'y': 99.3}}",15,882,shot,0.08317,,11972389,10,51,49.8,99.3,36834
1119882,away,miss,corner,"{'x': 5, 'y': 49, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 41.3, 'z': 49.7}",,0.2697,3427788,73,,4335,"{'start': {'x': 49, 'y': 5}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 50.3}}",18,1065,shot,,,11972389,5,49,58.7,50.3,93513
1017431,away,miss,corner,"{'x': 8, 'y': 49, 'z': 0}",head,close-left,"{'x': 0, 'y': 57.2, 'z': 10.3}",,0.1056,3427787,57,,3392,"{'start': {'x': 49, 'y': 8}, 'end': {'x': 42.8, 'y': 0}, 'goal': {'x': 42.8, 'y': 89.7}}",34,2008,shot,,,11972389,8,49,42.8,89.7,93513
1021876,away,save,regular,"{'x': 18, 'y': 35, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 47.6, 'z': 20.2}",,0.0516,3427786,57,,3361,"{'start': {'x': 35, 'y': 18}, 'end': {'x': 52.4, 'y': 0}, 'goal': {'x': 52.4, 'y': 79.8}}",34,2039,shot,0.3967,,11972389,18,35,52.4,79.8,93513
248147,home,miss,corner,"{'x': 3, 'y': 39, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 59.2, 'z': 43.4}",,0.1206,3427785,55,,3298,"{'start': {'x': 39, 'y': 3}, 'end': {'x': 40.8, 'y': 0}, 'goal': {'x': 40.8, 'y': 56.6}}",36,2102,shot,,,11972389,3,39,40.8,56.6,36834
1017431,away,miss,corner,"{'x': 8, 'y': 46, 'z': 0}",head,close-high-left,"{'x': 0, 'y': 57.9, 'z': 47.4}",,0.1251,3427784,45,2.0,2799,"{'start': {'x': 46, 'y': 8}, 'end': {'x': 42.1, 'y': 0}, 'goal': {'x': 42.1, 'y': 52.6}}",1,2601,shot,,,11972389,8,46,42.1,52.6,93513
1018466,home,miss,regular,"{'x': 6, 'y': 57, 'z': 0}",head,close-high-left,"{'x': 0, 'y': 58.4, 'z': 56.1}",,0.1942,3427783,45,1.0,2718,"{'start': {'x': 57, 'y': 6}, 'end': {'x': 41.6, 'y': 0}, 'goal': {'x': 41.6, 'y': 43.9}}",1,2682,shot,,,11972389,6,57,41.6,43.9,36834
1018466,home,block,corner,"{'x': 17, 'y': 60, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 17, 'y': 60, 'z': 0}",0.02857,3427782,38,,2236,"{'start': {'x': 60, 'y': 17}, 'block': {'x': 60, 'y': 17}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",8,464,shot,,,11972389,17,60,50.0,80.0,36834
80540,home,save,set-piece,"{'x': 9, 'y': 34, 'z': 0}",head,high-left,"{'x': 0, 'y': 54.3, 'z': 20.1}",,0.0862,3427781,37,,2191,"{'start': {'x': 34, 'y': 9}, 'end': {'x': 45.7, 'y': 0}, 'goal': {'x': 45.7, 'y': 79.9}}",9,509,shot,0.06412,,11972389,9,34,45.7,79.9,36834
1119882,away,save,corner,"{'x': 6, 'y': 46, 'z': 0}",head,high-centre,"{'x': 0, 'y': 48.7, 'z': 27.7}",,0.1716,3427780,28,,1639,"{'start': {'x': 46, 'y': 6}, 'end': {'x': 51.3, 'y': 0}, 'goal': {'x': 51.3, 'y': 72.3}}",18,1061,shot,0.3961,,11972389,6,46,51.3,72.3,93513
1597672,home,goal,regular,"{'x': 17, 'y': 17, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 49.4, 'z': 21.5}",,0.07457,3427773,23,,1355,"{'start': {'x': 17, 'y': 17}, 'end': {'x': 50.6, 'y': 0}, 'goal': {'x': 50.6, 'y': 78.5}}",23,1345,shot,0.07029,regular,11972389,17,17,50.6,78.5,36834
1021876,away,save,penalty,"{'x': 10, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.1, 'z': 10.8}",,0.76,3427795,9,,513,"{'start': {'x': 50, 'y': 10}, 'end': {'x': 45.9, 'y': 0}, 'goal': {'x': 45.9, 'y': 89.2}}",37,2187,shot,0.81,,11972389,10,50,45.9,89.2,93513
1392678,away,block,throw-in-set-piece,"{'x': 14, 'y': 32, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 14, 'y': 32, 'z': 0}",0.006496,2622292,90,2.0,5493,"{'start': {'x': 32, 'y': 14}, 'block': {'x': 32, 'y': 14}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,807,shot,,,11972383,14,32,50.0,80.0,213042
1384649,home,block,corner,"{'x': 9, 'y': 43, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 9, 'y': 43, 'z': 0}",0.02094,2622291,79,,4732,"{'start': {'x': 43, 'y': 9}, 'block': {'x': 43, 'y': 9}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",12,668,shot,,,11972383,9,43,50.0,80.0,3214
1392678,away,miss,regular,"{'x': 10, 'y': 38, 'z': 0}",head,close-left,"{'x': 0, 'y': 57.8, 'z': 35.1}",,0.09586,2622290,78,,4646,"{'start': {'x': 38, 'y': 10}, 'end': {'x': 42.2, 'y': 0}, 'goal': {'x': 42.2, 'y': 64.9}}",13,754,shot,,,11972383,10,38,42.2,64.9,213042
897060,home,miss,regular,"{'x': 13, 'y': 44, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 56.2, 'z': 21.8}",,0.09616,2622289,76,,4508,"{'start': {'x': 44, 'y': 13}, 'end': {'x': 43.8, 'y': 0}, 'goal': {'x': 43.8, 'y': 78.2}}",15,892,shot,,,11972383,13,44,43.8,78.2,3214
1018462,home,miss,regular,"{'x': 11, 'y': 72, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 42.6, 'z': 1.3}",,0.2327,2622288,72,,4284,"{'start': {'x': 72, 'y': 11}, 'end': {'x': 57.4, 'y': 0}, 'goal': {'x': 57.4, 'y': 98.7}}",19,1116,shot,,,11972383,11,72,57.4,98.7,3214
884931,away,miss,regular,"{'x': 25, 'y': 74, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 56.2, 'z': 0.8}",,0.01527,2622287,71,,4214,"{'start': {'x': 74, 'y': 25}, 'end': {'x': 43.8, 'y': 0}, 'goal': {'x': 43.8, 'y': 99.2}}",20,1186,shot,,,11972383,25,74,43.8,99.2,213042
1392678,away,miss,set-piece,"{'x': 7, 'y': 42, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 41.1, 'z': 47.1}",,0.1886,2622286,68,,4023,"{'start': {'x': 42, 'y': 7}, 'end': {'x': 58.9, 'y': 0}, 'goal': {'x': 58.9, 'y': 52.9}}",23,1377,shot,,,11972383,7,42,58.9,52.9,213042
1650465,away,save,regular,"{'x': 10, 'y': 56, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.3, 'z': 4.8}",,0.1062,2622285,65,,3862,"{'start': {'x': 56, 'y': 10}, 'end': {'x': 48.7, 'y': 0}, 'goal': {'x': 48.7, 'y': 95.2}}",26,1538,shot,0.1644,,11972383,10,56,48.7,95.2,213042
884931,away,block,throw-in-set-piece,"{'x': 20, 'y': 68, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 20, 'y': 68, 'z': 0}",0.003672,2622284,63,,3757,"{'start': {'x': 68, 'y': 20}, 'block': {'x': 68, 'y': 20}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",28,1643,shot,,,11972383,20,68,50.0,80.0,213042
1392678,away,miss,regular,"{'x': 10, 'y': 41, 'z': 0}",head,close-high,"{'x': 0, 'y': 50, 'z': 45.8}",,0.1254,2622283,61,,3604,"{'start': {'x': 41, 'y': 10}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 54.2}}",30,1796,shot,,,11972383,10,41,50.0,54.2,213042
339871,home,miss,regular,"{'x': 35, 'y': 61, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 40.9, 'z': 11.7}",,0.06475,2622282,45,4.0,2885,"{'start': {'x': 61, 'y': 35}, 'end': {'x': 59.1, 'y': 0}, 'goal': {'x': 59.1, 'y': 88.3}}",1,2515,shot,,,11972383,35,61,59.1,88.3,3214
339871,home,goal,corner,"{'x': 9, 'y': 48, 'z': 0}",head,high-centre,"{'x': 0, 'y': 50.8, 'z': 21.5}",,0.09568,2622281,45,2.0,2782,"{'start': {'x': 48, 'y': 9}, 'end': {'x': 49.2, 'y': 0}, 'goal': {'x': 49.2, 'y': 78.5}}",1,2618,shot,0.1207,regular,11972383,9,48,49.2,78.5,3214
989395,away,miss,corner,"{'x': 29, 'y': 38, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 59, 'z': 49.3}",,0.004115,2622280,43,,2522,"{'start': {'x': 38, 'y': 29}, 'end': {'x': 41, 'y': 0}, 'goal': {'x': 41, 'y': 50.7}}",3,178,shot,,,11972383,29,38,41.0,50.7,213042
249069,away,post,corner,"{'x': 5, 'y': 44, 'z': 0}",head,high,"{'x': 0, 'y': 55, 'z': 41}",,0.1615,2622279,42,,2476,"{'start': {'x': 44, 'y': 5}, 'end': {'x': 45, 'y': 0}, 'goal': {'x': 45, 'y': 59}}",4,224,shot,,,11972383,5,44,45.0,59.0,213042
1182501,home,miss,corner,"{'x': 12, 'y': 49, 'z': 0}",head,close-high,"{'x': 0, 'y': 51.4, 'z': 56.9}",,0.05616,2622278,29,,1688,"{'start': {'x': 49, 'y': 12}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 43.1}}",17,1012,shot,,,11972383,12,49,48.6,43.1,3214
339871,home,block,regular,"{'x': 14, 'y': 44, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 14, 'y': 44, 'z': 0}",0.02823,2622277,22,,1320,"{'start': {'x': 44, 'y': 14}, 'block': {'x': 44, 'y': 14}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",24,1380,shot,,,11972383,14,44,50.0,80.0,3214
789378,home,save,corner,"{'x': 14, 'y': 30, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.7, 'z': 4.9}",,0.03022,2622276,20,,1196,"{'start': {'x': 30, 'y': 14}, 'end': {'x': 48.3, 'y': 0}, 'goal': {'x': 48.3, 'y': 95.1}}",26,1504,shot,0.008197,,11972383,14,30,48.3,95.1,3214
579384,home,goal,penalty,"{'x': 10, 'y': 50, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 53.9, 'z': 34.3}",,0.76,2622293,18,,1033,"{'start': {'x': 50, 'y': 10}, 'end': {'x': 46.1, 'y': 0}, 'goal': {'x': 46.1, 'y': 65.7}}",28,1667,shot,0.81,penalty,11972383,10,50,46.1,65.7,3214
897060,home,miss,regular,"{'x': 12, 'y': 65, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 46.7, 'z': 55.6}",,0.1051,2622275,8,,443,"{'start': {'x': 65, 'y': 12}, 'end': {'x': 53.3, 'y': 0}, 'goal': {'x': 53.3, 'y': 44.4}}",38,2257,shot,,,11972383,12,65,53.3,44.4,3214
989395,away,save,regular,"{'x': 29, 'y': 38, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.5, 'z': 16.9}",,0.0314,2622274,7,,369,"{'start': {'x': 38, 'y': 29}, 'end': {'x': 52.5, 'y': 0}, 'goal': {'x': 52.5, 'y': 83.1}}",39,2331,shot,0.1324,,11972383,29,38,52.5,83.1,213042
873645,home,goal,set-piece,"{'x': 15, 'y': 47, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.6, 'z': 0.1}",,0.1169,3598370,90,1.0,5425,"{'start': {'x': 47, 'y': 15}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 99.9}}",1,875,shot,0.4759,regular,11972390,15,47,47.4,99.9,93109
873645,home,block,set-piece,"{'x': 16, 'y': 32, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 16, 'y': 32, 'z': 0}",0.006489,3598369,87,,5188,"{'start': {'x': 32, 'y': 16}, 'block': {'x': 32, 'y': 16}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",4,212,shot,,,11972390,16,32,50.0,80.0,93109
147350,home,save,free-kick,"{'x': 21, 'y': 72, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 17.7}",,0.08403,3598372,80,,4761,"{'start': {'x': 72, 'y': 21}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 82.3}}",11,639,shot,0.02456,,11972390,21,72,50.0,82.3,93109
174891,away,miss,corner,"{'x': 9, 'y': 44, 'z': 0}",head,close-high,"{'x': 0, 'y': 52.6, 'z': 59.2}",,0.02094,3598368,74,,4412,"{'start': {'x': 44, 'y': 9}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 40.8}}",17,988,shot,,,11972390,9,44,47.4,40.8,107201
973659,away,block,regular,"{'x': 19, 'y': 65, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 19, 'y': 65, 'z': 0}",0.001868,3598367,73,,4350,"{'start': {'x': 65, 'y': 19}, 'block': {'x': 65, 'y': 19}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",18,1050,shot,,,11972390,19,65,50.0,80.0,107201
147350,home,goal,free-kick,"{'x': 22, 'y': 57, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.1, 'z': 16.1}",,0.1649,3598371,57,,3368,"{'start': {'x': 57, 'y': 22}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 83.9}}",34,2032,shot,0.05676,regular,11972390,22,57,48.9,83.9,93109
585954,home,miss,set-piece,"{'x': 14, 'y': 57, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 46.2, 'z': 56.8}",,0.115,3598366,53,,3147,"{'start': {'x': 57, 'y': 14}, 'end': {'x': 53.8, 'y': 0}, 'goal': {'x': 53.8, 'y': 43.2}}",38,2253,shot,,,11972390,14,57,53.8,43.2,93109
1092609,home,miss,regular,"{'x': 24, 'y': 47, 'z': 0}",left-foot,close-high-right,"{'x': 0, 'y': 43.4, 'z': 43.8}",,0.04171,3598365,40,,2399,"{'start': {'x': 47, 'y': 24}, 'end': {'x': 56.6, 'y': 0}, 'goal': {'x': 56.6, 'y': 56.2}}",6,301,shot,,,11972390,24,47,56.6,56.2,93109
941498,home,block,regular,"{'x': 21, 'y': 33, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 21, 'y': 33, 'z': 0}",0.001942,3598364,33,,1953,"{'start': {'x': 33, 'y': 21}, 'block': {'x': 33, 'y': 21}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",13,747,shot,,,11972390,21,33,50.0,80.0,93109
984928,home,miss,regular,"{'x': 7, 'y': 60, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57.7, 'z': 9.4}",,0.311,3598363,19,,1089,"{'start': {'x': 60, 'y': 7}, 'end': {'x': 42.3, 'y': 0}, 'goal': {'x': 42.3, 'y': 90.6}}",27,1611,shot,,,11972390,7,60,42.3,90.6,93109
192414,home,miss,regular,"{'x': 18, 'y': 33, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 40.8, 'z': 46.3}",,0.01773,3598362,9,,516,"{'start': {'x': 33, 'y': 18}, 'end': {'x': 59.2, 'y': 0}, 'goal': {'x': 59.2, 'y': 53.7}}",37,2184,shot,,,11972390,18,33,59.2,53.7,93109
1092609,home,block,regular,"{'x': 9, 'y': 57, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 9, 'y': 57, 'z': 0}",0.1137,3598361,7,,409,"{'start': {'x': 57, 'y': 9}, 'block': {'x': 57, 'y': 9}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",39,2291,shot,,,11972390,9,57,50.0,80.0,93109
544188,home,goal,regular,"{'x': 8, 'y': 55, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.5, 'z': 10.3}",,0.3929,3598360,3,,122,"{'start': {'x': 55, 'y': 8}, 'end': {'x': 54.5, 'y': 0}, 'goal': {'x': 54.5, 'y': 89.7}}",43,2578,shot,0.6619,regular,11972390,8,55,54.5,89.7,93109
585954,home,block,regular,"{'x': 21, 'y': 44, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 21, 'y': 44, 'z': 0}",0.02188,3598359,2,,116,"{'start': {'x': 44, 'y': 21}, 'block': {'x': 44, 'y': 21}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",44,2584,shot,,,11972390,21,44,50.0,80.0,93109
1213805,away,goal,own-goal,"{'x': 3, 'y': 51, 'z': 0}",other,low-centre,"{'x': 0, 'y': 50, 'z': 20}",,,2503898,90,3.0,5577,"{'start': {'x': 51, 'y': 3}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,723,shot,,own,11972382,3,51,50.0,80.0,36841
897102,away,miss,corner,"{'x': 27, 'y': 43, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.5, 'z': 53.4}",,0.009895,2503897,90,,5362,"{'start': {'x': 43, 'y': 27}, 'end': {'x': 58.5, 'y': 0}, 'goal': {'x': 58.5, 'y': 46.6}}",1,38,shot,,,11972382,27,43,58.5,46.6,36841
1597457,home,block,corner,"{'x': 6, 'y': 60, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 6, 'y': 60, 'z': 0}",0.1971,2503896,87,,5200,"{'start': {'x': 60, 'y': 6}, 'block': {'x': 60, 'y': 6}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",4,200,shot,,,11972382,6,60,50.0,80.0,93107
1388907,home,miss,regular,"{'x': 3, 'y': 37, 'z': 0}",head,close-left,"{'x': 0, 'y': 56.5, 'z': 37.2}",,0.07361,2503895,80,,4775,"{'start': {'x': 37, 'y': 3}, 'end': {'x': 43.5, 'y': 0}, 'goal': {'x': 43.5, 'y': 62.8}}",11,625,shot,,,11972382,3,37,43.5,62.8,93107
1597499,away,miss,regular,"{'x': 10, 'y': 49, 'z': 0}",head,close-left,"{'x': 0, 'y': 56.3, 'z': 3.8}",,0.08426,2503894,80,,4752,"{'start': {'x': 49, 'y': 10}, 'end': {'x': 43.7, 'y': 0}, 'goal': {'x': 43.7, 'y': 96.2}}",11,648,shot,,,11972382,10,49,43.7,96.2,36841
122635,away,miss,throw-in-set-piece,"{'x': 20, 'y': 61, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 56.9, 'z': 53.7}",,0.002921,2503893,72,,4287,"{'start': {'x': 61, 'y': 20}, 'end': {'x': 43.1, 'y': 0}, 'goal': {'x': 43.1, 'y': 46.3}}",19,1113,shot,,,11972382,20,61,43.1,46.3,36841
1116310,home,save,regular,"{'x': 6, 'y': 59, 'z': 0}",head,high-left,"{'x': 0, 'y': 53.1, 'z': 32.5}",,0.2267,2503892,51,,3045,"{'start': {'x': 59, 'y': 6}, 'end': {'x': 46.9, 'y': 0}, 'goal': {'x': 46.9, 'y': 67.5}}",40,2355,shot,0.7576,,11972382,6,59,46.9,67.5,93107
1597469,home,miss,regular,"{'x': 21, 'y': 67, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 58.5, 'z': 43.4}",,0.02092,2503891,49,,2915,"{'start': {'x': 67, 'y': 21}, 'end': {'x': 41.5, 'y': 0}, 'goal': {'x': 41.5, 'y': 56.6}}",42,2485,shot,,,11972382,21,67,41.5,56.6,93107
842865,away,block,corner,"{'x': 22, 'y': 35, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 22, 'y': 35, 'z': 0}",0.008397,2503890,45,5.0,2981,"{'start': {'x': 35, 'y': 22}, 'block': {'x': 35, 'y': 22}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,2419,shot,,,11972382,22,35,50.0,80.0,36841
871763,away,save,set-piece,"{'x': 5, 'y': 64, 'z': 0}",head,low-right,"{'x': 0, 'y': 45.9, 'z': 15.4}",,0.1162,2503889,45,5.0,2942,"{'start': {'x': 64, 'y': 5}, 'end': {'x': 54.1, 'y': 0}, 'goal': {'x': 54.1, 'y': 84.6}}",1,2458,shot,0.2412,,11972382,5,64,54.1,84.6,36841
1654180,home,block,throw-in-set-piece,"{'x': 22, 'y': 52, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 22, 'y': 52, 'z': 0}",0.002443,2503888,38,,2224,"{'start': {'x': 52, 'y': 22}, 'block': {'x': 52, 'y': 22}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",8,476,shot,,,11972382,22,52,50.0,80.0,93107
1597469,home,block,regular,"{'x': 15, 'y': 36, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 15, 'y': 36, 'z': 0}",0.02088,2503887,34,,1994,"{'start': {'x': 36, 'y': 15}, 'block': {'x': 36, 'y': 15}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",12,706,shot,,,11972382,15,36,50.0,80.0,93107
1597499,away,save,regular,"{'x': 13, 'y': 32, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.1, 'z': 10.4}",,0.03621,2503886,20,,1168,"{'start': {'x': 32, 'y': 13}, 'end': {'x': 52.9, 'y': 0}, 'goal': {'x': 52.9, 'y': 89.6}}",26,1532,shot,0.4031,,11972382,13,32,52.9,89.6,36841
1096727,away,miss,regular,"{'x': 21, 'y': 32, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 50.3, 'z': 55.2}",,0.02522,2503885,17,,991,"{'start': {'x': 32, 'y': 21}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 44.8}}",29,1709,shot,,,11972382,21,32,49.7,44.8,36841
1116310,home,miss,throw-in-set-piece,"{'x': 24, 'y': 63, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.6, 'z': 7}",,0.002744,2503884,16,,918,"{'start': {'x': 63, 'y': 24}, 'end': {'x': 41.4, 'y': 0}, 'goal': {'x': 41.4, 'y': 93}}",30,1782,shot,,,11972382,24,63,41.4,93.0,93107
1605139,home,miss,regular,"{'x': 9, 'y': 44, 'z': 0}",head,close-high-left,"{'x': 0, 'y': 58.2, 'z': 44.5}",,0.1512,2503883,15,,860,"{'start': {'x': 44, 'y': 9}, 'end': {'x': 41.8, 'y': 0}, 'goal': {'x': 41.8, 'y': 55.5}}",31,1840,shot,,,11972382,9,44,41.8,55.5,93107
898894,home,post,regular,"{'x': 19, 'y': 25, 'z': 0}",right-foot,high,"{'x': 0, 'y': 44.8, 'z': 38.4}",,0.03112,2503882,12,,673,"{'start': {'x': 25, 'y': 19}, 'end': {'x': 55.2, 'y': 0}, 'goal': {'x': 55.2, 'y': 61.6}}",34,2027,shot,,,11972382,19,25,55.2,61.6,93107
789382,home,miss,set-piece,"{'x': 13, 'y': 38, 'z': 0}",head,close-high,"{'x': 0, 'y': 45.8, 'z': 53.2}",,0.01127,2503881,9,,503,"{'start': {'x': 38, 'y': 13}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 46.8}}",37,2197,shot,,,11972382,13,38,54.2,46.8,93107
1116310,home,block,regular,"{'x': 9, 'y': 65, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 9, 'y': 65, 'z': 0}",0.1528,2503880,5,,290,"{'start': {'x': 65, 'y': 9}, 'block': {'x': 65, 'y': 9}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",41,2410,shot,,,11972382,9,65,50.0,80.0,93107
1605139,home,miss,regular,"{'x': 8, 'y': 37, 'z': 0}",head,close-high-left,"{'x': 0, 'y': 57.3, 'z': 54.9}",,0.114,2503879,5,,252,"{'start': {'x': 37, 'y': 8}, 'end': {'x': 42.7, 'y': 0}, 'goal': {'x': 42.7, 'y': 45.1}}",41,2448,shot,,,11972382,8,37,42.7,45.1,93107
971201,away,miss,regular,"{'x': 26, 'y': 71, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 58.8, 'z': 59.7}",,0.002489,2503878,3,,145,"{'start': {'x': 71, 'y': 26}, 'end': {'x': 41.2, 'y': 0}, 'goal': {'x': 41.2, 'y': 40.3}}",43,2555,shot,,,11972382,26,71,41.2,40.3,36841
1183039,away,block,free-kick,"{'x': 31, 'y': 33, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 31, 'y': 33, 'z': 0}",0.03764,3818180,90,1.0,5419,"{'start': {'x': 33, 'y': 31}, 'block': {'x': 33, 'y': 31}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,881,shot,,,11972399,31,33,50.0,80.0,112499
